"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"3191",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","36  ","0604015F","Long Range Strike","36  ","Y","Y","U",2015,"Total",NA,913728,NA,NA,NA
"3192",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","37  ","0604317F","Technology Transfer","37  ","Y","Y","U",2015,"Total",NA,4769,NA,NA,NA
"3193",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","38  ","0604327F","Hard and Deeply Buried Target Defeat System (HDBTDS) Program","38  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3194",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","39  ","0604337F","Requirements Analysis and Maturation","39  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3195",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","40  ","0604422F","Weather System Follow-on","40  ","Y","Y","U",2015,"Total",NA,39901,NA,NA,NA
"3196",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","41  ","0604458F","Air & Space Ops Center","41  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3197",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","42  ","0604618F","Joint Direct Attack Munition","42  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3198",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","43  ","0604635F","Ground Attack Weapons Fuze Development","43  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3199",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","44  ","0604857F","Operationally Responsive Space","44  ","Y","Y","U",2015,"Total",NA,20000,NA,NA,NA
"3200",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","45  ","0604858F","Tech Transition Program","45  ","Y","Y","U",2015,"Total",NA,79004,NA,NA,NA
"3201",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","46  ","0605230F","Ground Based Strategic Deterrent","46  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3202",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","47  ","0105921F","Service Support to STRATCOM - Space Activities","47  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3203",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","48  ","0201184F","Counter Narco-Terrorism Program Office","48  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3204",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","49  ","0207110F","Next Generation Air Dominance","49  ","Y","Y","U",2015,"Total",NA,15722,NA,NA,NA
"3205",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","50  ","0207455F","Three Dimensional Long-Range Radar (3DELRR)","50  ","Y","Y","U",2015,"Total",NA,88825,NA,NA,NA
"3206",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","51  ","0305164F","NAVSTAR Global Positioning System (User Equipment) (SPACE)","51  ","Y","Y","U",2015,"Total",NA,156221,NA,NA,NA
"3207",2016,"3600F","Research, Development, Test & Eval, AF","AF","04","Advanced Component Development & Prototypes","52  ","0306250F","Cyber Operations Technology Development","52  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3208",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","53  ","0603260F","Intelligence Advanced Development","53  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3209",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","54  ","0604233F","Specialized Undergraduate Flight Training","54  ","Y","Y","U",2015,"Total",NA,13324,NA,NA,NA
"3210",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","55  ","0604270F","Electronic Warfare Development","55  ","Y","Y","U",2015,"Total",NA,7815,NA,NA,NA
"3211",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","56  ","0604281F","Tactical Data Networks Enterprise","56  ","Y","Y","U",2015,"Total",NA,39059,NA,NA,NA
"3212",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","57  ","0604287F","Physical Security Equipment","57  ","Y","Y","U",2015,"Total",NA,3926,NA,NA,NA
"3213",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","58  ","0604329F","Small Diameter Bomb (SDB)  - EMD","58  ","Y","Y","U",2015,"Total",NA,68738,NA,NA,NA
"3214",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","59  ","0604421F","Counterspace Systems","59  ","Y","Y","U",2015,"Total",NA,23424,NA,NA,NA
"3215",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","60  ","0604425F","Space Situation Awareness Systems","60  ","Y","Y","U",2015,"Total",NA,9462,NA,NA,NA
"3216",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","61  ","0604426F","Space Fence","61  ","Y","Y","U",2015,"Total",NA,200082,NA,NA,NA
"3217",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","62  ","0604429F","Airborne Electronic Attack","62  ","Y","Y","U",2015,"Total",NA,30687,NA,NA,NA
"3218",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","63  ","0604441F","Space Based Infrared System (SBIRS) High EMD","63  ","Y","Y","U",2015,"Total",NA,308788,NA,NA,NA
"3219",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","64  ","0604602F","Armament/Ordnance Development","64  ","Y","Y","U",2015,"Total",NA,29112,NA,NA,NA
"3220",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","65  ","0604604F","Submunitions","65  ","Y","Y","U",2015,"Total",NA,2543,NA,NA,NA
"3221",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","66  ","0604617F","Agile Combat Support","66  ","Y","Y","U",2015,"Total",NA,42840,NA,NA,NA
"3222",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","67  ","0604706F","Life Support Systems","67  ","Y","Y","U",2015,"Total",NA,14854,NA,NA,NA
"3223",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","68  ","0604735F","Combat Training Ranges","68  ","Y","Y","U",2015,"Total",NA,10129,NA,NA,NA
"3224",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","69  ","0604800F","F-35 - EMD","69  ","Y","Y","U",2015,"Total",NA,567889,NA,NA,NA
"3225",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","70  ","0604851F","Intercontinental Ballistic Missile - EMD","70  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3226",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","71  ","0604853F","Evolved Expendable Launch Vehicle Program (SPACE) - EMD","71  ","Y","Y","U",2015,"Total",NA,225600,NA,NA,NA
"3227",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","72  ","0604932F","Long Range Standoff Weapon","72  ","Y","Y","U",2015,"Total",NA,3438,NA,NA,NA
"3228",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","73  ","0604933F","ICBM Fuze Modernization","73  ","Y","Y","U",2015,"Total",NA,59826,NA,NA,NA
"3229",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","74  ","0605213F","F-22 Modernization Increment 3.2B","74  ","Y","Y","U",2015,"Total",NA,173647,NA,NA,NA
"3230",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","75  ","0605214F","Ground Attack Weapons Fuze Development","75  ","Y","Y","U",2015,"Total",NA,5332,NA,NA,NA
"3231",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","76  ","0605221F","KC-46","76  ","Y","Y","U",2015,"Total",NA,786437,NA,NA,NA
"3232",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","77  ","0605223F","Advanced Pilot Training","77  ","Y","Y","U",2015,"Total",NA,8201,NA,NA,NA
"3233",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","78  ","0605229F","CSAR HH-60 Recapitalization","78  ","Y","Y","U",2015,"Total",NA,1e+05,NA,NA,NA
"3234",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","79  ","0605278F","HC/MC-130 Recap RDT&E","79  ","Y","Y","U",2015,"Total",NA,4497,NA,NA,NA
"3235",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","80  ","0605431F","Advanced EHF MILSATCOM (SPACE)","80  ","Y","Y","U",2015,"Total",NA,307898,NA,NA,NA
"3236",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","81  ","0605432F","Polar MILSATCOM (SPACE)","81  ","Y","Y","U",2015,"Total",NA,103245,NA,NA,NA
"3237",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","82  ","0605433F","Wideband Global SATCOM (SPACE)","82  ","Y","Y","U",2015,"Total",NA,31328,NA,NA,NA
"3238",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","83  ","0605458F","Air & Space Ops Center 10.2 RDT&E","83  ","Y","Y","U",2015,"Total",NA,85938,NA,NA,NA
"3239",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","84  ","0605931F","B-2 Defensive Management System","84  ","Y","Y","U",2015,"Total",NA,98768,NA,NA,NA
"3240",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","85  ","0101125F","Nuclear Weapons Modernization","85  ","Y","Y","U",2015,"Total",NA,168357,NA,NA,NA
"3241",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","86  ","0207171F","F-15 EPAWSS","86  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3242",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","87  ","0207701F","Full Combat Mission Training","87  ","Y","Y","U",2015,"Total",NA,8831,NA,NA,NA
"3243",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","88  ","0305176F","Combat Survivor Evader Locator","88  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3244",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","89  ","0307581F","NextGen JSTARS","89  ","Y","Y","U",2015,"Total",NA,73088,NA,NA,NA
"3245",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","90  ","0401318F","CV-22","90  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3246",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","91  ","0401319F","Presidential Aircraft Replacement (PAR)","91  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3247",2016,"3600F","Research, Development, Test & Eval, AF","AF","05","System Development & Demonstration","92  ","0701212F","Automated Test Systems","92  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3248",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","93  ","0604256F","Threat Simulator Development","93  ","Y","Y","U",2015,"Total",NA,24418,NA,NA,NA
"3249",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","94  ","0604759F","Major T&E Investment","94  ","Y","Y","U",2015,"Total",NA,47232,NA,NA,NA
"3250",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","95  ","0605101F","RAND Project Air Force","95  ","Y","Y","U",2015,"Total",NA,30443,NA,NA,NA
"3251",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","96  ","0605502F","Small Business Innovation Research","96  ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3252",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","97  ","0605712F","Initial Operational Test & Evaluation","97  ","Y","Y","U",2015,"Total",NA,10266,NA,NA,NA
"3253",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","98  ","0605807F","Test and Evaluation Support","98  ","Y","Y","U",2015,"Total",NA,689509,NA,NA,NA
"3254",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","99  ","0605860F","Rocket Systems Launch Program (SPACE)","99  ","Y","Y","U",2015,"Total",NA,34364,NA,NA,NA
"3255",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","100 ","0605864F","Space Test Program (STP)","100 ","Y","Y","U",2015,"Total",NA,21161,NA,NA,NA
"3256",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","101 ","0605976F","Facilities Restoration and Modernization - Test and Evaluation Support","101 ","Y","Y","U",2015,"Total",NA,46955,NA,NA,NA
"3257",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","102 ","0605978F","Facilities Sustainment - Test and Evaluation Support","102 ","Y","Y","U",2015,"Total",NA,32965,NA,NA,NA
"3258",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","103 ","0606017F","Requirements Analysis and Maturation","103 ","Y","Y","U",2015,"Total",NA,16350,NA,NA,NA
"3259",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","104 ","0606116F","Space Test and Training Range Development","104 ","Y","Y","U",2015,"Total",NA,19512,NA,NA,NA
"3260",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","105 ","0606323F","Multi-Service Systems Engineering Initiative","105 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3261",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","106 ","0606392F","Space and Missile Center (SMC) Civilian Workforce","106 ","Y","Y","U",2015,"Total",NA,176727,NA,NA,NA
"3262",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","107 ","0308602F","ENTEPRISE INFORMATION SERVICES (EIS)","107 ","Y","Y","U",2015,"Total",NA,4938,NA,NA,NA
"3263",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","108 ","0702806F","Acquisition and Management Support","108 ","Y","Y","U",2015,"Total",NA,18644,NA,NA,NA
"3264",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","109 ","0804731F","General Skill Training","109 ","Y","Y","U",2015,"Total",NA,1425,NA,NA,NA
"3265",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","110 ","0909999F","Financing for Cancelled Account Adjustments","110 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3266",2016,"3600F","Research, Development, Test & Eval, AF","AF","06","Management Support","111 ","1001004F","International Activities","111 ","Y","Y","U",2015,"Total",NA,3790,NA,NA,NA
"3267",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","112 ","0603423F","Global Positioning System III - Operational Control Segment","112 ","Y","Y","U",2015,"Total",NA,299060,NA,NA,NA
"3268",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","113 ","0604233F","Specialized Undergraduate Flight Training","113 ","Y","Y","U",2015,"Total",NA,0,NA,NA,NA
"3269",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","114 ","0604445F","Wide Area Surveillance","114 ","Y","Y","U",2015,"Total",NA,2000,NA,NA,NA
"3270",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","116 ","0604618F","Joint Direct Attack Munition","116 ","Y","Y","U",2015,"Total",NA,2469,NA,NA,NA
"3271",2016,"3600F","Research, Development, Test & Eval, AF","AF","07","Operational Systems Development","117 ","0605018F","AF Integrated Personnel and Pay System (AF-IPPS)","117 ","Y","Y","U",2015,"Total",NA,60019,NA,NA,NA
