"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","IncludeInTOA","Classified","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal"
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",196,"0305146F","Defense Joint Counterintelligence Activities","Y","U",2017,"Total",339,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",199,"0305173F","Space and Missile Test and Evaluation Center","Y","U",2017,"Total",3989,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",200,"0305174F","Space Innovation, Integration and Rapid Technology Development","Y","U",2017,"Total",7785,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",201,"0305179F","Integrated Broadcast Service (IBS)","Y","U",2017,"Total",8833,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",202,"0305182F","Spacelift Range System  (SPACE)","Y","U",2017,"Total",11867,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",203,"0305202F","Dragon U-2","Y","U",2017,"Total",37217,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",204,"0305205F","Endurance Unmanned Aerial Vehicles","Y","U",2017,"Total",0,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",205,"0305206F","Airborne Reconnaissance Systems","Y","U",2017,"Total",3841,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",206,"0305207F","Manned Reconnaissance Systems","Y","U",2017,"Total",20975,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",207,"0305208F","Distributed Common Ground/Surface Systems","Y","U",2017,"Total",18902,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",208,"0305220F","RQ-4 UAV","Y","U",2017,"Total",256307,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",209,"0305221F","Network-Centric Collaborative Targeting","Y","U",2017,"Total",22610,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",210,"0305236F","Common Data Link Executive Agent (CDL EA)","Y","U",2017,"Total",0,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",211,"0305238F","NATO AGS","Y","U",2017,"Total",38904,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",212,"0305240F","Support to DCGS Enterprise","Y","U",2017,"Total",23084,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",213,"0305258F","Advanced Evaluation Program","Y","U",2017,"Total",116143,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",214,"0305265F","GPS III Space Segment","Y","U",2017,"Total",141888,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",215,"0305600F","International Intelligence Technology and Architectures","Y","U",2017,"Total",2360,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",216,"0305614F","JSPOC Mission System","Y","U",2017,"Total",72889,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",217,"0305881F","Rapid Cyber Acquisition","Y","U",2017,"Total",4280,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",218,"0305906F","NCMC - TW/AA System","Y","U",2017,"Total",4951,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",219,"0305913F","NUDET Detection System (SPACE)","Y","U",2017,"Total",21093,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",220,"0305940F","Space Situation Awareness Operations","Y","U",2017,"Total",35002,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",221,"0306250F","Cyber Operations Technology Development","Y","U",2017,"Total",0,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",222,"0308699F","Shared Early Warning (SEW)","Y","U",2017,"Total",6366,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",223,"0401115F","C-130 Airlift Squadron","Y","U",2017,"Total",15599,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",224,"0401119F","C-5 Airlift Squadrons (IF)","Y","U",2017,"Total",66146,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",225,"0401130F","C-17 Aircraft (IF)","Y","U",2017,"Total",12430,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",226,"0401132F","C-130J Program","Y","U",2017,"Total",16776,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",227,"0401134F","Large Aircraft IR Countermeasures (LAIRCM)","Y","U",2017,"Total",5166,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",228,"0401219F","KC-10s","Y","U",2017,"Total",0,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",229,"0401314F","Operational Support Airlift","Y","U",2017,"Total",13817,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",230,"0401318F","CV-22","Y","U",2017,"Total",16702,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",231,"0408011F","Special Tactics / Combat Control","Y","U",2017,"Total",7164,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",232,"0702207F","Depot Maintenance (Non-IF)","Y","U",2017,"Total",1518,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",233,"0708610F","Logistics Information Technology (LOGIT)","Y","U",2017,"Total",61676,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",234,"0708611F","Support Systems Development","Y","U",2017,"Total",9128,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",235,"0804743F","Other Flight Training","Y","U",2017,"Total",1653,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",236,"0808716F","Other Personnel Activities","Y","U",2017,"Total",57,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",237,"0901202F","Joint Personnel Recovery Agency","Y","U",2017,"Total",3663,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",238,"0901218F","Civilian Compensation Program","Y","U",2017,"Total",3735,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",239,"0901220F","Personnel Administration","Y","U",2017,"Total",5157,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",240,"0901226F","Air Force Studies and Analysis Agency","Y","U",2017,"Total",1523,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",241,"0901279F","Facilities Operation - Administrative","Y","U",2017,"Total",0,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","AF","07","Operational Systems Development",242,"0901538F","Financial Management Information Systems Development","Y","U",2017,"Total",10581,,,,,
,2017,"3600F",,,"Research, Development, Test & Eval, AF","","07","Operational Systems Development",,"9999999999","Classified Programs","Y","U",2017,"Total",13119322,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","01","Basic Research",1,"0601000BR","DTRA Basic Research Initiative","Y","U",2017,"Total",35436,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","01","Basic Research",2,"0601101E","Defense Research Sciences","Y","U",2017,"Total",362297,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","01","Basic Research",3,"0601110D8Z","Basic Research Initiatives","Y","U",2017,"Total",36654,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","01","Basic Research",4,"0601117E","Basic Operational Medical Research Science","Y","U",2017,"Total",57791,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","01","Basic Research",5,"0601120D8Z","National Defense Education Program","Y","U",2017,"Total",69345,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","01","Basic Research",6,"0601228D8Z","Historically Black Colleges and Universities/Minority Institutions","Y","U",2017,"Total",23572,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","01","Basic Research",7,"0601384BP","Chemical and Biological Defense Program","Y","U",2017,"Total",44800,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",8,"0602000D8Z","Joint Munitions Technology","Y","U",2017,"Total",17745,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",9,"0602115E","Biomedical Technology","Y","U",2017,"Total",115213,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",10,"0602230D8Z","Defense Technology Innovation","Y","U",2017,"Total",30000,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",11,"0602234D8Z","Lincoln Laboratory Research Program","Y","U",2017,"Total",48269,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",12,"0602251D8Z","Applied Research for the Advancement of S&T Priorities","Y","U",2017,"Total",42206,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",13,"0602303E","Information & Communications Technology","Y","U",2017,"Total",353635,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",14,"0602383E","Biological Warfare Defense","Y","U",2017,"Total",21250,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","02","Applied Research",15,"0602384BP","Chemical and Biological Defense Program","Y","U",2017,"Total",188715,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",16,"0602668D8Z","Cyber Security Research","Y","U",2017,"Total",12183,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",17,"0602702E","Tactical Technology","Y","U",2017,"Total",313843,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",18,"0602715E","Materials and Biological Technology","Y","U",2017,"Total",220456,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","02","Applied Research",19,"0602716E","Electronics Technology","Y","U",2017,"Total",221911,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","02","Applied Research",20,"0602718BR","Weapons of Mass Destruction Defeat Technologies","Y","U",2017,"Total",154857,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","02","Applied Research",21,"0602751D8Z","Software Engineering Institute (SEI) Applied Research","Y","U",2017,"Total",8420,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","02","Applied Research",22,"1160401BB","SOF Technology Development","Y","U",2017,"Total",37820,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",23,"0603000D8Z","Joint Munitions Advanced Technology","Y","U",2017,"Total",23902,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",24,"0603121D8Z","SO/LIC Advanced Development","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",25,"0603122D8Z","Combating Terrorism Technology Support","Y","U",2017,"Total",73002,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",26,"0603133D8Z","Foreign Comparative Testing","Y","U",2017,"Total",19343,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DTRA","03","Advanced Technology Development",27,"0603160BR","Counterproliferation Initiatives - Proliferation Prevention and Defeat","Y","U",2017,"Total",266444,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",28,"0603176C","Advanced Concepts and Performance Assessment","Y","U",2017,"Total",17880,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",29,"0603177C","Discrimination Sensor Technology","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",30,"0603178C","Weapons Technology","Y","U",2017,"Total",71843,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",31,"0603179C","Advanced C4ISR","Y","U",2017,"Total",3626,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",32,"0603180C","Advanced Research","Y","U",2017,"Total",23433,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",33,"0603225D8Z","Joint DoD-DoE Munitions Technology Development","Y","U",2017,"Total",17256,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",34,"0603264S","Agile Transportation for the 21st Century (AT21) - Theater Capability","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",35,"0603274C","Special Program - MDA Technology","Y","U",2017,"Total",83745,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",36,"0603286E","Advanced Aerospace Systems","Y","U",2017,"Total",182327,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",37,"0603287E","Space Programs and Technology","Y","U",2017,"Total",175240,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",38,"0603288D8Z","Analytic Assessments","Y","U",2017,"Total",12048,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",39,"0603289D8Z","Advanced Innovative Analysis and Concepts","Y","U",2017,"Total",57020,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","03","Advanced Technology Development",40,"0603294C","Common Kill Vehicle Technology","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",41,"0603375D8Z","Technology Innovation","Y","U",2017,"Total",39923,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","03","Advanced Technology Development",42,"0603384BP","Chemical and Biological Defense Program - Advanced Development","Y","U",2017,"Total",127941,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",43,"0603527D8Z","RETRACT LARCH","Y","U",2017,"Total",181977,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",44,"0603618D8Z","Joint Electronic Advanced Technology","Y","U",2017,"Total",22030,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",45,"0603648D8Z","Joint Capability Technology Demonstrations","Y","U",2017,"Total",148184,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",46,"0603662D8Z","Networked Communications Capabilities","Y","U",2017,"Total",9331,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",47,"0603680D8Z","Defense-Wide Manufacturing Science and Technology Program","Y","U",2017,"Total",158398,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",48,"0603680S","Manufacturing Technology Program","Y","U",2017,"Total",31259,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",49,"0603699D8Z","Emerging Capabilities Technology Development","Y","U",2017,"Total",49895,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",50,"0603712S","Generic Logistics R&D Technology Demonstrations","Y","U",2017,"Total",11011,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",51,"0603713S","Deployment and Distribution Enterprise Technology","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",52,"0603716D8Z","Strategic Environmental Research Program","Y","U",2017,"Total",65078,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DLA","03","Advanced Technology Development",53,"0603720S","Microelectronics Technology Development and Support","Y","U",2017,"Total",97826,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",54,"0603727D8Z","Joint Warfighting Program","Y","U",2017,"Total",7848,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",55,"0603739E","Advanced Electronics Technologies","Y","U",2017,"Total",49807,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",56,"0603760E","Command, Control and Communications Systems","Y","U",2017,"Total",155081,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",57,"0603766E","Network-Centric Warfare Technology","Y","U",2017,"Total",428894,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DARPA","03","Advanced Technology Development",58,"0603767E","Sensor Technology","Y","U",2017,"Total",241288,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","DHRA","03","Advanced Technology Development",59,"0603769SE","Distributed Learning Advanced Technology Development","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",60,"0603781D8Z","Software Engineering Institute","Y","U",2017,"Total",14264,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",61,"0603826D8Z","Quick Reaction Special Projects","Y","U",2017,"Total",74943,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",62,"0603832D8Z","DoD Modeling and Simulation Management Office","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",63,"0603833D8Z","Engineering Science & Technology","Y","U",2017,"Total",17659,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",64,"0603941D8Z","Test & Evaluation Science & Technology","Y","U",2017,"Total",87135,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",65,"0604055D8Z","Operational Energy Capability Improvement","Y","U",2017,"Total",37329,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","03","Advanced Technology Development",66,"0303310D8Z","CWMD Systems","Y","U",2017,"Total",44836,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","SOCOM","03","Advanced Technology Development",67,"1160402BB","SOF Advanced Technology Development","Y","U",2017,"Total",61620,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",68,"0603161D8Z","Nuclear and Conventional Physical Security Equipment RDT&E ADC&P","Y","U",2017,"Total",28498,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",69,"0603600D8Z","WALKOFF","Y","U",2017,"Total",89643,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",70,"0603714D8Z","Advanced Sensors Application Program","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",71,"0603821D8Z","Acquisition Enterprise Data & Information Services","Y","U",2017,"Total",2136,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",72,"0603851D8Z","Environmental Security Technical Certification Program","Y","U",2017,"Total",52491,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",73,"0603881C","Ballistic Missile Defense Terminal Defense Segment","Y","U",2017,"Total",206834,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",74,"0603882C","Ballistic Missile Defense Midcourse Defense Segment","Y","U",2017,"Total",862080,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","CBDP","04","Advanced Component Development And Prototypes",75,"0603884BP","Chemical and Biological Defense Program - Dem/Val","Y","U",2017,"Total",138187,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",76,"0603884C","Ballistic Missile Defense Sensors","Y","U",2017,"Total",230077,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",77,"0603890C","BMD Enabling Programs","Y","U",2017,"Total",401594,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",78,"0603891C","Special Programs - MDA","Y","U",2017,"Total",321607,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",79,"0603892C","AEGIS BMD","Y","U",2017,"Total",959066,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",80,"0603893C","Space Tracking & Surveillance System","Y","U",2017,"Total",32129,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",81,"0603895C","Ballistic Missile Defense System Space Programs","Y","U",2017,"Total",20690,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",82,"0603896C","Ballistic Missile Defense Command and Control, Battle Management and Communicati","Y","U",2017,"Total",439617,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",83,"0603898C","Ballistic Missile Defense Joint Warfighter Support","Y","U",2017,"Total",47776,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",84,"0603904C","Missile Defense Integration & Operations Center (MDIOC)","Y","U",2017,"Total",54750,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",85,"0603906C","Regarding Trench","Y","U",2017,"Total",8785,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",86,"0603907C","Sea Based X-Band Radar (SBX)","Y","U",2017,"Total",68787,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",87,"0603913C","Israeli Cooperative Programs","Y","U",2017,"Total",103835,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",88,"0603914C","Ballistic Missile Defense Test","Y","U",2017,"Total",293441,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",89,"0603915C","Ballistic Missile Defense Targets","Y","U",2017,"Total",563576,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",90,"0603920D8Z","Humanitarian Demining","Y","U",2017,"Total",10007,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",91,"0603923D8Z","Coalition Warfare","Y","U",2017,"Total",10126,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",92,"0604016D8Z","Department of Defense Corrosion Program","Y","U",2017,"Total",3893,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",93,"0604115C","Technology Maturation Initiatives","Y","U",2017,"Total",90266,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",94,"0604132D8Z","Missile Defeat Project","Y","U",2017,"Total",45000,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",95,"0604250D8Z","Advanced Innovative Technologies","Y","U",2017,"Total",844870,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",96,"0604342D8Z","Defense Technology Offset","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",97,"0604400D8Z","Department of Defense (DoD) Unmanned System Common Development","Y","U",2017,"Total",3320,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",98,"0604445J","Wide Area Surveillance","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",99,"0604682D8Z","Wargaming and Support for Strategic Analysis (SSA)","Y","U",2017,"Total",4000,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","OSD","04","Advanced Component Development And Prototypes",100,"0604775D8Z","Defense Rapid Innovation Program","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",101,"0604787J","Joint Systems Integration","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",102,"0604826J","Joint C5 Capability Development, Integration and interoperability Assessments","Y","U",2017,"Total",23642,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","TJS","04","Advanced Component Development And Prototypes",103,"0604828J","Joint FIRES Integration and Interoperability Team","Y","U",2017,"Total",0,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",104,"0604873C","Long Range Discrimination Radar (LRDR)","Y","U",2017,"Total",162012,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",105,"0604874C","Improved Homeland Defense Interceptors","Y","U",2017,"Total",274148,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",106,"0604876C","Ballistic Missile Defense Terminal Defense Segment Test","Y","U",2017,"Total",63444,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",107,"0604878C","Aegis BMD Test","Y","U",2017,"Total",95012,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",108,"0604879C","Ballistic Missile Defense Sensor Test","Y","U",2017,"Total",83250,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",109,"0604880C","Land-Based SM-3 (LBSM3)","Y","U",2017,"Total",43293,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",110,"0604881C","AEGIS SM-3 Block IIA Co-Development","Y","U",2017,"Total",106038,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",111,"0604887C","Ballistic Missile Defense Midcourse Segment Test","Y","U",2017,"Total",56481,,,,,
,2017,"0400D",,,"Research, Development, Test & Eval, DW","MDA","04","Advanced Component Development And Prototypes",112,"0604894C","Multi-Object Kill Vehicle","Y","U",2017,"Total",71513,,,,,
