"Account","Budget.Activity","Budget.Activity.Title","BSA","BSA.Title","Line.Item","Line.Item.Title","Cost.Type","Cost.Type.Title","Classification","FiscalYear","PB","App","Actual","OCO.PB","Base.PB","OCO.App","Base.App","Quant.PB","Quant.App","Quant.Actual","Quant.OCO.PB","Quant.Base.PB","Quant.OCO.App","Quant.Base.App"
"2031A","04","Support Equipment and Facilities","30","Other Support","5212AZ3100","Common Ground Equipment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,58067,NA,58067,NA,NA,NA,0,0
"2031A","04","Support Equipment and Facilities","30","Other Support","5212AZ3100","Common Ground Equipment","A","Weapon System Cost","U",2017,48234,NA,NA,0,48234,NA,NA,0,NA,NA,0,0,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","U",2015,NA,NA,48081,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,44085,NA,44085,NA,NA,NA,0,0
"2031A","04","Support Equipment and Facilities","30","Other Support","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","U",2017,30297,NA,NA,0,30297,NA,NA,0,NA,NA,0,0,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","6818AA0050","Air Traffic Control","A","Weapon System Cost","U",2015,NA,NA,127232,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","6818AA0050","Air Traffic Control","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,94545,NA,94545,NA,NA,NA,0,0
"2031A","04","Support Equipment and Facilities","30","Other Support","6818AA0050","Air Traffic Control","A","Weapon System Cost","U",2017,50405,NA,NA,0,50405,NA,NA,0,NA,NA,0,0,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","8132AZ3300","Industrial Facilities","A","Weapon System Cost","U",2015,NA,NA,1203,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","8132AZ3300","Industrial Facilities","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1207,NA,1207,NA,NA,NA,0,0
"2031A","04","Support Equipment and Facilities","30","Other Support","8132AZ3300","Industrial Facilities","A","Weapon System Cost","U",2017,1217,NA,NA,0,1217,NA,NA,0,NA,NA,0,0,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","U",2015,NA,NA,2931,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2031A","04","Support Equipment and Facilities","30","Other Support","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,3012,NA,3012,NA,NA,NA,0,0
"2031A","04","Support Equipment and Facilities","30","Other Support","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","U",2017,3055,NA,NA,0,3055,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","7153C50016","Lower Tier Air and Missile Defense (AMD)","A","Weapon System Cost","U",2015,NA,NA,110300,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","7153C50016","Lower Tier Air and Missile Defense (AMD)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,115075,NA,115075,NA,NA,NA,0,0
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","7153C50016","Lower Tier Air and Missile Defense (AMD)","A","Weapon System Cost","U",2017,126470,NA,NA,0,126470,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8260C53101","MSE Missile","A","Weapon System Cost","U",2015,NA,NA,532605,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8260C53101","MSE Missile","A","Weapon System Cost","U",2016,NA,112,NA,NA,NA,0,514946,NA,514946,NA,NA,NA,0,112
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8260C53101","MSE Missile","A","Weapon System Cost","U",2017,423201,NA,NA,0,423201,NA,NA,85,NA,NA,0,85,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","Advance Procurement (CY)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","Advance Procurement (CY)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","Advance Procurement (CY)","U",2017,19319,NA,NA,0,19319,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","C (FY 2017 for FY 2018) (M)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","C (FY 2017 for FY 2018) (M)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","C (FY 2017 for FY 2018) (M)","U",2017,19319,NA,NA,0,19319,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","U",2015,NA,NA,36588,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","U",2016,NA,383,NA,NA,NA,37260,27975,NA,65235,NA,NA,NA,270,113
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","U",2017,497843,NA,NA,455830,42013,NA,NA,4210,NA,NA,4055,155,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","A","Weapon System Cost","U",2017,92489,NA,NA,0,92489,NA,NA,324,NA,NA,0,324,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","B","Less: Advance Procurement (PY)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","B","Less: Advance Procurement (PY)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","B","Less: Advance Procurement (PY)","U",2017,-27738,NA,NA,0,-27738,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","Advance Procurement (CY)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","Advance Procurement (CY)","U",2016,NA,0,NA,NA,NA,0,27738,NA,27738,NA,NA,NA,0,0
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","Advance Procurement (CY)","U",2017,37100,NA,NA,0,37100,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2016 for FY 2017) (M)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2016 for FY 2017) (M)","U",2016,NA,0,NA,NA,NA,0,27738,NA,27738,NA,NA,NA,0,0
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2016 for FY 2017) (M)","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2017 for FY 2018) (M)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2017 for FY 2018) (M)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2017 for FY 2018) (M)","U",2017,37100,NA,NA,0,37100,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","U",2015,NA,NA,72877,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","U",2016,NA,850,NA,NA,NA,0,168163,NA,168163,NA,NA,NA,0,850
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","U",2017,89075,NA,NA,15567,73508,NA,NA,392,NA,NA,83,309,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","A","Weapon System Cost","U",2015,NA,NA,50368,NA,NA,NA,NA,NA,NA,1008,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","A","Weapon System Cost","U",2016,NA,1704,NA,NA,NA,0,107509,NA,107509,NA,NA,NA,0,1704
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","A","Weapon System Cost","U",2017,145574,NA,NA,80652,64922,NA,NA,1410,NA,NA,815,595,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","U",2016,NA,0,NA,NA,NA,0,-19984,NA,-19984,NA,NA,NA,0,0
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","U",2015,NA,NA,19984,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","U",2017,19949,NA,NA,0,19949,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2015 for FY 2016) (M)","U",2015,NA,NA,19984,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2015 for FY 2016) (M)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2015 for FY 2016) (M)","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2017 for FY 2018) (M)","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2017 for FY 2018) (M)","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2017 for FY 2018) (M)","U",2017,19949,NA,NA,0,19949,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","U",2015,NA,NA,127145,NA,NA,NA,NA,NA,NA,768,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","U",2016,NA,1866,NA,NA,NA,0,251060,NA,251060,NA,NA,NA,0,1866
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","U",2017,248079,NA,NA,75991,172088,NA,NA,1766,NA,NA,698,1068,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","U",2015,NA,NA,17274,NA,NA,NA,NA,NA,NA,2994,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","U",2016,NA,1680,NA,NA,NA,0,17428,NA,17428,NA,NA,NA,0,1680
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","U",2017,18004,NA,NA,0,18004,NA,NA,1704,NA,NA,0,1704,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6870C88001","LETHAL MINIATURE AERIAL MISSILE SYSTEM (LMAMS","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6870C88001","LETHAL MINIATURE AERIAL MISSILE SYSTEM (LMAMS","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2032A","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6870C88001","LETHAL MINIATURE AERIAL MISSILE SYSTEM (LMAMS","A","Weapon System Cost","U",2017,4777,NA,NA,4777,0,NA,NA,10,NA,NA,10,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","0962C50700","Patriot Mods","A","Weapon System Cost","U",2015,NA,NA,183838,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","0962C50700","Patriot Mods","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,241883,NA,241883,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","0962C50700","Patriot Mods","A","Weapon System Cost","U",2017,197107,NA,NA,0,197107,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","1823CA6700","ATACMS MODS","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","1823CA6700","ATACMS MODS","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,20119,NA,20119,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","1823CA6700","ATACMS MODS","A","Weapon System Cost","U",2017,150043,NA,NA,0,150043,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","1824C57701","GMLRS MOD","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","1824C57701","GMLRS MOD","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,18221,NA,18221,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","1824C57701","GMLRS MOD","A","Weapon System Cost","U",2017,395,NA,NA,0,395,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","2684C20000","Stinger Mods","A","Weapon System Cost","U",2015,NA,NA,1355,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","2684C20000","Stinger Mods","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,2216,NA,2216,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","2684C20000","Stinger Mods","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","2690CE8710","Avenger Mods","A","Weapon System Cost","U",2015,NA,NA,5611,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","2690CE8710","Avenger Mods","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,6171,NA,6171,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","2690CE8710","Avenger Mods","A","Weapon System Cost","U",2017,33606,NA,NA,0,33606,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","3972C61700","Itas/Tow Mods","A","Weapon System Cost","U",2015,NA,NA,19676,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","3972C61700","Itas/Tow Mods","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,19576,NA,19576,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","3972C61700","Itas/Tow Mods","A","Weapon System Cost","U",2017,383,NA,NA,0,383,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","6552C67500","MLRS Mods","A","Weapon System Cost","U",2015,NA,NA,10380,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","6552C67500","MLRS Mods","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,35970,NA,35970,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","6552C67500","MLRS Mods","A","Weapon System Cost","U",2017,34704,NA,NA,0,34704,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","6580C67501","Himars Modifications","A","Weapon System Cost","U",2015,NA,NA,6008,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","03","Modification of Missiles","10","Modifications","6580C67501","Himars Modifications","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,3148,NA,3148,NA,NA,NA,0,0
"2032A","03","Modification of Missiles","10","Modifications","6580C67501","Himars Modifications","A","Weapon System Cost","U",2017,1847,NA,NA,0,1847,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","04","Spares and Repair Parts","10","Spares and Repair Parts","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","U",2015,NA,NA,36930,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","04","Spares and Repair Parts","10","Spares and Repair Parts","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,33778,NA,33778,NA,NA,NA,0,0
"2032A","04","Spares and Repair Parts","10","Spares and Repair Parts","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","U",2017,34487,NA,NA,0,34487,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","1242C93000","Air Defense Targets","A","Weapon System Cost","U",2015,NA,NA,3657,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","1242C93000","Air Defense Targets","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,3717,NA,3717,NA,NA,NA,0,0
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","1242C93000","Air Defense Targets","A","Weapon System Cost","U",2017,4915,NA,NA,0,4915,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","U",2015,NA,NA,1522,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1544,NA,1544,NA,NA,NA,0,0
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","4662CA0100","Production Base Support","A","Weapon System Cost","U",2015,NA,NA,4710,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","4662CA0100","Production Base Support","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,4704,NA,4704,NA,NA,NA,0,0
"2032A","05","Support Equipment and Facilities","10","Support Equipment & Facilities","4662CA0100","Production Base Support","A","Weapon System Cost","U",2017,1154,NA,NA,0,1154,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","7180G85100","Stryker Vehicle","A","Weapon System Cost","U",2015,NA,NA,435110,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","7180G85100","Stryker Vehicle","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,177345,NA,177345,NA,NA,NA,0,0
"2033A","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","7180G85100","Stryker Vehicle","A","Weapon System Cost","U",2017,71680,NA,NA,0,71680,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","0230GM0100","Stryker (MOD)","A","Weapon System Cost","U",2015,NA,NA,39683,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","0230GM0100","Stryker (MOD)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,314300,74085,NA,388385,NA,NA,NA,0,0
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","0230GM0100","Stryker (MOD)","A","Weapon System Cost","U",2017,74348,NA,NA,0,74348,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","0363G85200","Stryker Upgrade","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","0363G85200","Stryker Upgrade","A","Weapon System Cost","U",2016,NA,38,NA,NA,NA,106300,305743,NA,412043,NA,NA,NA,38,0
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","0363G85200","Stryker Upgrade","A","Weapon System Cost","U",2017,444561,NA,NA,0,444561,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","U",2015,NA,NA,26759,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","U",2015,NA,NA,136006,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,210042,NA,210042,NA,NA,NA,0,0
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","U",2017,276433,NA,NA,0,276433,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","U",2015,NA,NA,45411,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,57879,NA,57879,NA,NA,NA,0,0
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","U",2017,63138,NA,NA,0,63138,NA,NA,0,NA,NA,0,0,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","U",2015,NA,NA,247400,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","U",2016,NA,30,NA,NA,NA,0,273850,NA,273850,NA,NA,NA,0,30
"2033A","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","U",2017,594489,NA,NA,125184,469305,NA,NA,48,NA,NA,12,36,NA,NA
