"Account","Budget.Activity","Budget.Activity.Title","BSA","BSA.Title","Line.Item","Line.Item.Title","Cost.Type","Cost.Type.Title","Classification","FiscalYear","PB","App","Actual","OCO.PB","Base.PB","OCO.App","Base.App","Quant.PB","Quant.App","Quant.Actual","Quant.OCO.PB","Quant.Base.PB","Quant.OCO.App","Quant.Base.App"
"0300D","01","Major Equipment","01","Major Equipment, OSD","30","Major Equipment, OSD","A","Weapon System Cost","U",2015,NA,NA,37590,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA
"0300D","01","Major Equipment","01","Major Equipment, OSD","30","Major Equipment, OSD","A","Weapon System Cost","U",2016,NA,17,NA,NA,NA,0,44439,NA,44439,NA,NA,NA,0,17
"0300D","01","Major Equipment","01","Major Equipment, OSD","30","Major Equipment, OSD","A","Weapon System Cost","U",2017,29211,NA,NA,0,29211,NA,NA,39,NA,NA,0,39,NA,NA
"0300D","01","Major Equipment","01","Major Equipment, WHS","50","Indian Financing Act","A","Weapon System Cost","U",2015,NA,NA,15000,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"0300D","01","Major Equipment","01","Major Equipment, WHS","50","Indian Financing Act","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"0300D","01","Major Equipment","01","Major Equipment, WHS","50","Indian Financing Act","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","02","Major Equipment, NSA","60","Information Systems Security Program (ISSP)","A","Weapon System Cost","U",2015,NA,NA,23448,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","02","Major Equipment, NSA","60","Information Systems Security Program (ISSP)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,37177,NA,37177,NA,NA,NA,0,0
"0300D","01","Major Equipment","02","Major Equipment, NSA","60","Information Systems Security Program (ISSP)","A","Weapon System Cost","U",2017,4399,NA,NA,0,4399,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","04","Major Equipment, WHS","31","Major Equipment, WHS","A","Weapon System Cost","U",2015,NA,NA,29599,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","04","Major Equipment, WHS","31","Major Equipment, WHS","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,27859,NA,27859,NA,NA,NA,0,0
"0300D","01","Major Equipment","04","Major Equipment, WHS","31","Major Equipment, WHS","A","Weapon System Cost","U",2017,24979,NA,NA,0,24979,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","09","Information Systems Security","A","Weapon System Cost","U",2015,NA,NA,10480,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","09","Information Systems Security","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,15080,NA,15080,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","09","Information Systems Security","A","Weapon System Cost","U",2017,21347,NA,NA,0,21347,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","14","Teleport Program","A","Weapon System Cost","U",2015,NA,NA,84862,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","14","Teleport Program","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,1940,62789,NA,64729,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","14","Teleport Program","A","Weapon System Cost","U",2017,54497,NA,NA,3900,50597,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","16","Items Less Than $5 Million","A","Weapon System Cost","U",2015,NA,NA,14632,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","16","Items Less Than $5 Million","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,9399,NA,9399,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","16","Items Less Than $5 Million","A","Weapon System Cost","U",2017,10420,NA,NA,0,10420,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","17","Net Centric Enterprise Services (NCES)","A","Weapon System Cost","U",2015,NA,NA,1921,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","17","Net Centric Enterprise Services (NCES)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1819,NA,1819,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","17","Net Centric Enterprise Services (NCES)","A","Weapon System Cost","U",2017,1634,NA,NA,0,1634,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","18","Defense Information System Network","A","Weapon System Cost","U",2015,NA,NA,80056,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","18","Defense Information System Network","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,141298,NA,141298,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","18","Defense Information System Network","A","Weapon System Cost","U",2017,87235,NA,NA,0,87235,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","89","Cyber Security Initiative","A","Weapon System Cost","U",2015,NA,NA,8745,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","89","Cyber Security Initiative","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,12732,NA,12732,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","89","Cyber Security Initiative","A","Weapon System Cost","U",2017,4528,NA,NA,0,4528,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","90","White House Communication Agency","A","Weapon System Cost","U",2015,NA,NA,68700,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","90","White House Communication Agency","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,64098,NA,64098,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","90","White House Communication Agency","A","Weapon System Cost","U",2017,36846,NA,NA,0,36846,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","92","Senior Leadership Enterprise","A","Weapon System Cost","U",2015,NA,NA,32509,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","92","Senior Leadership Enterprise","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,617910,NA,617910,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","92","Senior Leadership Enterprise","A","Weapon System Cost","U",2017,599391,NA,NA,0,599391,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","94","Joint Information Environment","A","Weapon System Cost","U",2015,NA,NA,13286,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","94","Joint Information Environment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,84400,NA,84400,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","94","Joint Information Environment","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","96","Joint Regional Security Stacks (JRSS)","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","96","Joint Regional Security Stacks (JRSS)","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","96","Joint Regional Security Stacks (JRSS)","A","Weapon System Cost","U",2017,150221,NA,NA,0,150221,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","DISN","Defense Information Systems Network","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","05","Major Equipment, DISA","DISN","Defense Information Systems Network","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"0300D","01","Major Equipment","05","Major Equipment, DISA","DISN","Defense Information Systems Network","A","Weapon System Cost","U",2017,2000,NA,NA,2000,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","07","Major Equipment, DLA","500","Major Equipment","A","Weapon System Cost","U",2015,NA,NA,10464,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","07","Major Equipment, DLA","500","Major Equipment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,5644,NA,5644,NA,NA,NA,0,0
"0300D","01","Major Equipment","07","Major Equipment, DLA","500","Major Equipment","A","Weapon System Cost","U",2017,2055,NA,NA,0,2055,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","09","Major Equipment, DSS","20","Major Equipment","A","Weapon System Cost","U",2015,NA,NA,1039,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","09","Major Equipment, DSS","20","Major Equipment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1048,NA,1048,NA,NA,NA,0,0
"0300D","01","Major Equipment","09","Major Equipment, DSS","20","Major Equipment","A","Weapon System Cost","U",2017,1057,NA,NA,0,1057,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","11","Major Equipment, DCAA","20","Items Less Than $5 Million","A","Weapon System Cost","U",2015,NA,NA,1594,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","11","Major Equipment, DCAA","20","Items Less Than $5 Million","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1488,NA,1488,NA,NA,NA,0,0
"0300D","01","Major Equipment","11","Major Equipment, DCAA","20","Items Less Than $5 Million","A","Weapon System Cost","U",2017,2964,NA,NA,0,2964,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","15","Major Equipment, TJS","10","Major Equipment, TJS","A","Weapon System Cost","U",2015,NA,NA,10283,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","15","Major Equipment, TJS","10","Major Equipment, TJS","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,13027,NA,13027,NA,NA,NA,0,0
"0300D","01","Major Equipment","15","Major Equipment, TJS","10","Major Equipment, TJS","A","Weapon System Cost","U",2017,7988,NA,NA,0,7988,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD07","THAAD","A","Weapon System Cost","U",2015,NA,NA,449478,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD07","THAAD","A","Weapon System Cost","U",2016,NA,34,NA,NA,NA,0,447971,NA,447971,NA,NA,NA,0,34
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD07","THAAD","A","Weapon System Cost","U",2017,369608,NA,NA,0,369608,NA,NA,24,NA,NA,0,24,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD09","Aegis BMD","A","Weapon System Cost","U",2015,NA,NA,663316,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD09","Aegis BMD","A","Weapon System Cost","U",2016,NA,49,NA,NA,NA,0,566711,NA,566711,NA,NA,NA,0,49
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD09","Aegis BMD","A","Weapon System Cost","U",2017,463801,NA,NA,0,463801,NA,NA,35,NA,NA,0,35,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD11","BMDS AN/TPY-2 Radars","A","Weapon System Cost","U",2015,NA,NA,87803,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD11","BMDS AN/TPY-2 Radars","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,78634,NA,78634,NA,NA,NA,0,0
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD11","BMDS AN/TPY-2 Radars","A","Weapon System Cost","U",2017,5503,NA,NA,0,5503,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD20","Arrow Upper Tier","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD20","Arrow Upper Tier","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,15000,NA,15000,NA,NA,NA,0,0
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD20","Arrow Upper Tier","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD34","David's Sling","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD34","David's Sling","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,150000,NA,150000,NA,NA,NA,0,0
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD34","David's Sling","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD73","Aegis Ashore Phase III","A","Weapon System Cost","U",2015,NA,NA,205601,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD73","Aegis Ashore Phase III","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,30587,NA,30587,NA,NA,NA,0,0
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD73","Aegis Ashore Phase III","A","Weapon System Cost","U",2017,57493,NA,NA,0,57493,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD83","Iron Dome","A","Weapon System Cost","U",2015,NA,NA,350972,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD83","Iron Dome","A","Weapon System Cost","U",2016,NA,1,NA,NA,NA,0,55000,NA,55000,NA,NA,NA,0,1
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD83","Iron Dome","A","Weapon System Cost","U",2017,42000,NA,NA,0,42000,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD90","Aegis BMD Hardware and Software","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD90","Aegis BMD Hardware and Software","A","Weapon System Cost","U",2016,NA,26,NA,NA,NA,0,145300,NA,145300,NA,NA,NA,0,26
"0300D","01","Major Equipment","17","Major Equipment, Missile Defense Agency","MD90","Aegis BMD Hardware and Software","A","Weapon System Cost","U",2017,50098,NA,NA,0,50098,NA,NA,6,NA,NA,0,6,NA,NA
"0300D","01","Major Equipment","20","Major Equipment, DHRA","500","Personnel Administration","A","Weapon System Cost","U",2015,NA,NA,17268,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","20","Major Equipment, DHRA","500","Personnel Administration","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,9341,NA,9341,NA,NA,NA,0,0
"0300D","01","Major Equipment","20","Major Equipment, DHRA","500","Personnel Administration","A","Weapon System Cost","U",2017,14232,NA,NA,0,14232,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","20","Vehicles","A","Weapon System Cost","U",2015,NA,NA,50,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","20","Vehicles","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,100,NA,100,NA,NA,NA,0,0
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","20","Vehicles","A","Weapon System Cost","U",2017,200,NA,NA,0,200,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","30","Other Major Equipment","A","Weapon System Cost","U",2015,NA,NA,7639,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","30","Other Major Equipment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,5474,NA,5474,NA,NA,NA,0,0
"0300D","01","Major Equipment","23","Major Equipment, Defense Threat Reduction Agency","30","Other Major Equipment","A","Weapon System Cost","U",2017,6437,NA,NA,0,6437,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","26","Major Equipment, DODEA","30","Automation/Educational Support & Logistics","A","Weapon System Cost","U",2015,NA,NA,1269,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","26","Major Equipment, DODEA","30","Automation/Educational Support & Logistics","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1298,NA,1298,NA,NA,NA,0,0
"0300D","01","Major Equipment","26","Major Equipment, DODEA","30","Automation/Educational Support & Logistics","A","Weapon System Cost","U",2017,288,NA,NA,0,288,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","27","Major Equipment, DCMA","500","Major Equipment","A","Weapon System Cost","U",2015,NA,NA,3875,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","27","Major Equipment, DCMA","500","Major Equipment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,2494,NA,2494,NA,NA,NA,0,0
"0300D","01","Major Equipment","27","Major Equipment, DCMA","500","Major Equipment","A","Weapon System Cost","U",2017,92,NA,NA,0,92,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","01","Major Equipment","55","Major Equipment, DMACT","30","Major Equipment","A","Weapon System Cost","U",2015,NA,NA,11402,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"0300D","01","Major Equipment","55","Major Equipment, DMACT","30","Major Equipment","A","Weapon System Cost","U",2016,NA,4,NA,NA,NA,0,11208,NA,11208,NA,NA,NA,0,4
"0300D","01","Major Equipment","55","Major Equipment, DMACT","30","Major Equipment","A","Weapon System Cost","U",2017,8060,NA,NA,0,8060,NA,NA,4,NA,NA,0,4,NA,NA
"0300D","01","Major Equipment","99","Classified Programs","9999999999","Classified Programs","","","U",2015,NA,NA,519423,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","01","Major Equipment","99","Classified Programs","9999999999","Classified Programs","","","U",2016,NA,0,NA,NA,NA,35482,599457,NA,634939,NA,NA,NA,0,0
"0300D","01","Major Equipment","99","Classified Programs","9999999999","Classified Programs","","","U",2017,601346,NA,NA,32482,568864,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0201MC12","MC-12","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0201MC12","MC-12","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,5000,0,NA,5000,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0201MC12","MC-12","A","Weapon System Cost","U",2017,5000,NA,NA,5000,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0201RWUPGR","Rotary Wing Upgrades and Sustainment","A","Weapon System Cost","U",2015,NA,NA,163006,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0201RWUPGR","Rotary Wing Upgrades and Sustainment","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,135985,NA,135985,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0201RWUPGR","Rotary Wing Upgrades and Sustainment","A","Weapon System Cost","U",2017,150396,NA,NA,0,150396,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0201UMNISR","Unmanned ISR","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0201UMNISR","Unmanned ISR","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0201UMNISR","Unmanned ISR","A","Weapon System Cost","U",2017,33070,NA,NA,11880,21190,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0205MH60SL","MH-60 Modernization Program","A","Weapon System Cost","U",2015,NA,NA,19821,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0205MH60SL","MH-60 Modernization Program","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0205MH60SL","MH-60 Modernization Program","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0207NSAV","Non-Standard Aviation","A","Weapon System Cost","U",2015,NA,NA,30200,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0207NSAV","Non-Standard Aviation","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,48318,NA,48318,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0207NSAV","Non-Standard Aviation","A","Weapon System Cost","U",2017,4905,NA,NA,0,4905,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0607U28","U-28","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0607U28","U-28","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,60600,NA,60600,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0607U28","U-28","A","Weapon System Cost","U",2017,42253,NA,NA,38283,3970,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0610MH47","MH-47 Chinook","A","Weapon System Cost","U",2015,NA,NA,22230,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0610MH47","MH-47 Chinook","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0610MH47","MH-47 Chinook","A","Weapon System Cost","U",2017,25022,NA,NA,0,25022,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0809RQ11","RQ-11 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2015,NA,NA,6397,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","0809RQ11","RQ-11 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,15587,NA,15587,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","0809RQ11","RQ-11 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1000CV2200","CV-22 Modification","A","Weapon System Cost","U",2015,NA,NA,21578,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1000CV2200","CV-22 Modification","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,33582,NA,33582,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","1000CV2200","CV-22 Modification","A","Weapon System Cost","U",2017,19008,NA,NA,0,19008,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ1","MQ-1 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2015,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ1","MQ-1 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1934,NA,1934,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ1","MQ-1 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ9","MQ-9 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2015,NA,NA,18593,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ9","MQ-9 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,17226,NA,17226,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","1108MQ9","MQ-9 Unmanned Aerial Vehicle","A","Weapon System Cost","U",2017,10598,NA,NA,0,10598,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1108STU","STUASL0","A","Weapon System Cost","U",2015,NA,NA,1500,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1108STU","STUASL0","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,1514,NA,1514,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","1108STU","STUASL0","A","Weapon System Cost","U",2017,0,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1202PSP","Precision Strike Package","A","Weapon System Cost","U",2015,NA,NA,131929,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","1202PSP","Precision Strike Package","A","Weapon System Cost","U",2016,NA,0,NA,NA,NA,0,204105,NA,204105,NA,NA,NA,0,0
"0300D","02","Special Operations Command","01","Aviation Programs","1202PSP","Precision Strike Package","A","Weapon System Cost","U",2017,213122,NA,NA,0,213122,NA,NA,0,NA,NA,0,0,NA,NA
"0300D","02","Special Operations Command","01","Aviation Programs","2012C130J","AC/MC-130J","A","Weapon System Cost","U",2015,NA,NA,73947,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
