"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","Category","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal","QuantPBtotal","QuantPBtype","QuantEnactedTotal","QuantEnactedType","QuantSpecialTotal","QuantActualTotal"
,2017,"2031A",,,,,"01","Aircraft",,"10","Fixed Wing","9440A11300","Utility F/W Aircraft","A","Weapon System Cost",,"U",,2015,"Total",,,,,,10787,,,,,,1
,2017,"2031A",,,,,"01","Aircraft",,"10","Fixed Wing","9662A02005","Aerial Common Sensor (ACS) (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,165890,,,,,,18
,2017,"2031A",,,,,"01","Aircraft",,"10","Fixed Wing","9670A00005","MQ-1 UAV","A","Weapon System Cost",,"U",,2015,"Total",,,,,,238081,,,,,,19
,2017,"2031A",,,,,"01","Aircraft",,"10","Fixed Wing","9675A00010","RQ-11 (RAVEN)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,3964,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","4742A05001","Helicopter, Light Utility (LUH)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,401617,,,,,,55
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","5757A05111","AH-64 Apache Block IIIA Reman","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1116940,,,,,,48
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","5757A05111","AH-64 Apache Block IIIA Reman","B","Less: Advance Procurement (PY)",,"U",,2015,"Total",,,,,,-150931,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","5757A05111","AH-64 Apache Block IIIA Reman","C","Advance Procurement (CY)",,"U",,2015,"Total",,,,,,157338,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","5757A05111","AH-64 Apache Block IIIA Reman","C","C (FY 2015 for FY 2016) (M)",,"U",,2015,"Total",,,,,,157338,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","5757A05111","AH-64 Apache Block IIIA Reman","C","C (FY 2016 for FY 2017) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","5757A05111","AH-64 Apache Block IIIA Reman","C","C (FY 2017 for FY 2018) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1464384,,,,,,105
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","B","Less: Advance Procurement (PY)",,"U",,2015,"Total",,,,,,-112807,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","Advance Procurement (CY)",,"U",,2015,"Total",,,,,,117138,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2015 for FY 2016) (M)",,"U",,2015,"Total",,,,,,117138,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2016 for FY 2017) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2018) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2019) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2020) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6771AA0005","UH-60 Blackhawk M Model (MYP)","C","C (FY 2017 for FY 2021) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6773A05009","UH-60 Black Hawk A and L Models","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6775A05101","CH-47 Helicopter","A","Weapon System Cost",,"U",,2015,"Total",,,,,,982880,,,,,,32
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6775A05101","CH-47 Helicopter","B","Less: Advance Procurement (PY)",,"U",,2015,"Total",,,,,,-90376,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6775A05101","CH-47 Helicopter","C","Advance Procurement (CY)",,"U",,2015,"Total",,,,,,102361,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6775A05101","CH-47 Helicopter","C","C (FY 2015 for FY 2016) (M)",,"U",,2015,"Total",,,,,,102361,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6775A05101","CH-47 Helicopter","C","C (FY 2016 for FY 2017) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"01","Aircraft",,"20","Rotary","6775A05101","CH-47 Helicopter","C","C (FY 2017 for FY 2018) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","0023A01001","MQ-1 Payload (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,25313,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","1032AZ2000","Guardrail Mods (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,14182,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","1036AZ2001","Multi Sensor ABN Recon (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,131892,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","2706AA6605","AH-64 Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,181869,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","3264AA0252","CH-47 Cargo Helicopter Mods (MYP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,32092,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","3403A02111","GRCS SEMA Mods (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","3404A02110","ARL SEMA Mods (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","3405A02112","EMARSS SEMA Mods (MIP)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","4194AA0270","Utility/Cargo Airplane Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,15029,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","6949AA0480","Utility Helicopter Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,76515,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","8658AA0712","Network and Mission Plan","A","Weapon System Cost",,"U",,2015,"Total",,,,,,102930,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost",,"U",,2015,"Total",,,,,,115795,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","8859AA0711","GATM Rollup","A","Weapon System Cost",,"U",,2015,"Total",,,,,,54277,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","9555A00018","RQ-7 UAV MODS","A","Weapon System Cost",,"U",,2015,"Total",,,,,,125380,,,,,,0
,2017,"2031A",,,,,"02","Modification of Aircraft",,"10","Modification of Aircraft","9556A01002","UAS MODS","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"10","Ground Support Avionics","3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost",,"U",,2015,"Total",,,,,,89059,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"10","Ground Support Avionics","5044AZ3507","Survivability CM","A","Weapon System Cost",,"U",,2015,"Total",,,,,,7800,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"10","Ground Support Avionics","5397AZ3517","CMWS","A","Weapon System Cost",,"U",,2015,"Total",,,,,,201912,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"10","Ground Support Avionics","5399AZ3537","CIRCM","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"30","Other Support","0832AZ3000","Avionics Support Equipment","A","Weapon System Cost",,"U",,2015,"Total",,,,,,6847,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"30","Other Support","5212AZ3100","Common Ground Equipment","A","Weapon System Cost",,"U",,2015,"Total",,,,,,31681,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"30","Other Support","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost",,"U",,2015,"Total",,,,,,48081,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"30","Other Support","6818AA0050","Air Traffic Control","A","Weapon System Cost",,"U",,2015,"Total",,,,,,127232,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"30","Other Support","8132AZ3300","Industrial Facilities","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1203,,,,,,0
,2017,"2031A",,,,,"04","Support Equipment and Facilities",,"30","Other Support","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost",,"U",,2015,"Total",,,,,,2931,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"10","Surface-to-Air Missile System","7153C50016","Lower Tier Air and Missile Defense (AMD)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,110300,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"10","Surface-to-Air Missile System","8260C53101","MSE Missile","A","Weapon System Cost",,"U",,2015,"Total",,,,,,532605,,,,,,108
,2017,"2032A",,,,,"02","Other Missiles",,"10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","Advance Procurement (CY)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"10","Surface-to-Air Missile System","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","C (FY 2017 for FY 2018) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"20","Air-To-Surface Missile System","1338C70000","Hellfire Sys Summary","A","Weapon System Cost",,"U",,2015,"Total",,,,,,36588,,,,,,262
,2017,"2032A",,,,,"02","Other Missiles",,"20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","B","Less: Advance Procurement (PY)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","Advance Procurement (CY)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2016 for FY 2017) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"20","Air-To-Surface Missile System","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2017 for FY 2018) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost",,"U",,2015,"Total",,,,,,72877,,,,,,311
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","A","Weapon System Cost",,"U",,2015,"Total",,,,,,50368,,,,,,1008
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)",,"U",,2015,"Total",,,,,,19984,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2015 for FY 2016) (M)",,"U",,2015,"Total",,,,,,19984,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","2104C59300","Tow 2 System Summary","C","C (FY 2017 for FY 2018) (M)",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,127145,,,,,,768
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,17274,,,,,,2994
,2017,"2032A",,,,,"02","Other Missiles",,"30","Anti-Tank/Assault Missile Sys","6870C88001","LETHAL MINIATURE AERIAL MISSILE SYSTEM (LMAMS","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","0962C50700","Patriot Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,183838,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","1823CA6700","ATACMS MODS","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","1824C57701","GMLRS MOD","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","2684C20000","Stinger Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1355,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","2690CE8710","Avenger Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,5611,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","3972C61700","Itas/Tow Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,19676,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","6552C67500","MLRS Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,10380,,,,,,0
,2017,"2032A",,,,,"03","Modification of Missiles",,"10","Modifications","6580C67501","Himars Modifications","A","Weapon System Cost",,"U",,2015,"Total",,,,,,6008,,,,,,0
,2017,"2032A",,,,,"04","Spares and Repair Parts",,"10","Spares and Repair Parts","1242CA0250","Spares and Repair Parts","A","Weapon System Cost",,"U",,2015,"Total",,,,,,36930,,,,,,0
,2017,"2032A",,,,,"05","Support Equipment and Facilities",,"10","Support Equipment & Facilities","1242C93000","Air Defense Targets","A","Weapon System Cost",,"U",,2015,"Total",,,,,,3657,,,,,,0
,2017,"2032A",,,,,"05","Support Equipment and Facilities",,"10","Support Equipment & Facilities","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1522,,,,,,0
,2017,"2032A",,,,,"05","Support Equipment and Facilities",,"10","Support Equipment & Facilities","4662CA0100","Production Base Support","A","Weapon System Cost",,"U",,2015,"Total",,,,,,4710,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"10","Tracked Combat Vehicles","7180G85100","Stryker Vehicle","A","Weapon System Cost",,"U",,2015,"Total",,,,,,435110,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","0230GM0100","Stryker (MOD)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,39683,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","0363G85200","Stryker Upgrade","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,26759,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,136006,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,45411,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,247400,,,,,,18
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","3700GA0570","Improved Recovery Vehicle (M88A2 Hercules)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,122451,,,,,,36
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","4520GZ3250","Assault Bridge (Mod)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,2968,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","4872G82925","Assault Breacher Vehicle","A","Weapon System Cost",,"U",,2015,"Total",,,,,,36088,,,,,,7
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","5129G80571","M88 FOV MODS","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1975,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","5225GZ3001","Joint Assault Bridge","A","Weapon System Cost",,"U",,2015,"Total",,,,,,39362,,,,,,5
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,237023,,,,,,0
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"20","Modification of Tracked Combat Vehicles","6500GA0750","Abrams Upgrade Program","A","Weapon System Cost",,"U",,2015,"Total",,,,,,120000,,,,,,6
,2017,"2033A",,,,,"01","Tracked Combat Vehicles",,"30","Support Equipment & Facilities","5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,6478,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"10","Weapons & Other Combat Vehicles","1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"10","Weapons & Other Combat Vehicles","6580G02200","Mortar Systems","A","Weapon System Cost",,"U",,2015,"Total",,,,,,6012,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"10","Weapons & Other Combat Vehicles","8181G01501","XM320 Grenade Launcher Module (GLM)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,27892,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"10","Weapons & Other Combat Vehicles","8194G01507","Compact Semi-Automatic Sniper System","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"10","Weapons & Other Combat Vehicles","8201G13501","Carbine","A","Weapon System Cost",,"U",,2015,"Total",,,,,,20616,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"10","Weapons & Other Combat Vehicles","8310G04700","Common Remotely Operated Weapons Station","A","Weapon System Cost",,"U",,2015,"Total",,,,,,14149,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3000GB3000","MK-19 Grenade Machine Gun Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3005GZ1700","M777 Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,18166,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3010GB3007","M4 Carbine Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,7735,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,25095,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,5546,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost",,"U",,2015,"Total",,,,,,2836,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost",,"U",,2015,"Total",,,,,,3769,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","3640GC0401","M119 Modifications","A","Weapon System Cost",,"U",,2015,"Total",,,,,,72718,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","7054G02100","Mortar Modification","A","Weapon System Cost",,"U",,2015,"Total",,,,,,7903,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"20","Mod of Weapons and Other Combat Veh","9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,2089,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"30","Support Equipment & Facilities","1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1604,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"30","Support Equipment & Facilities","3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,8911,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"30","Support Equipment & Facilities","3400GC0075","Industrial Preparedness","A","Weapon System Cost",,"U",,2015,"Total",,,,,,414,,,,,,0
,2017,"2033A",,,,,"02","Weapons and Other Combat Vehicles",,"30","Support Equipment & Facilities","4010GC0076","Small Arms Equipment (Soldier Enh Prog)","A","Weapon System Cost",,"U",,2015,"Total",,,,,,1682,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","0132E00700","Ctg, 5.56mm, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,29943,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","0612E02000","CTG, 7.62mm, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,12418,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","1450EA3000","CTG, Handgun, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,9655,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","1722E08000","CTG, .50 Cal, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,26124,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","2382E08900","CTG, 20mm, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","2650E08200","CTG, 25mm, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,8181,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","2938ER8120","CTG, 30mm, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,87667,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"30","Small/Medium Cal Ammunition","3222ER8001","CTG, 40mm, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,49084,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"33","Mortar Ammunition","0050E89600","60MM Mortar, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,51649,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"33","Mortar Ammunition","3584E76000","81MM Mortar, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,42433,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"33","Mortar Ammunition","6780E25500","120MM Mortar, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,39365,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"35","Tank Ammunition","1120E22203","Cartridges, Tank, 105MM and 120MM, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,101900,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"37","Artillery Ammunition","0530E15101","Artillery Cartridges, 75MM & 105MM, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,40548,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"37","Artillery Ammunition","3102E89500","Artillery Projectile, 155MM, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,64023,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"37","Artillery Ammunition","6600E80100","Proj 155mm Extended Range M982","A","Weapon System Cost",,"U",,2015,"Total",,,,,,35672,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"37","Artillery Ammunition","8750E27501","Artillery Propellants, Fuzes and Primers, All","A","Weapon System Cost",,"U",,2015,"Total",,,,,,83293,,,,,,0
,2017,"2034A",,,,,"01","Ammunition",,"43","Mines","0442EA0800","Mines & Clearing Charges, All Types","A","Weapon System Cost",,"U",,2015,"Total",,,,,,0,,,,,,0
