"","Referenced.IDV.PIID","PIID","Modification.Number","Transaction.Number","freq"
"93526","NND08GH01B","NND10GH23T","1",0,1
"93527","NNJ09JE44C","NNJ10JD03T","11",0,1
"93528","","NNG10CR01C","29",0,1
"93529","NNJ09JE44C","NNJ10JD03T","13",0,1
"93530","","NNG09CP09C","102",NA,1
"93531","","NNA07CA29C","157",0,1
"93532","","GSFC0200211DNAS502200","223",0,1
"93533","NND08GH01B","NND09GH22T","2",0,1
"93534","NND08GH50B","NND10LC06T","5",0,1
"93535","NNJ09JE44C","NNJ10JD03T","12",0,1
"93536","NNJ09JE44C","NNJ10JD03T","10",0,1
"93537","NND08GH50B","NND10LC06T","4",0,1
"93538","","NNG10CR02C","15",0,1
"93539","","NNG10HP06C","3",0,1
"93540","NNL10AA05B","NNL10AD09T","2",0,1
"93541","NNL10AA07B","NNL10AD11T","1",0,1
"93542","","KSC00200303DNAS1003006","194",0,1
"93543","NNL04AA03B","NNL10AA84T","5",0,1
"93544","NNL04AA03B","NNL10AC22T","4",0,1
"93545","NNL08AA00B","NNL10AB38T","3",0,1
"93546","NNL04AA03B","NNL10AA86T","2",0,1
"93547","NNL07AA00B","NNL10AM22T","2",0,1
"93548","NNL04AA03B","NNL10AA85T","4",0,1
"93549","","NNA05BE28C","161",0,1
"93550","","NNA10DE73C","9",0,1
"93551","NND07AA08B","NND10BO13T","7",0,1
"93552","NNL07AA00B","NNL10AM18T","1",0,1
"93553","NNL07AA00B","NNL10AM11T","3",0,1
"93554","NNL07AA00B","NNL10AM10T","4",0,1
"93555","NNL07AA00B","NNL10AM09T","2",0,1
"93556","NNL07AA00B","NNL10AM07T","3",0,1
"93557","NNL04AA03B","NNL10AA87T","2",0,1
"93558","NNL04AA03B","NNL10AA88T","7",0,1
"93559","NNL04AA03B","NNL10AA89T","5",0,1
"93560","NNL07AA00B","NNL10AM16T","2",0,1
"93561","NNL07AA00B","NNL10AM21T","4",0,1
"93562","NNL04AA11B","NNL10AB00T","3",0,1
"93563","NNL07AA00B","NNL10AM00T","3",0,1
"93564","","NNA08CG83C","143",0,1
"93565","NNL10AA00B","NNL10AA04T","1",0,1
"93566","NNL04AA11B","NNL10AA99T","1",0,1
"93567","NNL06AA05B","NNL10AC32T","1",0,1
"93568","NNL07AA00B","NNL10AM05T","3",0,1
"93569","NNL07AA00B","NNL10AM15T","3",0,1
"93570","NNL07AA00B","NNL10AM17T","2",0,1
"93571","","DEAC5207NA27344","516",0,1
"93572","","DEAC5206NA25396","324",0,1
"93573","","DEAC5206NA25396","314",0,1
"93574","","DEAC0209CH11466","196",0,1
"93575","GS10F0224Y","DEDT0008760","3",0,1
"93576","","DEAC0500OR22725","886",0,1
"93577","","DEAC0506OR23100","528",0,1
"93578","DEAM5208NA28433","DEAT5209NA29628","4",0,1
"93579","","DEAC2705RV14548","A056",0,1
"93580","","DEEE0001005","2",0,1
"93581","","DEOE0000512","17",0,1
"93582","","DEAC0500OR22725","901",0,1
"93583","","DEEE0001784","1",0,1
"93584","","DEEE0001782","1",0,1
"93585","","DEEE0001781","1",0,1
"93586","","DEEE0001788","1",0,1
"93587","","DEEE0001798","1",0,1
"93588","","DEEE0001800","1",0,1
"93589","","DEEE0001777","1",0,1
"93590","","DEEE0001773","1",0,1
"93591","","DEEE0001066","1",0,1
"93592","","DEEE0001801","1",0,1
"93593","","DEEE0001835","1",0,1
"93594","","DEEE0002205","1",0,1
"93595","","DEEE0002212","1",0,1
"93596","","DEEE0002223","1",0,1
"93597","","DEEE0002264","1",0,1
"93598","","DEEE0002332","1",0,1
"93599","","DEEE0002334","1",0,1
"93600","","DEEE0002406","1",0,1
"93601","","DEEE0002405","1",0,1
"93602","","DEEE0002350","1",0,1
"93603","","DEEE0002329","1",0,1
"93604","","DEEE0002312","1",0,1
"93605","","DEEE0002258","1",0,1
"93606","","DEEE0002218","1",0,1
"93607","","DEEE0002204","1",0,1
"93608","","DEEE0002101","1",0,1
"93609","","DEEE0001857","1",0,1
"93610","","DEEE0001856","1",0,1
"93611","","DEEE0002298","1",0,1
"93612","","DEEE0002331","1",0,1
"93613","","DEEE0002338","1",0,1
"93614","","DEEE0001828","1",0,1
"93615","","DEEE0001827","1",0,1
"93616","","DEEE0001815","1",0,1
"93617","","DEEE0001806","1",0,1
"93618","","DEEE0002915","1",0,1
"93619","","DEEE0002917","1",0,1
"93620","","DEEE0001795","1",0,1
"93621","","DEEE0001791","1",0,1
"93622","","DEEE0001769","1",0,1
"93623","","DEEE0001755","1",0,1
"93624","","DEEE0001075","1",0,1
"93625","","DEAC0500OR22725","903",0,1
"93626","","DEAC0506OR23100","527",0,1
"93627","","DEAC5206NA25396","300",0,1
"93628","","DEEE0001074","1",0,1
"93629","","DEAC0494AL85000","572",0,1
"93630","","DEEE0001076","1",0,1
"93631","","DEEE0001762","1",0,1
"93632","","DEEE0001779","1",0,1
"93633","","DEEE0001785","1",0,1
"93634","","DEEE0001787","1",0,1
"93635","","DEEE0001792","1",0,1
"93636","","DEEE0001802","1",0,1
"93637","","DEEE0001850","1",0,1
"93638","","DEEE0002166","1",0,1
"93639","","DEEE0002202","1",0,1
"93640","","DEEE0002219","1",0,1
"93641","","DEEE0002256","1",0,1
"93642","","DEEE0003324","1",0,1
"93643","","DEEE0002918","1",0,1
"93644","","DEEE0002916","1",0,1
"93645","","DEEE0002345","1",0,1
"93646","","DEAC0506OR23100","529",0,1
"93647","","DEAC0500OR22725","899",0,1
"93648","","W912EF15C0019","0",0,1
"93649","","DEAC0500OR22725","882",0,1
"93650","","DEAC0506OR23100","530",0,1
"93651","","EDIES15C0002","0",0,1
"93652","","EDESE10C0057","17",0,1
"93653","","FMCS2015PO0031","0",0,1
"93654","","FMCS2015PO0006","0",0,1
"93655","","BBGP15620013","0",0,1
"93656","","BBGP15620014","0",0,1
"93657","","BBGP15620005","0",0,1
"93658","","BBGP15620118","0",0,1
"93659","","BBGP15620006","0",0,1
"93660","","W912EE10C0029","P00003",17,1
"93661","","W912EF14C0006","A00001",0,1
"93662","","W9127S12C0019","P00012",0,1
"93663","","W9127S14C0011","A00003",0,1
"93664","","W912PL11P0020","P00005",17,1
"93665","","W912EF15P0076","P00002",0,1
"93666","","W912QR04C0004","P00230",15,1
"93667","","W912QR04C0004","P00226",15,1
"93668","","W912QR04C0004","P00240",15,1
"93669","W912DQ08D0048","CQ02","4",0,1
"93670","","W912QR04C0004","P00250",15,1
"93671","","W912QR04C0004","P00249",15,1
"93672","W912PL07D0004","0016","3",0,1
"93673","W912PL06D0004","0010","4",0,1
"93674","","W912QR04C0004","P00227",15,1
"93675","","W912QR04C0004","P00225",15,1
"93676","","W912QR04C0004","P00220",15,1
"93677","","W912QR04C0004","P00248",15,1
"93678","","W912QR04C0004","P00221",15,1
"93679","","W912QR04C0004","P00245",15,1
"93680","","W912QR04C0004","P00234",15,1
"93681","","W912QR04C0004","P00244",15,1
"93682","W912PL07D0004","0016","2",0,1
"93683","","W912QR04C0004","P00238",15,1
"93684","","W912QR04C0004","P00235",15,1
"93685","","W912QR04C0004","P00239",15,1
"93686","","W912QR04C0004","P00223",15,1
"93687","","W912QR04C0004","P00222",15,1
"93688","","W912QR04C0004","P00236",15,1
"93689","","W912QR04C0004","P00242",15,1
"93690","","W912QR04C0004","P00241",15,1
"93691","","W912QR04C0004","P00219",15,1
"93692","","W912QR04C0004","P00237",15,1
"93693","","W912QR04C0004","P00218",15,1
"93694","","W912QR04C0004","P00224",15,1
"93695","","W912QR04C0004","P00243",15,1
"93696","W912P910D0525","0001","2H",17,1
"93697","W912P910D0525","0001","2J",17,1
"93698","H9222211D0008","0052","0",0,1
"93699","GS10F0507N","HQ003413F0252","P00004",0,1
"93700","GS23F8049H","GSQ1114BJ0027","AA002",0,1
"93701","W9124M09D0017","0012","1",0,1
"93702","W9124M09D0017","0009","1",0,1
"93703","H9222213D0005","0010","3",0,1
"93704","","W9124M14P0192","P00001",0,1
"93705","W91QUZ07D0011","1D85","1",0,1
"93706","HC104707D0001","0987","0",0,1
"93707","HC104707D0001","1013","0",0,1
"93708","HC104707D0001","0987","2",0,1
"93709","HC104707D0001","1018","0",0,1
"93710","HC104707D0001","1030","0",0,1
"93711","HC104707D0001","1039","0",0,1
"93712","HC104707D0001","0981","0",0,1
"93713","DABL0103A1006","VC28","2",0,1
"93714","GS00T07NSD0041","HC101314FC009","2",0,1
"93715","GS00T07NSD0041","HC101314FC019","1",0,1
"93716","","HC104712C4014","P00006",0,1
"93717","","HC104712C4014","P00007",0,1
"93718","","HC104713C4041","P00005",0,1
"93719","GS35F0240P","HC104714F0111","P00001",0,1
"93720","","HC104714P0099","P00001",0,1
"93721","HC104707D0001","1028","0",0,1
"93722","HC104707D0001","1004","0",0,1
"93723","HC104707D0001","0964","0",0,1
"93724","HC104707D0001","0980","0",0,1
"93725","","HC104714C4001","P00010",0,1
"93726","","HC104715P0034","P00001",0,1
"93727","GS00T07NSD0041","HC101314FB927","2",0,1
"93728","GS35F0237V","HC104712F0021","P00004",0,1
"93729","GS35F0621K","HC104712F4683","P00006",0,1
"93730","","HC104713P0207","P00002",0,1
"93731","GS35F4315D","HC104714F0029","P00006",0,1
"93732","GS35F4315D","HC104714F0029","P00005",0,1
"93733","GS35F4315D","HC104714F0029","P00007",0,1
"93734","GS10F143AA","HC104714F0032","P00006",0,1
"93735","","HC104715P0034","0",0,1
"93736","HC104707D0001","0984","0",0,1
"93737","HC104707D0001","0998","1",0,1
"93738","HC104707D0001","0998","0",0,1
"93739","HC104707D0001","0987","1",0,1
"93740","","W31P4Q14P0232","P00005",3,1
"93741","","W31P4Q14P0232","P00004",3,1
"93742","W91RUS11A0006","1D35","1",0,1
"93743","FA805312D0034","TN01","0",0,1
"93744","GS02F0221W","N6609715F1004","0",0,1
"93745","","N0025915P0387","P00001",0,1
"93746","W91QUZ06D0004","1DA2","2",0,1
"93747","","W91YU015P0068","0",0,1
"93748","","W81K0413D0008","P00004",NA,1
"93749","W9127810D0045","0001","5",0,1
"93750","FA805312D0034","TN01","1",0,1
"93751","","N0025915P0763","0",0,1
"93752","N4425514D9000","0080","0",0,1
"93753","W9126G09D0111","CL02","1B",0,1
"93754","W91QUZ06D0004","1DB4","1",0,1
"93755","GS06F0637Z","FA480013F0026","P00006",0,1
"93756","W9124A14D0001","F902","0",0,1
"93757","GS35F0785J","HT001515F0039","0",0,1
"93758","V797P4004B","N6609715F1003","0",0,1
"93759","W81K0415D0015","0001","1",0,1
"93760","W9126G08D0057","CL01","32",6,1
"93761","H9222211D0080","0011","0",0,1
"93762","N0001909D0004","0022","2",0,1
"93763","W52H0906D0092","BB06","0",3,1
"93764","","H9222207C0041","P00074",5,1
"93765","","H9222207C0041","P00074",6,1
"93766","","H922221490002","P00003",NA,1
"93767","","H9222214D0025","P00005",NA,1
"93768","","H9222214C0037","P00001",0,1
"93769","HQ003411A0002","0001","23",0,1
"93770","H9222214D0019","0002","0",0,1
"93771","H9222214D0020","0002","0",0,1
"93772","FA807514D0002","0006","0",0,1
"93773","","N6600110C2134","P00012",0,1
"93774","","N6600113C4011","P00006",0,1
"93775","","H9222207C0041","P00074",1,1
"93776","","H9222215C0027","P00001",0,1
"93777","","N6600112C4035","P00010",0,1
"93778","N3319113D0831","0040","0",0,1
"93779","FA807514D0007","0002","0",0,1
"93780","H9222214D0025","0009","1",0,1
"93781","","H9222215P0028","P00001",0,1
"93782","","H9222215C0011","P00001",0,1
"93783","","H9222215C0011","P00002",0,1
"93784","","H9222207C0041","P00074",4,1
"93785","","HQ014713C7616","P00004",0,1
"93786","","W15P7T10CB010","P00011",3,1
"93787","","W56HZV06C0406","P00157",3,1
"93788","","FA865010C2003","ARZ999",4,1
"93789","","FA945110C0203","ARZ997",4,1
"93790","","FA945110C0203","ARZ999",4,1
"93791","","W912HN11C0010","A00042",0,1
"93792","HQ003412D0011","0018","6",0,1
"93793","W9126G08D0057","CL01","28",17,1
"93794","","W9126G10C0087","P00052",6,1
"93795","W9126G08D0057","CL01","27",17,1
"93796","N6247309D2602","0017","11",0,1
"93797","W9126G08D0057","CL01","25",6,1
"93798","W9126G08D0057","CL01","30",6,1
"93799","W9126G08D0057","CL01","26",6,1
"93800","W9126G08D0057","CL01","29",6,1
"93801","","W9126G10C0087","P00053",6,1
"93802","","W9126G10C0087","A00012",6,1
"93803","","W9126G10C0087","A00011",6,1
"93804","","W9126G10C0087","P00051",6,1
"93805","","W9126G10C0087","A00007",6,1
"93806","","W9126G10C0087","A00009",6,1
"93807","","W9126G10C0087","P00054",6,1
"93808","","W9126G10C0087","A00008",6,1
"93809","N0038305G013G","7038","1H",0,1
"93810","N6247013D3025","0012","0",0,1
"93811","N6247013D3003","JM01","5",0,1
"93812","","HTC71113MD009","P00002",0,1
"93813","HC102814A0002","BJ01","0",0,1
"93814","N6274212D3601","0468","0",0,1
"93815","N6247314D4611","0038","0",0,1
"93816","N0017807D4926","0001","1A",0,1
"93817","N4008513D0002","0003","1",0,1
"93818","","N0010413PVK10","A00002",0,1
"93819","N6274204D2229","FB00","39",0,1
"93820","","N0010413PVK03","A00002",0,1
"93821","","N0010413PVC72","A00002",0,1
"93822","W9128F10D0072","0010","0",0,1
"93823","","N0010413PVC03","A00002",0,1
"93824","N4008014D0451","0005","1",0,1
"93825","","N3943014D1473","P00001",NA,1
"93826","N0010412GA303","1014","1K",0,1
"93827","","W52P1J13P3007","P00007",0,1
"93828","FA820308D0003","VF47","7",7,1
"93829","N6258309D0129","0067","10",0,1
"93830","","N6554015P5362","0",0,1
"93831","","N0010413PVK40","A00002",0,1
"93832","","FA825014M0036","A00001",0,1
"93833","","N0010415PBG50","A00001",0,1
"93834","","N4008515M0532","P00001",0,1
"93835","","N0042115C0002","0",0,1
"93836","","N0010413PVK18","A00002",0,1
"93837","","N0010413PVK16","A00002",0,1
"93838","","HC101314M0766","P00001",0,1
"93839","","N0010415PCB48","0",0,1
"93840","","N0010415PBT28","P00001",0,1
"93841","","N0010415PBM56","P00001",0,1
"93842","","N0010415PBJ52","P00001",0,1
"93843","","N0010415PBA27","P00001",0,1
"93844","","N0010414PBT86","P00001",0,1
"93845","","N0010414PBM98","P00002",0,1
"93846","","N0010414CBA55","P00001",0,1
"93847","","N0010413PEY53","P00003",0,1
"93848","","N0010413PBF69","P00003",0,1
"93849","N0017804D4079","M801","24",0,1
"93850","N0017804D4079","M801","23",0,1
"93851","N0017804D4079","M801","22",0,1
"93852","","N0042115D0005","P00001",NA,1
"93853","","N0010415PBL54","P00001",0,1
"93854","","N0010415PBL25","P00001",0,1
"93855","","N0010415PBK80","0",0,1
"93856","","N0010415PBK23","P00001",0,1
"93857","N0042113D0013","0003","2",0,1
"93858","N0042113D0013","0003","1",0,1
"93859","N0042113D0013","0003","4",0,1
"93860","N0042113D0013","0003","3",0,1
"93861","N0042105D0044","0005","9",0,1
"93862","","N0010415PBG50","0",0,1
"93863","","N0010415PBF75","P00002",0,1
"93864","","N0010415PBA39","P00001",0,1
"93865","","N0010415CBA11","P00001",0,1
"93866","","N0010414PEV86","P0001",0,1
"93867","","N0010414CBA63","P00001",0,1
"93868","N0010413GA302","1092","0",0,1
"93869","","N0010413PEY55","P00002",0,1
"93870","","N0010412PEC79","P00002",0,1
"93871","","N0010411PBT13","P00001",0,1
"93872","","N0010411PBK24","P00002",0,1
"93873","N0010408G7003","5162","3",0,1
"93874","N0010408G7003","5151","5",0,1
"93875","","N0010415PBP90","P00001",0,1
"93876","N0017804D4065","M801","17",0,1
"93877","N0017804D4065","M801","15",0,1
"93878","N0017804D4065","M801","12",0,1
"93879","N0017804D4065","M801","14",0,1
"93880","N0017804D4065","M801","11",0,1
"93881","N0017804D4079","M802","0",0,1
"93882","","N0010412PED97","P00004",0,1
"93883","","N0010413PEN95","P00008",0,1
"93884","","N0010414CBA12","P00003",0,1
"93885","","SPRMM114CYA83","P00001",0,1
"93886","","N0010414PBL83","P00001",0,1
"93887","","N0010415PBG21","P00001",0,1
"93888","","N0010415PBV52","P00001",0,1
"93889","","N0010415PBX01","P00001",0,1
"93890","FA820308D0003","VF43","1",7,1
"93891","FA820308D0003","VF43","2",7,1
"93892","N0038312G001M","UN7M","0",0,1
"93893","N0038312G001M","UN7A","0",0,1
"93894","","SPRTA115C0113","0",0,1
"93895","","SPRHA111C0004","P00004",16,1
"93896","HQ042311A0010","0031","12",0,1
"93897","GS27F0061X","HQ003415F0005","0",0,1
"93898","HQ003414D0018","0008","1",0,1
"93899","","N0038314M065P","A00001",0,2
"93900","FA853008D0008","0006","1H",1,2
"93901","SPRTA114D0022","0004","0",0,2
"93902","","SPRTA115C0076","0",0,3
"93903","N0001905G0008","2017","4",4,2
"93904","","SPRHA111C0004","P00004",14,3
"93905","N0001915D5501","0043","0",0,3
"93906","NNL05AA01B","NNL09AA51T","11",0,1
"93907","","N6883614C0039","P00003",0,1
"93908","","DTOS5914A00012","3",NA,1
"93909","DOLETA15A0004","DOLOPS16U00032","1",0,1
"93910","","N0018916P1116","0",0,1
"93911","","GS09Q14BHC0002","AO008",0,1
"93912","","AID306C1400007","5",0,1
"93913","","W912EF10C0011","P00015",6,1
"93914","W91CRB16D5004","0004","1",3,1
"93915","W91CRB16D5004","0004","0",3,1
"93916","W91CRB16D5004","0004","2",3,1
"93917","","W52P1J16C0007","0",3,1
"93918","W9113M07D0005","0044","4",0,1
"93919","AG82X9B080010","AG82B1K100036","4",0,1
"93920","","AG9702C100146","4",0,1
"93921","VA797P12D0011","AG82A7D150092","2",0,1
"93922","","DOCSB135116AE0135","0",0,1
"93923","GS35F0314M","DOCSB135116NC0754","0",0,1
"93924","","DOCSB135116SE0344","0",0,1
"93925","GS35F133AA","DOCSB135116NC0728","0",0,1
"93926","GS35F133AA","DOCSB135116NC0739","0",0,1
"93927","","DOCSB135116SE0348","0",0,1
"93928","","DOCSB135116SU0781","0",0,1
"93929","","DOCSB135116SU0918","0",0,1
"93930","GS21F049CA","DOCSB134115NC0647","2",0,1
"93931","GS21F049CA","DOCSB134115NC0647","1",0,1
"93932","","DOCSB135016AE0040","0",0,1
"93933","","DOCSB135016SE0139","0",0,1
"93934","DOCEA133C14BA0049","DOCC0004","0",0,1
"93935","DOCEA133C14BA0049","DOCEA133C14BA0049C0003","0",0,1
"93936","GS10F115CA","DOCEA133W16NC0778","0",0,1
"93937","","DOCRA133M16SU0188","0",0,1
"93938","GS03F0182V","DOCEA133W16NC0965","0",0,1
"93939","","GS40Q16SJP0009","0",0,1
"93940","","GS40Q16SJP0009","AA001",0,1
"93941","GS35F0751M","GSQ4016SJ0088","0",0,1
"93942","","DOCEA133W16SE0562","0",0,1
"93943","DOCNNG07BA28BYA132312BU0002","DOCEA133W16NC0753","0",0,1
"93944","","DOCEA133W14SE2222","2",0,1
"93945","GS23F0319P","DOCEA133F16NC0594","0",0,1
"93946","GS07F5388R","DOCEA133C14BA0049","M0002",NA,1
"93947","","DOCBG133E16SU0181","0",0,1
"93948","","DOCEE133F16SE0919","0",0,1
"93949","GS33F0014V","DOCEA133W16NC0743","0",0,1
"93950","GS33F0014V","DOCEA133W16NC0743","P0001",0,1
"93951","","DOCDG133C12SE1545","1",0,1
"93952","","DOCEA133W14SE2163","M0002",0,1
"93953","","DOCBG133W14SE3665","M0002",0,1
"93954","GS35F0367V","DOCEA133W14NC0580","P0002",0,1
"93955","DOCNNG07BA28BYA132312BU0002","DOCEA133W14NC0061","M0001",0,1
"93956","","DOCRA133W16SU0117","0",0,1
"93957","","DOCRA133W16SU0117","1",0,1
"93958","","DOCRA133W16SE0253","0",0,1
"93959","","DOCRA133W13SE0604","3",0,1
"93960","","DOCRA133W15SU0518","1",0,1
"93961","DOCDG133W12CQ0008","DOCT0028","0",0,1
"93962","","DOCRA133W15SU0692","1",0,1
"93963","","DOCRA133W15SE0307","1",0,1
"93964","","DOCSB134216CN0020","0",0,1
"93965","DOCSA130115CQ0004","DOC004","0",0,1
"93966","","DJF161600P0003587","0",0,1
"93967","","DJF161600P0004364","0",0,1
"93968","","DJF161600P0004384","0",0,1
"93969","","DJF161600P0004496","0",0,1
"93970","","DJF161600P0004838","0",0,1
"93971","","DJF161600P0005070","0",0,1
"93972","","DJF161600P0005258","0",0,1
"93973","","DJF161600P0005315","0",0,1
"93974","","DJF161600P0008415","0",0,1
"93975","","DJF161600P0008687","0",0,1
"93976","","DJF161600P0008688","0",0,1
"93977","","DJF161600P0008977","0",0,1
"93978","","DJF161600P0009428","0",0,1
"93979","","DJF161600P0009437","0",0,1
"93980","","DJF141600P0003516","1",0,1
"93981","","DJF151600P0005482","1",0,1
"93982","","DJF161600P0000017","0",0,1
"93983","","DJF161600P0001462","0",0,1
"93984","","DJF161600P0002208","0",0,1
"93985","","DJF161600P0002471","0",0,1
"93986","","DJF161600P0003074","0",0,1
"93987","","DJF161600P0003123","0",0,1
"93988","","DJF161600P0003379","0",0,1
"93989","","DJF161600P0003823","0",0,1
"93990","","DJF161600P0003906","0",0,1
"93991","","DJF161600P0003929","0",0,1
"93992","","DJF161600P0003977","0",0,1
"93993","","DJF161600P0004081","0",0,1
"93994","","DJF161600P0004240","0",0,1
"93995","","DJF161600P0004593","0",0,1
"93996","","DJF161600P0004728","0",0,1
"93997","","DJF161600P0004974","0",0,1
"93998","","DJF161600P0004999","0",0,1
"93999","","DJF161600P0005105","0",0,1
"94000","","DJF161600P0005160","0",0,1
"94001","","DJF161600P0005168","0",0,1
"94002","","DJF161600P0005183","0",0,1
"94003","","DJF161600P0005448","0",0,1
"94004","","DJF161600P0006402","0",0,1
"94005","","DJF161600P0006437","0",0,1
"94006","","DJF161600P0006582","0",0,1
"94007","","DJF161600P0006821","1",0,1
"94008","","DJF161600P0006821","0",0,1
"94009","","DJF161600P0007028","0",0,1
"94010","","DJF161600P0007041","0",0,1
"94011","","DJF161600P0007225","0",0,1
"94012","","DJF161600P0007879","0",0,1
"94013","","DJF161600P0007948","0",0,1
"94014","","DJF161600P0008049","0",0,1
"94015","","DJF161600P0008181","0",0,1
"94016","","DJF161600P0008293","0",0,1
"94017","","DJF161600P0008373","0",0,1
"94018","","DJF161600P0008469","0",0,1
"94019","","DJF161600P0008493","0",0,1
"94020","","DJF161600P0008534","0",0,1
"94021","","DJF161600P0008548","0",0,1
"94022","","DJF161600P0008627","0",0,1
"94023","","DJF161600P0008633","0",0,1
"94024","","DJF161600P0008642","0",0,1
"94025","","DJF161600P0008701","0",0,1
"94026","","DJF161600P0008754","0",0,1
"94027","","DJF161600P0008953","0",0,1
"94028","","DJF161600P0009009","0",0,1
"94029","","DJF161600P0009041","0",0,1
"94030","","DJF161600P0009153","0",0,1
"94031","","DJF161600P0009217","0",0,1
"94032","","DJF161600P0009424","0",0,1
"94033","","DJF161600P0009431","0",0,1
"94034","","DJF161600P0009434","0",0,1
"94035","","DJF161600P0009445","0",0,1
"94036","","DJF161600P0005315","1",0,1
"94037","","DJF161600P0000335","0",0,1
"94038","","DJF161600P0001141","0",0,1
"94039","","DJF161600P0001175","0",0,1
"94040","","DJF161600P0002440","0",0,1
"94041","","DJF161600P0002646","0",0,1
"94042","","DJF161600P0002693","1",0,1
"94043","","DJF161600P0002693","0",0,1
"94044","","DJF161600P0003413","0",0,1
"94045","","DJF161600P0003642","0",0,1
"94046","","DJF161600P0004004","0",0,1
"94047","","DJF161600P0004165","0",0,1
"94048","","DJF161600P0004396","0",0,1
"94049","","DJF161600P0004740","0",0,1
"94050","","DJF161600P0004806","0",0,1
"94051","","DJF161600P0004836","0",0,1
"94052","","DJF161600P0004851","0",0,1
"94053","","DJF161600P0005144","0",0,1
"94054","","DJF161600P0006829","0",0,1
"94055","","DJF161600P0007101","0",0,1
"94056","","DJF161600P0007137","0",0,1
"94057","","DJF161600P0007313","0",0,1
"94058","","DJF161600P0007768","0",0,1
"94059","","DJF161600P0007992","0",0,1
"94060","","DJF161600P0008002","0",0,1
"94061","","DJF161600P0008070","0",0,1
"94062","","DJF161600P0008112","0",0,1
"94063","","DJF161600P0008143","0",0,1
"94064","","DJF161600P0008243","0",0,1
"94065","","DJF161600P0008300","0",0,1
"94066","","DJF161600P0008308","0",0,1
"94067","","DJF161600P0008353","0",0,1
"94068","","DJF161600P0008387","0",0,1
"94069","","DJF161600P0008408","0",0,1
"94070","","DJF161600P0008446","0",0,1
"94071","","DJF161600P0008453","0",0,1
"94072","","DJF161600P0008523","0",0,1
"94073","","DJF161600P0008637","0",0,1
"94074","","DJF161600P0008691","0",0,1
"94075","","DJF161600P0008717","0",0,1
"94076","","DJF161600P0008766","0",0,1
"94077","","DJF161600P0009016","0",0,1
"94078","","DJF161600P0009241","0",0,1
"94079","","DJF161600P0007278","0",0,1
"94080","","DJF161600P0007649","0",0,1
"94081","","DJF161600P0007986","0",0,1
"94082","","DJF161600P0008097","0",0,1
"94083","","DJF161600P0008123","0",0,1
"94084","","DJF161600P0008239","0",0,1
"94085","","DJF161600P0008252","0",0,1
"94086","","DJF161600P0008285","0",0,1
"94087","","DJF161600P0008314","0",0,1
"94088","","DJF161600P0008368","0",0,1
"94089","","DJF161600P0001521","0",0,1
"94090","","DJF161600P0002278","1",0,1
"94091","","DJF161600P0002278","0",0,1
"94092","","DJF161600P0002596","0",0,1
"94093","","DJF161600P0002959","0",0,1
"94094","","DJF161600P0003434","0",0,1
"94095","","DJF161600P0003490","1",0,1
"94096","","DJF161600P0003490","0",0,1
"94097","","DJF161600P0005748","0",0,1
"94098","","DJF161600P0005971","0",0,1
"94099","","DJF151600P0008843","1",0,1
"94100","","DJF161600P0000095","0",0,1
"94101","GS29F0009L","DJOOA14G0226","M004",0,1
"94102","GS29F0009L","DJOOA14G0226","M005",0,1
"94103","VA797P12D0011","AG82A7D150065","3",0,1
"94104","VA797P12D0011","AG82A7D150056","2",0,1
"94105","VA797P12D0011","AG82A7D150053","2",0,1
"94106","VA797P12D0011","AG82A7D150051","2",0,1
"94107","VA797P12D0011","AG82A7D150049","2",0,1
"94108","VA797P12D0011","AG82A7D150046","2",0,1
"94109","GS25F0030M","AG82A7D110024","2",0,1
"94110","","AG82A7C130011","5",0,1
"94111","AG82A7B130020","AG82A7K160009","0",0,1
"94112","VA797P12D0011","AG82A7D160017","0",0,1
"94113","","AG82A7C100070","14",0,1
"94114","VA797P12D0011","AG82A7D160034","3",0,1
"94115","VA797P12D0011","AG82A7D160040","2",0,1
"94116","VA797P12D0011","AG82A7D160034","0",0,1
"94117","VA797P12D0011","AG82A7D160016","3",0,1
"94118","","AG82A7C100065","10",0,1
"94119","","AG82A7C140019","3",0,1
"94120","GS07F0131V","AG82A7D150019","3",0,1
"94121","VA797P12D0011","AG82A7D160039","4",0,1
"94122","VA797P12D0011","AG82A7D150083","1",0,1
"94123","VA797P12D0011","AG82A7D150076","3",0,1
"94124","VA797P12D0011","AG82A7D140031","3",0,1
"94125","VA797P12D0011","AG82A7D140030","2",0,1
"94126","","AG82A7C120037","4",0,1
"94127","","AG05G0P120001","1",0,1
"94128","VA797P12D0011","AG82A7D150042","2",0,1
"94129","VA797P12D0011","AG82A7D150062","2",0,1
"94130","VA797P12D0011","AG82A7D150085","1",0,1
"94131","AG82A7B130020","AG82A7K160033","0",0,1
"94132","AG82A7B130010","AG82A7K140047","5",0,1
"94133","VA797P12D0011","AG82A7D160024","3",0,1
"94134","VA797P12D0011","AG82A7D160018","5",0,1
"94135","VA797P12D0011","AG82A7D150086","1",0,1
"94136","VA797P12D0011","AG82A7D160011","0",0,1
"94137","VA797P12D0011","AG82A7D150087","1",0,1
"94138","VA797P12D0011","AG82A7D150063","2",0,1
"94139","VA797P12D0011","AG82A7D150061","2",0,1
"94140","VA797P12D0011","AG82A7D150047","2",0,1
"94141","VA797P12D0011","AG82A7D150024","4",0,1
