SARdate,Component,SARprogram,BaselineYear,BaseLineType,BaselineEstimateBaselineYear,BaselineEstimateThenYear,BaselineEstimateQuantity,ChangesToDateBaselineYear,ChangesToDateThenYear,ChangesToDateQuantity,CurrentEstimateBaselineYear,CurrentEstimateThenYear,CurrentEstimateQuantity,PrecntChangeToDateAdjustedForQuantityConstant,PrecntChangeToDateAdjustedForQuantityThenYear
12/1/2002,NAVY,TACTICAL TOMAHAWK,1999,DE," 1,683.70 "," 1,863.40 "," 1,365.00 ", 979.90 ," 1,095.50 "," 1,031.00 "," 2,663.60 "," 2,958.90 "," 2,396.00 ", 17.30 , 16.00 
12/1/2002,NAVY,TRIDENT II MSL,1983,PdE," 26,556.30 "," 35,518.50 ", 845.00 , (554.10)," 1,778.20 ", (277.00)," 26,002.20 "," 37,296.70 ", 568.00 , 14.60 , 28.50 
12/1/2002,NAVY,USMC H-1 UPGRADES,1996,DE," 2,792.50 "," 3,547.50 ", 284.00 ," 2,785.40 "," 3,173.70 ", - ," 5,577.90 "," 6,721.20 ", 284.00 , 99.70 , 89.50 
12/1/2002,NAVY,V-22,1986,DE," 23,073.00 "," 29,662.30 ", 913.00 ," 8,160.20 "," 18,600.40 ", (455.00)," 31,233.20 "," 48,262.70 ", 458.00 , 38.10 , 16.30 
12/1/2002,NAVY,Navy Subtotal,,," 238,795.70 "," 306,529.80 ",," 89,880.30 "," 105,538.50 ",," 328,676.00 "," 412,068.30 ",, 24.30 , 12.30 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2002,AIR FORCE,AEHF ,2002,DE," 5,279.20 "," 5,645.30 ", 5.00 , (558.60), (728.40), (2.00)," 4,720.60 "," 4,916.90 ", 3.00 , 6.60 , 5.20 
12/1/2002,AIR FORCE,AMRAAM,1992,PdE," 12,278.20 "," 13,112.40 "," 15,450.00 "," (1,734.90)"," (2,395.00)"," (4,417.00)"," 10,543.30 "," 10,717.40 "," 11,033.00 ", 1.90 , 5.30 
12/1/2002,AIR FORCE,AWACS RSIP (E-3),1997,PdE, 890.10 , 891.30 , 32.00 , 127.10 , 112.00 , - ," 1,017.20 "," 1,003.30 ", 32.00 , 14.30 , 12.60 
12/1/2002,AIR FORCE,B-1B CMUP,1995,DE, 334.40 ," 1,115.20 ", 198.00 , 35.30 , (80.20), (138.00), 369.70 ," 1,035.00 ", 60.00 ," 5,768.30 ", 51.30 
12/1/2002,AIR FORCE,C-130 AMP,2000,DE," 3,333.90 "," 3,965.40 ", 519.00 , 559.00 , 578.50 , (29.00)," 3,892.90 "," 4,543.90 ", 490.00 , 20.80 , 19.60 
12/1/2002,AIR FORCE,C-130J,1996,PdE, 730.70 , 839.70 , 11.00 ," 12,890.60 "," 15,661.60 ", 157.00 ," 13,621.30 "," 16,501.30 ", 168.00 , 21.00 , 15.80 
12/1/2002,AIR FORCE,C-17A,1996,PdE," 41,250.90 "," 41,811.90 ", 210.00 ," 16,728.80 "," 18,529.50 ", (30.00)," 57,979.70 "," 60,341.40 ", 180.00 , 49.70 , 58.40 
12/1/2002,AIR FORCE,C-5 RERP,2000,DE," 8,798.00 "," 11,093.90 ", 126.00 , (243.30), (836.80), (14.00)," 8,554.70 "," 10,257.10 ", 112.00 , 2.80 , (2.20)
12/1/2002,AIR FORCE,EELV,1995,DE," 13,116.60 "," 17,347.80 ", 181.00 ," 2,876.30 "," 2,936.70 ", 1.00 ," 15,992.90 "," 20,284.50 ", 182.00 , 20.80 , 16.00 
12/1/2002,AIR FORCE,F/A-22,1990,DE," 60,270.00 "," 99,109.00 ", 648.00 ," (4,054.50)"," (27,323.70)", (370.00)," 56,215.50 "," 71,785.30 ", 278.00 , 36.20 , 20.70 
12/1/2002,AIR FORCE,GBS,1997,DE, 451.40 , 497.10 , 346.00 , 237.80 , 242.60 , 705.00 , 689.20 , 739.70 ," 1,051.00 ", 1.80 , (1.80)
12/1/2002,AIR FORCE,GLOBAL HAWK,2000,DE," 4,350.30 "," 5,394.00 ", 63.00 , 899.50 , 420.90 , (12.00)," 5,249.80 "," 5,814.90 ", 51.00 , 34.70 , 22.60 
12/1/2002,AIR FORCE,JASSM,1995,DE," 1,749.50 "," 2,073.30 "," 2,469.00 "," 1,603.20 "," 1,977.50 "," 1,965.00 "," 3,352.70 "," 4,050.80 "," 4,434.00 ", 29.20 , 25.00 
12/1/2002,AIR FORCE,JDAM,1995,PdE," 2,300.30 "," 2,606.70 "," 89,065.00 "," 2,734.70 "," 3,148.70 "," 137,890.00 "," 5,035.00 "," 5,755.40 "," 226,955.00 ", 26.70 , 24.30 
12/1/2002,AIR FORCE,JPATS,2002,PdE," 4,529.00 "," 5,041.10 ", 783.00 , 189.70 , 59.30 , - ," 4,718.70 "," 5,100.40 ", 783.00 , 4.20 , 1.20 
12/1/2002,AIR FORCE,JSTARS,1998,PdE," 9,932.30 "," 9,762.10 ", 20.00 , 40.70 , (109.90), (2.00)," 9,973.00 "," 9,652.20 ", 18.00 , 5.30 , 5.40 
12/1/2002,AIR FORCE,MINUTEMAN III GRP,1993,PdE," 2,012.50 "," 2,400.10 ", 652.00 , 157.50 , 94.70 , (11.00)," 2,170.00 "," 2,494.80 ", 641.00 , 10.70 , 6.60 
12/1/2002,AIR FORCE,MINUTEMAN III PRP,1994,PdE," 2,086.80 "," 2,600.80 ", 607.00 , (117.00), (322.70), (1.00)," 1,969.80 "," 2,278.10 ", 606.00 , (5.50), (12.30)
12/1/2002,AIR FORCE,NAS,1990,DE, 573.30 , 791.10 , 53.00 , 503.80 , 666.20 , 39.00 ," 1,077.10 "," 1,457.30 ", 92.00 , 36.20 , 33.50 
12/1/2002,AIR FORCE,NAVSTAR GPS,2000,PdE," 5,813.40 "," 5,995.30 ", 33.00 , 812.60 , 862.00 , 4.00 ," 6,626.00 "," 6,857.30 ", 37.00 , 9.10 , 9.10 
12/1/2002,AIR FORCE,NPOESS ,2002,PdE," 5,538.00 "," 6,117.60 ", 6.00 , 538.50 , 468.20 , - ," 6,076.50 "," 6,585.80 ", 6.00 , 9.70 , 7.70 
12/1/2002,AIR FORCE,SBIRS HIGH,1995,DE," 3,679.50 "," 4,147.30 ", 5.00 ," 3,855.70 "," 4,459.00 ", - ," 7,535.20 "," 8,606.30 ", 5.00 , 103.30 , 106.20 
12/1/2002,AIR FORCE,WIDEBAND GAPFILLER,2001,PdE, 980.40 ," 1,042.50 ", 3.00 , 463.10 , 501.60 , 2.00 ," 1,443.50 "," 1,544.10 ", 5.00 , (6.30), (7.90)
12/1/2002,AIR FORCE,Air Force Subtotal,,," 190,278.70 "," 243,400.90 ",," 38,545.60 "," 18,922.30 ",," 228,824.30 "," 262,323.20 ",, 28.10 , 21.80 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2002,DoD,BMDS (RDT&E Only) ,2002,PE," 44,740.10 "," 47,217.10 ", - ," 14,389.90 "," 15,679.40 ", - ," 59,130.00 "," 62,896.50 ", - , 32.20 , 33.20 
12/1/2002,DoD,CHEM DEMIL-COMBINED,1994,PdE," 13,471.10 "," 15,310.30 "," 32,194.00 "," 7,214.20 "," 8,510.30 ", - ," 20,685.30 "," 23,820.60 "," 32,194.00 ", 53.60 , 55.60 
12/1/2002,DoD,JSF (F-35) ,2002,DE," 75,600.00 "," 231,000.00 "," 2,866.00 "," (14,056.10)"," (31,263.60)", (409.00)," 161,543.90 "," 199,736.40 "," 2,457.00 ", 1.40 , (2.80)
12/1/2002,DoD,JSIMS,2001,DE," 1,281.60 "," 1,316.70 ", 1.00 , (351.10), (385.50), - , 930.50 , 931.20 , 1.00 , (27.40), (29.30)
12/1/2002,DoD,JTRS WAVEFORM,2002,DE, 812.90 , 914.40 , - , (16.60), 30.30 , - , 796.30 , 944.70 , - , (2.00), 3.30 
12/1/2002,DoD,DoD Subtotal,,," 235,905.70 "," 295,758.50 ",," 7,180.30 "," (7,429.10)",," 243,086.00 "," 288,329.40 ",, 10.60 , 6.80 
12/1/2002,Total,Grand Total,,," 790,495.50 "," 1,004,217.70 ",," 151,948.80 "," 125,450.70 ",," 942,444.30 "," 1,129,668.40 ",, 21.20 , 13.50 
