SARdate,Component,SARprogram,BaselineYear,BaseLineType,BaselineEstimateBaselineYear,BaselineEstimateThenYear,BaselineEstimateQuantity,ChangesToDateBaselineYear,ChangesToDateThenYear,ChangesToDateQuantity,CurrentEstimateBaselineYear,CurrentEstimateThenYear,CurrentEstimateQuantity,PrecntChangeToDateAdjustedForQuantityConstant,PrecntChangeToDateAdjustedForQuantityThenYear
9/1/2008,ARMY,LUH,2006,PdE," 1,638.30 "," 1,883.00 ", 322.00 , 181.50 , 207.20 , 23.00 ," 1,819.80 "," 2,090.20 ", 345.00 , 4.10 , 3.40 
9/1/2008,ARMY,PATRIOT PAC-3,2002,PdE," 9,084.00 "," 9,205.80 "," 1,159.00 ", (697.30), (680.90), (190.00)," 8,386.70 "," 8,524.90 ", 969.00 , (2.70), (1.40)
9/1/2008,ARMY,PATRIOT/MEADS CAP - FIRE UNIT,2004,DE," 16,530.50 "," 21,839.40 ", 48.00 , (722.30), (59.70), - ," 15,808.20 "," 21,779.70 ", 48.00 , (4.40), (0.30)
9/1/2008,ARMY,PATRIOT/MEADS CAP - MISSILE,2004,DE," 6,220.90 "," 8,056.00 "," 1,528.00 ", (193.60), 59.50 , - ," 6,027.30 "," 8,115.50 "," 1,528.00 ", (3.10), 0.70 
9/1/2008,ARMY,STRYKER,2004,PdE," 8,276.90 "," 8,534.70 "," 2,096.00 "," 5,977.60 "," 7,156.40 "," 1,441.00 "," 14,254.50 "," 15,691.10 "," 3,537.00 ", 18.50 , 21.50 
9/1/2008,ARMY,WIN-T INCREMENT 1,2007,PdE," 3,798.00 "," 3,879.70 "," 1,677.00 ", - , (20.00), - ," 3,798.00 "," 3,859.70 "," 1,677.00 ", -   , (0.50)
9/1/2008,ARMY,WIN-T INCREMENT 2,2007,DE," 3,445.80 "," 3,907.00 "," 1,893.00 ", - , (36.20), - ," 3,445.80 "," 3,870.80 "," 1,893.00 ", -   , (0.90)
9/1/2008,ARMY,Army Subtotal,,," 214,539.20 "," 258,763.70 ",," 50,634.90 "," 83,624.40 ",," 265,174.10 "," 342,388.10 "," 257,488.00 ", 23.00 , 32.80 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
9/1/2008,NAVY,AGM-88E AARGM,2003,DE," 1,339.80 "," 1,510.90 "," 1,790.00 ", 86.00 , 199.20 , 121.00 ," 1,425.80 "," 1,710.10 "," 1,911.00 ", 3.20 , 9.10 
9/1/2008,NAVY,AIM-9X,1997,PdE," 2,464.00 "," 3,232.90 "," 10,049.00 ", 200.10 , 162.60 , 93.00 ," 2,664.10 "," 3,395.50 "," 10,142.00 ", 7.60 , 4.40 
9/1/2008,NAVY,CEC,2002,PdE," 4,123.30 "," 4,310.70 ", 272.00 , 83.70 , 219.80 , 34.00 ," 4,207.00 "," 4,530.50 ", 306.00 , 1.50 , 4.60 
9/1/2008,NAVY,CH-53K,2006,DE," 14,980.90 "," 18,766.30 ", 156.00 , 44.00 , (58.00), - ," 15,024.90 "," 18,708.30 ", 156.00 , 0.30 , (0.30)
9/1/2008,NAVY,COBRA JUDY REPLACEMENT,2003,DE," 1,365.00 "," 1,464.00 ", 1.00 , 88.30 , 165.50 , - ," 1,453.30 "," 1,629.50 ", 1.00 , 6.50 , 11.30 
9/1/2008,NAVY,CVN 21,2000,DE," 28,701.20 "," 36,082.10 ", 3.00 ," (3,714.10)", (963.00), - ," 24,987.10 "," 35,119.10 ", 3.00 , (12.90), (2.70)
9/1/2008,NAVY,CVN 68,1995,PdE," 4,557.10 "," 5,540.80 ", 1.00 , 721.70 , 718.00 , - ," 5,278.80 "," 6,258.80 ", 1.00 , 15.80 , 13.00 
9/1/2008,NAVY,DDG 1000,2005,DE," 31,547.90 "," 36,296.30 ", 10.00 ," (6,457.50)"," (7,409.60)", (3.00)," 25,090.40 "," 28,886.70 ", 7.00 , (0.50), 3.90 
9/1/2008,NAVY,DDG 51,1987,PdE," 16,953.70 "," 20,117.50 ", 23.00 ," 29,464.40 "," 42,638.80 ", 39.00 ," 46,418.10 "," 62,756.30 ", 62.00 , 11.50 , 10.00 
9/1/2008,NAVY,E-2D AHE,2002,DE," 12,225.00 "," 14,982.00 ", 75.00 ," 1,168.90 "," 2,449.10 ", - ," 13,393.90 "," 17,431.10 ", 75.00 , 9.60 , 16.30 
9/1/2008,NAVY,EA-18G,2004,PdE," 7,530.80 "," 8,636.40 ", 84.00 , 47.50 , 12.70 , 1.00 ," 7,578.30 "," 8,649.10 ", 85.00 , (0.20), (0.70)
9/1/2008,NAVY,EA-6B ICAP III,2008,PdE," 1,130.10 "," 1,053.80 ", 34.00 , - , - , (2.00)," 1,130.10 "," 1,053.80 ", 32.00 , 1.80 , 2.00 
9/1/2008,NAVY,EFV,2007,DE," 8,493.20 "," 8,725.20 "," 1,025.00 "," 4,671.10 "," 7,135.00 ", (432.00)," 13,164.30 "," 15,860.20 ", 593.00 , 114.80 , 174.60 
9/1/2008,NAVY,F/A-18E/F,2000,PdE," 38,884.70 "," 41,637.30 ", 458.00 ," 4,372.90 "," 4,707.50 ", 35.00 ," 43,257.60 "," 46,344.80 ", 493.00 , 7.10 , 6.50 
9/1/2008,NAVY,H-1 UPGRADES (4BW/4BN),1996,DE," 2,792.50 "," 3,547.50 ", 284.00 ," 3,957.80 "," 5,180.00 ", - ," 6,750.30 "," 8,727.50 ", 284.00 , 141.70 , 146.00 
9/1/2008,NAVY,IDECM-Blocks 2/3,2008,PdE," 1,410.90 "," 1,535.20 "," 12,809.00 ", - , - , - ," 1,410.90 "," 1,535.20 "," 12,809.00 ", -   , -   
9/1/2008,NAVY,IDECM-Blocks 4,2008,PdE, 660.70 , 746.10 , 160.00 , - , - , - , 660.70 , 746.10 , 160.00 , -   , -   
9/1/2008,NAVY,JOINT MRAP,2008,PdE," 22,013.50 "," 22,415.00 "," 15,374.00 ", - , - , - ," 22,013.50 "," 22,415.00 "," 15,374.00 ", -   , -   
9/1/2008,NAVY,JSOW - BASELINE/BLU-108,1990,PdE," 3,566.30 "," 4,898.70 "," 16,124.00 "," (2,090.40)"," (3,037.10)"," (12,790.00)"," 1,475.90 "," 1,861.60 "," 3,334.00 ", (2.10), 9.90 
9/1/2008,NAVY,JSOW - UNITARY,1990,PdE," 1,977.80 "," 2,974.80 "," 7,000.00 ", (200.70), (249.70), - ," 1,777.10 "," 2,725.10 "," 7,000.00 ", (10.10), (8.40)
9/1/2008,NAVY,LCS,2004,PE," 1,172.70 "," 1,211.70 ", 2.00 ," 1,422.50 "," 1,636.90 ", - ," 2,595.20 "," 2,848.60 ", 2.00 , 121.30 , 135.10 
9/1/2008,NAVY,LHA REPLACEMENT,2006,DE," 2,877.40 "," 3,093.50 ", 1.00 , 201.50 , 274.40 , - ," 3,078.90 "," 3,367.90 ", 1.00 , 7.00 , 8.90 
9/1/2008,NAVY,LPD 17,1996,DE," 9,018.10 "," 10,761.80 ", 12.00 ," 2,489.90 "," 3,479.90 ", (3.00)," 11,508.00 "," 14,241.70 ", 9.00 , 92.00 , 111.80 
9/1/2008,NAVY,MH-60R,2006,PdE," 10,627.00 "," 11,424.70 ", 254.00 , 652.30 , 714.70 , - ," 11,279.30 "," 12,139.40 ", 254.00 , 6.10 , 6.30 
9/1/2008,NAVY,MH-60S,1998,PdE," 5,270.10 "," 6,093.80 ", 237.00 ," 1,234.10 "," 1,749.20 ", 34.00 ," 6,504.20 "," 7,843.00 ", 271.00 , 12.40 , 15.60 
9/1/2008,NAVY,MUOS,2004,DE/PdE," 5,738.00 "," 6,481.10 ", 6.00 , (71.00), 200.60 , - ," 5,667.00 "," 6,681.70 ", 6.00 , (1.20), 3.10 
9/1/2008,NAVY,NMT,2002,DE," 1,923.40 "," 2,321.10 ", 333.00 , (246.60), (217.80), (28.00)," 1,676.80 "," 2,103.30 ", 305.00 , (12.80), (9.20)
9/1/2008,NAVY,P-8A (MMA),2004,DE," 26,494.00 "," 31,428.60 ", 115.00 , (311.20)," 1,424.30 ", (2.00)," 26,182.80 "," 32,852.90 ", 113.00 , (0.50), 5.20 
9/1/2008,NAVY,RMS,2006,PdE," 1,304.60 "," 1,399.40 ", 108.00 , 74.90 , 150.30 , - ," 1,379.50 "," 1,549.70 ", 108.00 , 6.00 , 9.90 
9/1/2008,NAVY,SM-6,2004,DE," 4,866.30 "," 5,983.30 "," 1,200.00 ", (173.80), (28.90), - ," 4,692.50 "," 5,954.40 "," 1,200.00 ", (3.60), (0.50)
9/1/2008,NAVY,SSN 774 (VIRGINIA CLASS),1995,DE," 45,633.10 "," 71,080.80 ", 30.00 ," 18,118.70 "," 20,884.40 ", - ," 63,751.80 "," 91,965.20 ", 30.00 , 39.70 , 29.40 
9/1/2008,NAVY,TACTICAL TOMAHAWK,1999,PdE," 2,977.30 "," 3,290.30 "," 2,790.00 ", 728.30 ," 1,085.00 ", 502.00 ," 3,705.60 "," 4,375.30 "," 3,292.00 ", 15.30 , 20.80 
9/1/2008,NAVY,T-AKE,2000,PdE," 4,262.60 "," 4,890.20 ", 12.00 , 355.60 , 825.00 , - ," 4,618.20 "," 5,715.20 ", 12.00 , 7.90 , 15.20 
9/1/2008,NAVY,TRIDENT II MISSILE,1983,PdE," 26,556.30 "," 35,518.50 ", 845.00 , (174.50)," 3,298.90 ", (284.00)," 26,381.80 "," 38,817.40 ", 561.00 , 16.80 , 34.80 
9/1/2008,NAVY,V-22,2005,PdE," 50,250.40 "," 53,253.40 ", 458.00 , 222.40 , 973.50 , - ," 50,472.80 "," 54,226.90 ", 458.00 , 0.40 , 1.80 
9/1/2008,NAVY,VH-71,2003,DE," 5,653.60 "," 6,547.30 ", 23.00 , 77.90 , 202.90 , 5.00 ," 5,731.50 "," 6,750.20 ", 28.00 , (3.30), (2.20)
9/1/2008,NAVY,VTUAV,2006,DE," 2,366.40 "," 2,787.10 ", 177.00 , (491.60), (628.80), - ," 1,874.80 "," 2,158.30 ", 177.00 , (20.80), (22.60)
9/1/2008,NAVY,Navy Subtotal,,," 413,709.70 "," 496,040.10 ",," 56,553.10 "," 87,895.30 ",," 470,262.80 "," 583,935.40 "," 59,655.00 ", 11.10 , 14.30 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
9/1/2008,AIR FORCE,AEHF,2002,DE/PdE," 5,279.20 "," 5,645.30 ", 5.00 ," 3,561.30 "," 4,293.30 ", (1.00)," 8,840.60 "," 9,938.60 ", 4.00 , 69.50 , 76.80 
9/1/2008,AIR FORCE,AMRAAM,1992,PdE," 12,278.20 "," 13,112.40 "," 15,450.00 ", 878.10 ," 1,768.20 "," (1,497.00)"," 13,156.30 "," 14,880.60 "," 13,953.00 ", 17.30 , 30.90 
9/1/2008,AIR FORCE,B-2 EHF INCREMENT 1,2007,DE, 659.70 , 706.10 , 21.00 , (23.30), (25.10), - , 636.40 , 681.00 , 21.00 , (3.50), (3.60)
9/1/2008,AIR FORCE,B-2 RMP,2004,DE," 1,148.40 "," 1,220.00 ", 21.00 , (54.70), 5.40 , - ," 1,093.70 "," 1,225.40 ", 21.00 , (4.80), 0.40 
9/1/2008,AIR FORCE,C-130 AMP,2000,DE," 3,333.90 "," 3,965.40 ", 519.00 ," 1,187.10 "," 1,834.80 ", (297.00)," 4,521.00 "," 5,800.20 ", 222.00 , 76.90 , 102.80 
9/1/2008,AIR FORCE,C-130J,1996,PdE, 730.70 , 839.70 , 11.00 ," 9,074.00 "," 11,189.60 ", 123.00 ," 9,804.70 "," 12,029.30 ", 134.00 , 31.40 , 30.30 
9/1/2008,AIR FORCE,C-17A,1996,PdE," 41,250.90 "," 41,811.90 ", 210.00 ," 17,413.90 "," 20,494.80 ", (20.00)," 58,664.80 "," 62,306.70 ", 190.00 , 45.10 , 55.10 
9/1/2008,AIR FORCE,C-5 AMP,2006,PdE, 888.40 , 856.30 , 61.00 , 488.60 , 549.00 , 51.00 ," 1,377.00 "," 1,405.30 ", 112.00 , 20.10 , 22.40 
9/1/2008,AIR FORCE,C-5 RERP,2008,DE/PdE," 8,798.00 "," 11,093.90 ", 126.00 ," (1,651.40)"," (3,399.80)", (74.00)," 7,146.60 "," 7,694.10 ", 52.00 , 30.10 , 7.60 
9/1/2008,AIR FORCE,F-22,2005,PdE," 64,281.70 "," 61,323.70 ", 181.00 ," 2,710.10 "," 3,216.20 ", 3.00 ," 66,991.80 "," 64,539.90 ", 184.00 , 3.70 , 4.60 
9/1/2008,AIR FORCE,FAB-T,2002,DE," 2,642.30 "," 3,167.40 ", 216.00 , 320.40 , 454.80 , 6.00 ," 2,962.70 "," 3,622.20 ", 222.00 , 10.70 , 12.80 
9/1/2008,AIR FORCE,GBS,1997,DE, 451.40 , 497.10 , 346.00 , 275.60 , 308.40 , 775.00 , 727.00 , 805.50 ," 1,121.00 ", 6.50 , 5.60 
9/1/2008,AIR FORCE,GLOBAL HAWK (RQ-4A/B),2000,DE," 4,350.30 "," 5,394.00 ", 63.00 ," 3,751.60 "," 4,346.70 ", (9.00)," 8,101.90 "," 9,740.70 ", 54.00 , 101.10 , 98.50 
9/1/2008,AIR FORCE,GPS IIIA,2000,DE," 3,179.90 "," 4,002.30 ", 8.00 , - , - , - ," 3,179.90 "," 4,002.30 ", 8.00 , -   , -   
9/1/2008,AIR FORCE,JASSM,1995,PdE," 4,016.40 "," 4,981.10 "," 5,447.00 ", 449.70 ," 1,084.70 ", (441.00)," 4,466.10 "," 6,065.80 "," 5,006.00 ", 18.00 , 30.20 
9/1/2008,AIR FORCE,JDAM,1995,PdE," 2,300.30 "," 2,606.70 "," 89,065.00 "," 2,221.80 "," 2,653.40 "," 112,928.00 "," 4,522.10 "," 5,260.10 "," 201,993.00 ", 28.30 , 29.60 
9/1/2008,AIR FORCE,JPATS,2002,PdE," 4,529.00 "," 5,041.10 ", 783.00 , 385.50 , 493.20 , (15.00)," 4,914.50 "," 5,534.30 ", 768.00 , 9.90 , 11.50 
9/1/2008,AIR FORCE,LAIRCM,2008,PdE, 383.60 , 366.00 , 8.00 , - , - , - , 383.60 , 366.00 , 8.00 , -   , -   
9/1/2008,AIR FORCE,MINUTEMAN III PRP,1994,PdE," 2,086.80 "," 2,600.80 ", 607.00 , 103.00 , 1.00 , (6.00)," 2,189.80 "," 2,601.80 ", 601.00 , 5.50 , 0.50 
9/1/2008,AIR FORCE,MP RTIP,2000,DE," 1,449.30 "," 1,568.40 ", - , (334.60), (343.40), - ," 1,114.70 "," 1,225.00 ", - , (23.10), (21.90)
9/1/2008,AIR FORCE,NAS,2005,PdE," 1,373.20 "," 1,421.10 ", 93.00 , 50.30 , 69.60 , (2.00)," 1,423.50 "," 1,490.70 ", 91.00 , 4.80 , 6.30 
9/1/2008,AIR FORCE,NAVSTAR GPS - SPACE & CONTROL,2000,PdE," 5,015.60 "," 5,120.90 ", 33.00 , 947.50 ," 1,185.20 ", - ," 5,963.10 "," 6,306.10 ", 33.00 , 18.40 , 23.20 
9/1/2008,AIR FORCE,NAVSTAR GPS - USER EQUIPMENT,2000,PdE, 797.80 , 874.40 , - , 992.80 ," 1,219.30 ", - ," 1,790.60 "," 2,093.70 ", - , 124.40 , 139.40 
9/1/2008,AIR FORCE,NPOESS,2002,PdE," 5,538.00 "," 6,117.60 ", 6.00 ," 3,825.00 "," 5,022.60 ", (2.00)," 9,363.00 "," 11,140.20 ", 4.00 , 83.40 , 101.70 
9/1/2008,AIR FORCE,SBIRS HIGH,1995,DE," 3,679.50 "," 4,147.30 ", 5.00 ," 5,879.20 "," 7,407.20 ", (1.00)," 9,558.70 "," 11,554.50 ", 4.00 , 178.20 , 200.20 
9/1/2008,AIR FORCE,SBSS B10,2007,DE, 810.50 , 825.80 , 1.00 , 0.50 , (1.90), - , 811.00 , 823.90 , 1.00 , 0.10 , (0.20)
9/1/2008,AIR FORCE,SDB I,2001,PdE," 1,526.00 "," 1,786.30 "," 24,070.00 ", (274.00), (309.40), - ," 1,252.00 "," 1,476.90 "," 24,070.00 ", (18.00), (17.30)
9/1/2008,AIR FORCE,WGS,2001,PdE, 980.40 ," 1,042.50 ", 3.00 , 784.00 , 908.00 , 2.00 ," 1,764.40 "," 1,950.50 ", 5.00 , 14.50 , 16.30 
9/1/2008,AIR FORCE,Air Force Subtotal,,," 183,759.40 "," 192,135.50 ",," 52,962.00 "," 64,425.80 ",," 236,721.50 "," 256,561.30 "," 248,882.00 ", 21.70 , 25.30 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
9/1/2008,DoD,BMDS,2002,PE," 44,740.10 "," 47,217.10 ", - ," 44,658.20 "," 55,695.30 ", - ," 89,398.30 "," 102,912.40 ", - , 99.80 , 118.00 
9/1/2008,DoD,CHEM DEMIL-ACWA,1994,PdE," 1,957.40 "," 2,430.40 ", - ," 3,541.40 "," 5,561.50 "," 3,136.00 "," 5,498.80 "," 7,991.90 "," 3,136.00 ", 180.90 , 228.80 
9/1/2008,DoD,CHEM DEMIL-CMA,1994,PdE," 11,513.70 "," 12,879.90 "," 29,060.00 "," 10,945.60 "," 14,542.70 ", - ," 22,459.30 "," 27,422.60 "," 29,060.00 ", 95.10 , 112.90 
9/1/2008,DoD,F-35 (JSF),2002,DE," 177,100.00 "," 233,000.00 "," 2,866.00 "," 32,914.50 "," 65,842.80 ", (410.00)," 210,014.50 "," 298,842.80 "," 2,456.00 ", 30.60 , 44.00 
9/1/2008,DoD,JTRS GMR,2002,DE," 14,437.20 "," 19,112.90 "," 108,388.00 ", (194.10)," 1,423.50 "," (21,736.00)"," 14,243.10 "," 20,536.40 "," 86,652.00 ", 13.30 , 27.60 
9/1/2008,DoD,JTRS HMS,2004,DE," 8,569.00 "," 10,717.00 "," 328,674.00 "," (5,897.20)"," (7,350.10)"," (232,713.00)"," 2,671.80 "," 3,366.90 "," 95,961.00 ", (42.70), (36.10)
9/1/2008,DoD,JTRS NED,2002,DE, 812.90 , 914.40 , - , 930.30 ," 1,047.40 ", - ," 1,743.20 "," 1,961.80 ", - , 114.40 , 114.50 
9/1/2008,DoD,MIDS,2003,PdE," 1,824.80 "," 1,818.90 "," 2,964.00 ", 464.30 , 553.80 , 843.00 ," 2,289.10 "," 2,372.70 "," 3,807.00 ", 11.70 , 14.00 
9/1/2008,DoD,DoD Subtotal,,," 260,955.10 "," 328,090.60 ",," 87,363.00 "," 137,316.90 ",," 348,318.10 "," 465,407.50 "," 221,072.00 ", 45.60 , 58.10 
9/1/2008,Total,Grand Total,,," 1,072,963.40 "," 1,275,029.90 ",," 247,513.00 "," 373,262.40 ",," 1,320,476.50 "," 1,648,292.30 "," 787,097.00 ", 23.10 , 30.00 
