SARdate,Component,SARprogram,BaselineYear,BaseLineType,BaselineEstimateBaselineYear,BaselineEstimateThenYear,BaselineEstimateQuantity,ChangesToDateBaselineYear,ChangesToDateThenYear,ChangesToDateQuantity,CurrentEstimateBaselineYear,CurrentEstimateThenYear,CurrentEstimateQuantity,PrecntChangeToDateAdjustedForQuantityConstant,PrecntChangeToDateAdjustedForQuantityThenYear
12/1/2003,NAVY,DDG 51,1987,PdE," 16,953.70 "," 20,117.50 ", 23.00 ," 30,348.50 "," 42,723.00 ", 39.00 ," 47,302.20 "," 62,840.50 ", 62.00 , 13.60 , 10.20 
12/1/2003,NAVY,E-2 ADV HAWKEYE,2002,DE," 12,225.00 "," 14,982.00 ", 75.00 , 168.90 , (21.50), - ," 12,393.90 "," 14,960.50 ", 75.00 , 1.40 , (0.10)
12/1/2003,NAVY,E-2C REPRODUCTION,1994,PdE," 2,627.70 "," 3,187.90 ", 36.00 ," 1,229.60 "," 1,116.60 ", 8.00 ," 3,857.30 "," 4,304.50 ", 44.00 , 24.20 , 14.30 
12/1/2003,NAVY,EA-18G,2004,," 7,662.60 "," 8,421.60 ", 90.00 , 64.70 , 69.80 , - ," 7,727.30 "," 8,491.40 ", 90.00 , 0.80 , 0.80 
12/1/2003,NAVY,EFV (AAAV),1993,DE," 6,650.40 "," 8,725.20 "," 1,025.00 "," 1,403.60 "," 1,877.10 ", - ," 8,054.00 "," 10,602.30 "," 1,025.00 ", 21.10 , 21.50 
12/1/2003,NAVY,F/A-18E/F,2000,PdE," 38,884.70 "," 41,637.30 ", 458.00 ," 2,780.60 "," 2,207.90 ", 4.00 ," 41,665.30 "," 43,845.20 ", 462.00 , 6.60 , 4.80 
12/1/2003,NAVY,H-1 UPGRADES,1996,DE," 2,792.50 "," 3,547.50 ", 284.00 ," 2,853.00 "," 3,279.80 ", - ," 5,645.50 "," 6,827.30 ", 284.00 , 102.20 , 92.50 
12/1/2003,NAVY,JSOW,1990,DE," 6,927.20 "," 11,205.90 "," 23,924.00 "," (3,659.80)"," (6,783.00)"," (11,590.00)"," 3,267.40 "," 4,422.90 "," 12,334.00 ", (33.60), (44.80)
12/1/2003,NAVY,LHD 1,1982,DE," 2,931.80 "," 4,451.00 ", 3.00 ," 4,407.50 "," 5,479.10 ", 5.00 ," 7,339.30 "," 9,930.10 ", 8.00 , 2.50 , (12.90)
12/1/2003,NAVY,LPD 17,1996,DE," 9,018.10 "," 10,761.80 ", 12.00 ," 4,166.10 "," 4,820.90 ", - ," 13,184.20 "," 15,582.70 ", 12.00 , 46.20 , 44.80 
12/1/2003,NAVY,MH-60R,1993,DE," 4,020.50 "," 5,636.40 ", 188.00 ," 4,290.50 "," 4,922.90 ", 66.00 ," 8,311.00 "," 10,559.30 ", 254.00 , 71.10 , 55.80 
12/1/2003,NAVY,MH-60S,1998,PdE," 5,270.10 "," 6,093.80 ", 237.00 , 45.30 , (121.90), - ," 5,315.40 "," 5,971.90 ", 237.00 , 0.90 , (2.00)
12/1/2003,NAVY,MIDS-LVT,1992,DE, 924.90 ," 1,119.50 ", 672.00 , 643.90 , 729.30 ," 2,334.00 "," 1,568.80 "," 1,848.80 "," 3,006.00 ", 10.70 , 6.60 
12/1/2003,NAVY,NESP,1990,PdE," 1,876.60 "," 2,373.70 ", 393.00 , (79.90), (318.00), 122.00 ," 1,796.70 "," 2,055.70 ", 515.00 , (12.50), (20.50)
12/1/2003,NAVY,SM 2,1984,DE," 8,770.10 "," 11,067.20 "," 13,778.00 ", (95.70), (222.70)," (2,113.00)"," 8,674.40 "," 10,844.50 "," 11,665.00 ", 18.60 , 30.70 
12/1/2003,NAVY,SSGN,2002,PdE," 3,869.10 "," 4,051.90 ", 4.00 , (9.90), (41.70), - ," 3,859.20 "," 4,010.20 ", 4.00 , (0.30), (1.00)
12/1/2003,NAVY,SSN 774 (VA CLASS),1995,DE," 45,633.10 "," 71,080.80 ", 30.00 ," 18,321.40 "," 12,134.40 ", - ," 63,954.50 "," 83,215.20 ", 30.00 , 40.10 , 17.10 
12/1/2003,NAVY,T-45TS,1995,PdE," 5,528.10 "," 5,599.50 ", 176.00 , 832.00 , 723.50 , 34.00 ," 6,360.10 "," 6,323.00 ", 210.00 , 4.20 , 2.10 
12/1/2003,NAVY,T-AKE,2000,PdE," 4,262.60 "," 4,890.20 ", 12.00 , (40.90), (397.80), (1.00)," 4,221.70 "," 4,492.40 ", 11.00 , 7.30 , -   
12/1/2003,NAVY,TACTICAL TOMAHAWK,1999,DE," 1,683.70 "," 1,863.40 "," 1,365.00 "," 1,293.60 "," 1,426.90 "," 1,425.00 "," 2,977.30 "," 3,290.30 "," 2,790.00 ", 21.40 , 19.00 
12/1/2003,NAVY,TRIDENT II MSL,1983,PdE," 26,556.30 "," 35,518.50 ", 845.00 , (552.30)," 1,800.30 ", (277.00)," 26,004.00 "," 37,318.80 ", 568.00 , 14.60 , 28.60 
12/1/2003,NAVY,V-22,1986,DE," 23,073.00 "," 29,662.30 ", 913.00 ," 7,939.20 "," 18,362.40 ", (455.00)," 31,012.20 "," 48,024.70 ", 458.00 , 37.10 , 15.80 
12/1/2003,NAVY,Navy Subtotal,,," 257,872.50 "," 328,761.30 ",," 84,481.20 "," 101,986.00 ",," 342,353.70 "," 430,747.30 ",, 20.30 , 10.80 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2003,AIR FORCE,AEHF,2002,DE," 5,279.20 "," 5,645.30 ", 5.00 , (451.60), (617.70), (2.00)," 4,827.60 "," 5,027.60 ", 3.00 , 9.00 , 7.50 
12/1/2003,AIR FORCE,AMRAAM,1992,PdE," 12,278.20 "," 13,112.40 "," 15,450.00 "," (1,696.70)"," (2,351.10)"," (4,451.00)"," 10,581.50 "," 10,761.30 "," 10,999.00 ", 2.40 , 5.90 
12/1/2003,AIR FORCE,AWACS RSIP (E-3),1997,PdE, 890.10 , 891.30 , 32.00 , 128.90 , 113.80 , - ," 1,019.00 "," 1,005.10 ", 32.00 , 14.50 , 12.80 
12/1/2003,AIR FORCE,B-1B CMUP,2003,PdE, 693.30 , 675.40 , 60.00 , (27.00), (27.70), - , 666.30 , 647.70 , 60.00 , (3.90), (4.10)
12/1/2003,AIR FORCE,C-130 AMP,2000,DE," 3,333.90 "," 3,965.40 ", 519.00 , 583.80 , 620.60 , (29.00)," 3,917.70 "," 4,586.00 ", 490.00 , 21.20 , 20.20 
12/1/2003,AIR FORCE,C-130J,1996,PdE, 730.70 , 839.70 , 11.00 ," 12,766.30 "," 15,556.80 ", 157.00 ," 13,497.00 "," 16,396.50 ", 168.00 , 19.90 , 15.10 
12/1/2003,AIR FORCE,C-17A,1996,PdE," 41,250.90 "," 41,811.90 ", 210.00 ," 16,335.00 "," 18,350.60 ", (30.00)," 57,585.90 "," 60,162.50 ", 180.00 , 48.70 , 58.00 
12/1/2003,AIR FORCE,C-5 RERP,2000,DE," 8,798.00 "," 11,093.90 ", 126.00 , (334.80), (901.60), (14.00)," 8,463.20 "," 10,192.30 ", 112.00 , 1.70 , (2.80)
12/1/2003,AIR FORCE,EELV,1995,DE," 13,116.60 "," 17,347.80 ", 181.00 ," 11,739.30 "," 14,998.70 ", 1.00 ," 24,855.90 "," 32,346.50 ", 182.00 , 87.70 , 85.00 
12/1/2003,AIR FORCE,F/A-22,1990,DE," 60,270.00 "," 99,109.00 ", 648.00 ," (4,078.70)"," (27,415.80)", (369.00)," 56,191.30 "," 71,693.20 ", 279.00 , 36.00 , 20.30 
12/1/2003,AIR FORCE,GBS,1997,DE, 451.40 , 497.10 , 346.00 , 236.30 , 191.80 , 731.00 , 687.70 , 688.90 ," 1,077.00 ", 1.50 , (9.10)
12/1/2003,AIR FORCE,GLOBAL HAWK,2000,DE," 4,350.30 "," 5,394.00 ", 63.00 ," 1,309.70 ", 886.90 , (12.00)," 5,660.00 "," 6,280.90 ", 51.00 , 45.30 , 32.40 
12/1/2003,AIR FORCE,JASSM,1995,DE," 1,749.50 "," 2,073.30 "," 2,469.00 "," 1,562.90 "," 1,925.20 "," 1,897.00 "," 3,312.40 "," 3,998.50 "," 4,366.00 ", 29.10 , 25.00 
12/1/2003,AIR FORCE,JDAM,1995,PdE," 2,300.30 "," 2,606.70 "," 89,065.00 "," 2,373.20 "," 2,694.80 "," 120,687.00 "," 4,673.50 "," 5,301.50 "," 209,752.00 ", 27.50 , 24.90 
12/1/2003,AIR FORCE,JPATS,2002,PdE," 4,529.00 "," 5,041.10 ", 783.00 , 255.90 , 120.60 , - ," 4,784.90 "," 5,161.70 ", 783.00 , 5.70 , 2.40 
12/1/2003,AIR FORCE,JSTARS,1998,PdE," 9,932.30 "," 9,762.10 ", 20.00 , 32.40 , (120.10), (2.00)," 9,964.70 "," 9,642.00 ", 18.00 , 5.20 , 5.30 
12/1/2003,AIR FORCE,MINUTEMAN III GRP,1993,PdE," 2,012.50 "," 2,400.10 ", 652.00 , 140.30 , 68.00 , - ," 2,152.80 "," 2,468.10 ", 652.00 , 8.80 , 4.50 
12/1/2003,AIR FORCE,MINUTEMAN III PRP,1994,PdE," 2,086.80 "," 2,600.80 ", 607.00 , (71.90), (279.90), (27.00)," 2,014.90 "," 2,320.90 ", 580.00 , (0.70), (8.30)
12/1/2003,AIR FORCE,NAS,1990,DE, 573.30 , 791.10 , 53.00 , 475.70 , 611.80 , 39.00 ," 1,049.00 "," 1,402.90 ", 92.00 , 32.60 , 28.60 
12/1/2003,AIR FORCE,NAVSTAR GPS,2000,PdE," 5,813.40 "," 5,995.30 ", 33.00 , 860.60 , 898.70 , 4.00 ," 6,674.00 "," 6,894.00 ", 37.00 , 9.90 , 9.70 
12/1/2003,AIR FORCE,NPOESS,2002,DE/PdE," 5,538.00 "," 6,117.60 ", 6.00 , 362.60 , 263.10 , - ," 5,900.60 "," 6,380.70 ", 6.00 , 6.50 , 4.30 
12/1/2003,AIR FORCE,SBIRS HIGH,1995,DE," 3,679.50 "," 4,147.30 ", 5.00 ," 3,889.80 "," 4,483.90 ", - ," 7,569.30 "," 8,631.20 ", 5.00 , 104.20 , 106.80 
12/1/2003,AIR FORCE,WIDEBAND GAPFILLER,2001,PdE, 980.40 ," 1,042.50 ", 3.00 , 475.80 , 513.30 , 2.00 ," 1,456.20 "," 1,555.80 ", 5.00 , (5.50), (7.20)
12/1/2003,AIR FORCE,Air Force Subtotal,,," 190,637.60 "," 242,961.10 ",," 46,867.80 "," 30,584.70 ",," 237,505.40 "," 273,545.80 ",, 32.70 , 25.60 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2003,DoD,BMDS (RDT&E),2002,PE," 44,740.10 "," 47,217.10 ", - ," 17,472.50 "," 18,903.20 ", - ," 62,212.60 "," 66,120.30 ", - , 39.10 , 40.00 
12/1/2003,DoD,CHEM DEMIL-COMBINED,1994,PdE," 13,471.10 "," 15,310.30 "," 32,194.00 "," 7,650.30 "," 9,052.70 ", 2.00 ," 21,121.40 "," 24,363.00 "," 32,196.00 ", 56.80 , 59.10 
12/1/2003,DoD,JSF (F-35),2002,DE," 75,600.00 "," 231,000.00 "," 2,866.00 "," 16,032.90 "," 13,834.30 ", (409.00)," 191,632.90 "," 244,834.30 "," 2,457.00 ", 20.30 , 19.10 
12/1/2003,DoD,JTRS WAVEFORM (RDT&E),2002,DE, 812.90 , 914.40 , - , 72.60 , 67.90 , - , 885.50 , 982.30 , - , 8.90 , 7.40 
12/1/2003,DoD,DoD Subtotal,,," 234,624.10 "," 294,441.80 ",," 41,228.30 "," 41,858.10 ",," 275,852.40 "," 336,299.90 ",, 26.30 , 21.60 
12/1/2003,Total,Grand Total,,," 916,824.30 "," 1,151,282.30 ",," 183,840.30 "," 180,744.90 ",," 1,100,664.60 "," 1,332,027.20 ",, 21.20 , 15.00 
