SARdate,Component,SARprogram,BaselineYear,BaseLineType,BaselineEstimateBaselineYear,BaselineEstimateThenYear,BaselineEstimateQuantity,ChangesToDateBaselineYear,ChangesToDateThenYear,ChangesToDateQuantity,CurrentEstimateBaselineYear,CurrentEstimateThenYear,CurrentEstimateQuantity,PrecntChangeToDateAdjustedForQuantityConstant,PrecntChangeToDateAdjustedForQuantityThenYear
12/1/2004,ARMY,JTRS CLUSTER 5,2004,DE," 8,569.00 "," 10,717.00 "," 329,574.00 ", - , 276.20 , - ," 8,569.00 "," 10,993.20 "," 329,574.00 ", - , 2.60 
12/1/2004,ARMY,LAND WARRIOR,2003,DE," 2,451.50 "," 2,844.40 "," 15,985.00 "," 6,288.10 "," 10,090.10 "," 69,427.00 "," 8,739.60 "," 12,934.50 "," 85,412.00 ", (4.70), 1.90 
12/1/2004,ARMY,LONGBOW APACHE,1996,PdE," 5,690.60 "," 7,027.80 ", 758.00 ," 2,472.30 "," 2,013.80 ", (161.00)," 8,162.90 "," 9,041.60 ", 597.00 , 80.10 , 62.30 
12/1/2004,ARMY,LONGBOW HELLFIRE,1996,PdE," 2,352.00 "," 2,635.60 "," 13,311.00 ", 43.00 , (126.00), (406.00)," 2,395.00 "," 2,509.60 "," 12,905.00 ", 3.70 , (2.80)
12/1/2004,ARMY,MCS,1980,DE, 106.90 , 232.10 , - , 248.50 , 514.80 ," 6,543.00 ", 355.40 , 746.90 ," 6,543.00 ", (59.60), (64.90)
12/1/2004,ARMY,PAT/MEADS CAP,2004,DE," 22,751.40 "," 29,895.40 "," 1,576.00 ", (549.00), 43.30 , - ," 22,202.40 "," 29,938.70 "," 1,576.00 ", (2.40), 0.10 
12/1/2004,ARMY,PATRIOT PAC-3,2002,PdE," 12,598.00 "," 12,607.00 "," 1,199.00 ", (637.10), (650.90), (198.00)," 11,960.90 "," 11,956.10 "," 1,001.00 ", (1.40), (0.80)
12/1/2004,ARMY,STRYKER,2004,PdE," 8,276.90 "," 8,534.70 "," 2,096.00 "," 1,533.60 "," 1,870.80 ", 353.00 ," 9,810.50 "," 10,405.50 "," 2,449.00 ", 8.00 , 10.50 
12/1/2004,ARMY,WIN-T,2003,DE," 9,864.90 "," 12,040.50 ", 1.00 , 272.10 , 856.20 , - ," 10,137.00 "," 12,896.70 ", 1.00 , 2.80 , 7.10 
12/1/2004,ARMY,Army Subtotal,,," 231,437.40 "," 281,913.70 ",," 18,735.50 "," 30,223.80 ",," 250,172.90 "," 312,137.50 ",, 7.90 , 8.90 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2004,NAVY,AESA (RDT&E),2000,DE, 494.80 , 525.20 , - , 71.40 , 71.10 , - , 566.20 , 596.30 , - , 14.40 , 13.50 
12/1/2004,NAVY,AGM-88E (AARGM),2003,," 1,339.80 "," 1,510.90 "," 1,790.00 ", 54.50 , 45.70 , - ," 1,394.30 "," 1,556.60 "," 1,790.00 ", 4.10 , 3.00 
12/1/2004,NAVY,AIM-9X,1997,PdE," 2,464.00 "," 3,232.90 "," 10,049.00 ", (6.90), (194.40), 93.00 ," 2,457.10 "," 3,038.50 "," 10,142.00 ", (0.80), (6.60)
12/1/2004,NAVY,ASDS,2003,DE," 1,837.90 "," 1,969.30 ", 6.00 , (688.60), (768.30), (3.00)," 1,149.30 "," 1,201.00 ", 3.00 , (0.90), 3.00 
12/1/2004,NAVY,CEC,2002,PdE," 4,123.30 "," 4,310.70 ", 272.00 , 138.00 , 213.90 , 45.00 ," 4,261.30 "," 4,524.60 ", 317.00 , 0.40 , 0.80 
12/1/2004,NAVY,COBRA JUDY (RDT&E),2003,DE," 1,365.00 "," 1,464.00 ", 1.00 , (7.30), 17.00 , - ," 1,357.70 "," 1,481.00 ", 1.00 , (0.50), 1.20 
12/1/2004,NAVY,CVN 21,2000,DE," 28,701.20 "," 36,082.10 ", 3.00 ," (1,494.80)", (68.90), - ," 27,206.40 "," 36,013.20 ", 3.00 , (5.20), (0.20)
12/1/2004,NAVY,CVN-68,1995,PdE," 4,557.10 "," 5,540.80 ", 1.00 , 903.40 , 809.30 , - ," 5,460.50 "," 6,350.10 ", 1.00 , 19.80 , 14.60 
12/1/2004,NAVY,DD(X) (RDT&E),1996,PE," 1,754.00 "," 2,089.00 ", - ," 5,276.20 "," 5,971.80 ", - ," 7,030.20 "," 8,060.80 ", - , 339.60 , 325.80 
12/1/2004,NAVY,DDG 51,1987,PdE," 16,953.70 "," 20,117.50 ", 23.00 ," 29,885.90 "," 42,641.50 ", 39.00 ," 46,839.60 "," 62,759.00 ", 62.00 , 12.50 , 10.00 
12/1/2004,NAVY,E-2 ADV HAWKEYE,2002,DE," 12,225.00 "," 14,982.00 ", 75.00 , 169.00 , 585.50 , - ," 12,394.00 "," 15,567.50 ", 75.00 , 1.40 , 3.90 
12/1/2004,NAVY,E-2C REPRODUCTION,1994,PdE," 2,627.70 "," 3,187.90 ", 36.00 ," 1,245.60 "," 1,158.90 ", 8.00 ," 3,873.30 "," 4,346.80 ", 44.00 , 24.70 , 15.40 
12/1/2004,NAVY,EA-18G,2004,," 7,662.60 "," 8,421.60 ", 90.00 , (67.10), 237.90 , - ," 7,595.50 "," 8,659.50 ", 90.00 , (0.90), 2.80 
12/1/2004,NAVY,EFV (AAAV),1993,DE," 6,650.40 "," 8,725.20 "," 1,025.00 "," 2,386.30 "," 3,853.80 ", - ," 9,036.70 "," 12,579.00 "," 1,025.00 ", 35.90 , 44.20 
12/1/2004,NAVY,F/A-18E/F,2000,PdE," 38,884.70 "," 41,637.30 ", 458.00 ," 2,638.40 "," 2,345.60 ", 4.00 ," 41,523.10 "," 43,982.90 ", 462.00 , 6.20 , 5.10 
12/1/2004,NAVY,H-1 UPGRADES,1996,DE," 2,792.50 "," 3,547.50 ", 284.00 ," 3,503.70 "," 4,457.00 ", - ," 6,296.20 "," 8,004.50 ", 284.00 , 125.50 , 125.60 
12/1/2004,NAVY,JSOW,1990,DE/PdE," 6,927.20 "," 11,205.90 "," 23,924.00 "," (3,532.40)"," (6,427.30)"," (13,590.00)"," 3,394.80 "," 4,778.60 "," 10,334.00 ", (41.20), (49.80)
12/1/2004,NAVY,LCS,2004,," 1,172.70 "," 1,211.70 ", 2.00 , 87.00 , 102.00 , - ," 1,259.70 "," 1,313.70 ", 2.00 , 7.40 , 8.40 
12/1/2004,NAVY,LHD 1,1982,DE," 2,931.80 "," 4,451.00 ", 3.00 ," 4,413.90 "," 5,550.20 ", 5.00 ," 7,345.70 "," 10,001.20 ", 8.00 , 2.60 , (12.30)
12/1/2004,NAVY,LPD 17,1996,DE," 9,018.10 "," 10,761.80 ", 12.00 ," 1,286.80 "," 1,365.90 ", (3.00)," 10,304.90 "," 12,127.70 ", 9.00 , 71.90 , 80.40 
12/1/2004,NAVY,MH-60R,1993,DE," 4,020.50 "," 5,636.40 ", 188.00 ," 4,544.20 "," 5,551.30 ", 66.00 ," 8,564.70 "," 11,187.70 ", 254.00 , 76.30 , 65.10 
12/1/2004,NAVY,MH-60S,1998,PdE," 5,270.10 "," 6,093.80 ", 237.00 ," 1,304.10 "," 1,628.10 ", 34.00 ," 6,574.20 "," 7,721.90 ", 271.00 , 13.70 , 14.00 
12/1/2004,NAVY,MIDS-LVT,2003,PdE," 1,824.80 "," 1,818.90 "," 2,964.00 ", 239.50 , 263.70 , 117.00 ," 2,064.30 "," 2,082.60 "," 3,081.00 ", 11.00 , 12.30 
12/1/2004,NAVY,MMA,2004,," 26,494.00 "," 31,428.60 ", 115.00 , (307.20), 482.00 , - ," 26,186.80 "," 31,910.60 ", 115.00 , (1.20), 1.50 
12/1/2004,NAVY,NESP,1990,PdE," 1,876.60 "," 2,373.70 ", 393.00 , (83.40), (315.80), 114.00 ," 1,793.20 "," 2,057.90 ", 507.00 , (12.30), (20.10)
12/1/2004,NAVY,SM-2,1984,DE," 2,198.50 "," 3,014.40 "," 3,000.00 "," (1,537.40)"," (2,120.50)"," (2,840.00)", 661.10 , 893.90 , 160.00 , 45.80 ," (3,748.60)"
12/1/2004,NAVY,SM-6,2004,DE," 4,866.30 "," 5,983.30 "," 1,200.00 ", (122.10), (6.00), - ," 4,744.20 "," 5,977.30 "," 1,200.00 ", (2.50), (0.10)
12/1/2004,NAVY,SSGN,2002,DE/PdE," 3,869.10 "," 4,051.90 ", 4.00 , (4.70), 13.30 , - ," 3,864.40 "," 4,065.20 ", 4.00 , (0.10), 0.30 
12/1/2004,NAVY,SSN 774 (VA CLASS),1995,DE," 45,633.10 "," 71,080.80 ", 30.00 ," 22,695.00 "," 22,899.00 ", - ," 68,328.10 "," 93,979.80 ", 30.00 , 49.70 , 32.20 
12/1/2004,NAVY,T-45TS,1995,PdE," 5,528.10 "," 5,599.50 ", 176.00 ," 1,208.40 "," 1,202.90 ", 49.00 ," 6,736.50 "," 6,802.40 ", 225.00 , 5.40 , 3.90 
12/1/2004,NAVY,T-AKE,2000,PdE," 4,262.60 "," 4,890.20 ", 12.00 , (289.70), (293.30), (1.00)," 3,972.90 "," 4,596.90 ", 11.00 , 0.90 , 2.30 
12/1/2004,NAVY,TACTICAL TOMAHAWK,1999,PdE," 2,977.30 "," 3,290.30 "," 2,790.00 ", 686.70 , 919.80 , 614.00 ," 3,664.00 "," 4,210.10 "," 3,404.00 ", 10.10 , 12.80 
12/1/2004,NAVY,TRIDENT II MSL,1983,PdE," 26,556.30 "," 35,518.50 ", 845.00 , (869.90)," 1,463.30 ", (284.00)," 25,686.40 "," 36,981.80 ", 561.00 , 13.70 , 28.40 
12/1/2004,NAVY,V-22,1986,DE," 23,073.00 "," 29,662.30 ", 913.00 ," 8,626.50 "," 20,823.80 ", (455.00)," 31,699.50 "," 50,486.10 ", 458.00 , 40.20 , 21.70 
12/1/2004,NAVY,Navy Subtotal,,," 312,933.80 "," 395,416.90 ",," 82,353.00 "," 114,479.80 ",," 395,286.80 "," 509,896.70 ",, 18.30 , 12.80 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2004,AIR FORCE,AEHF,2002,DE," 5,279.20 "," 5,645.30 ", 5.00 , 528.90 , 447.90 , (2.00)," 5,808.10 "," 6,093.20 ", 3.00 , 31.10 , 30.30 
12/1/2004,AIR FORCE,AMRAAM,1992,PdE," 12,278.20 "," 13,112.40 "," 15,450.00 ", (130.40), 68.70 ," (1,107.00)"," 12,147.80 "," 13,181.10 "," 14,343.00 ", 6.90 , 13.70 
12/1/2004,AIR FORCE,B-1B CMUP,2003,PdE, 693.30 , 675.40 , 60.00 , (40.60), (40.80), 7.00 , 652.70 , 634.60 , 67.00 , (7.70), (8.00)
12/1/2004,AIR FORCE,B-2 RMP,2004,DE," 1,148.40 "," 1,220.00 ", 21.00 , (49.00), (31.50), - ," 1,099.40 "," 1,188.50 ", 21.00 , (4.30), (2.60)
12/1/2004,AIR FORCE,C-130 AMP,2000,DE," 3,333.90 "," 3,965.40 ", 519.00 , 384.80 , 483.90 , (54.00)," 3,718.70 "," 4,449.30 ", 465.00 , 16.90 , 18.80 
12/1/2004,AIR FORCE,C-130J,1996,PdE, 730.70 , 839.70 , 11.00 ," 4,778.30 "," 5,383.50 ", 42.00 ," 5,509.00 "," 6,223.20 ", 53.00 , 49.80 , 46.40 
12/1/2004,AIR FORCE,C-17A,1996,PdE," 41,250.90 "," 41,811.90 ", 210.00 ," 15,262.30 "," 17,396.30 ", (30.00)," 56,513.20 "," 59,208.20 ", 180.00 , 45.90 , 55.50 
12/1/2004,AIR FORCE,C-5 RERP,2000,DE," 8,798.00 "," 11,093.90 ", 126.00 , (158.30), (47.10), (14.00)," 8,639.70 "," 11,046.80 ", 112.00 , 3.80 , 5.30 
12/1/2004,AIR FORCE,EELV,1995,DE," 13,116.60 "," 17,347.80 ", 181.00 ," 10,662.70 "," 14,426.50 ", (43.00)," 23,779.30 "," 31,774.30 ", 138.00 , 167.40 , 179.50 
12/1/2004,AIR FORCE,F/A-22,1990,DE," 60,270.00 "," 99,109.00 ", 648.00 ," (11,680.20)"," (37,785.30)", (467.00)," 48,589.80 "," 61,323.70 ", 181.00 , 35.50 , 19.30 
12/1/2004,AIR FORCE,GBS,1997,DE, 451.40 , 497.10 , 346.00 , 244.60 , 258.90 , 703.00 , 696.00 , 756.00 ," 1,049.00 ", 3.20 , 0.60 
12/1/2004,AIR FORCE,GLOBAL HAWK,2000,DE," 4,350.30 "," 5,394.00 ", 63.00 ," 1,419.60 "," 1,172.00 ", (12.00)," 5,769.90 "," 6,566.00 ", 51.00 , 48.10 , 38.40 
12/1/2004,AIR FORCE,JASSM,1995,PdE," 4,016.40 "," 4,981.10 "," 5,447.00 ", (347.60), (337.70), (453.00)," 3,668.80 "," 4,643.40 "," 4,994.00 ", (2.60), 0.20 
12/1/2004,AIR FORCE,JDAM,1995,PdE," 2,300.30 "," 2,606.70 "," 89,065.00 "," 2,443.80 "," 2,871.20 "," 123,254.00 "," 4,744.10 "," 5,477.90 "," 212,319.00 ", 27.80 , 27.30 
12/1/2004,AIR FORCE,JPATS,2002,PdE," 4,529.00 "," 5,041.10 ", 783.00 , 240.80 , 205.20 , - ," 4,769.80 "," 5,246.30 ", 783.00 , 5.30 , 4.10 
12/1/2004,AIR FORCE,MINUTEMAN III GRP,1993,PdE," 2,012.50 "," 2,400.10 ", 652.00 , 113.50 , 51.50 , - ," 2,126.00 "," 2,451.60 ", 652.00 , 7.50 , 3.80 
12/1/2004,AIR FORCE,MINUTEMAN III PRP,1994,PdE," 2,086.80 "," 2,600.80 ", 607.00 , 80.80 , (60.00), (12.00)," 2,167.60 "," 2,540.80 ", 595.00 , 5.10 , (1.20)
12/1/2004,AIR FORCE,MP RTIP (RDT&E),2000,DE," 1,449.30 "," 1,568.40 ", - , (76.60), (55.50), - ," 1,372.70 "," 1,512.90 ", - , (5.30), (3.50)
12/1/2004,AIR FORCE,NAS,1990,DE, 573.30 , 791.10 , 53.00 , 509.90 , 689.50 , 40.00 ," 1,083.20 "," 1,480.60 ", 93.00 , 36.00 , 34.70 
12/1/2004,AIR FORCE,NAVSTAR GPS,2000,PdE," 5,813.40 "," 5,995.30 ", 33.00 ," 1,400.80 "," 1,610.30 ", 7.00 ," 7,214.20 "," 7,605.60 ", 40.00 , 14.90 , 16.60 
12/1/2004,AIR FORCE,NPOESS,2002,PdE," 5,538.00 "," 6,117.60 ", 6.00 , 625.70 , 682.40 , - ," 6,163.70 "," 6,800.00 ", 6.00 , 11.30 , 11.20 
12/1/2004,AIR FORCE,SBIRS HIGH,1995,DE," 3,679.50 "," 4,147.30 ", 5.00 ," 4,548.20 "," 5,466.00 ", - ," 8,227.70 "," 9,613.30 ", 5.00 , 122.00 , 130.30 
12/1/2004,AIR FORCE,SDB,2001,DE," 1,526.00 "," 1,786.30 "," 24,070.00 ", (18.20), 22.90 , - ," 1,507.80 "," 1,809.20 "," 24,070.00 ", (1.20), 1.30 
12/1/2004,AIR FORCE,TSAT,2002,DE," 15,547.40 "," 17,661.30 ", 6.00 , 421.50 ," 1,259.40 ", - ," 15,968.90 "," 18,920.70 ", 6.00 , 2.70 , 7.10 
12/1/2004,AIR FORCE,WIDEBAND GAPFILLER,2001,PdE, 980.40 ," 1,042.50 ", 3.00 , 711.50 , 794.90 , 2.00 ," 1,691.90 "," 1,837.40 ", 5.00 , 9.80 , 9.60 
12/1/2004,AIR FORCE,Air Force Subtotal,,," 201,753.20 "," 257,451.50 ",," 31,876.80 "," 14,933.10 ",," 233,630.00 "," 272,384.60 ",, 34.70 , 32.10 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2004,DoD,BMDS (RDT&E) CHEM,2002,PE," 44,740.10 "," 47,217.10 ", - ," 35,406.80 "," 39,906.30 ", - ," 80,146.90 "," 87,123.40 ", - , 79.10 , 84.50 
12/1/2004,DoD,DEMIL--CMA CHEM,1994,PdE," 11,088.80 "," 12,385.20 "," 27,791.00 "," 10,285.10 "," 13,519.00 ", - ," 21,373.90 "," 25,904.20 "," 27,791.00 ", 92.80 , 109.20 
12/1/2004,DoD,DEMIL-ACWA CHEM,1994,PdE," 1,957.40 "," 2,430.40 "," 3,134.00 "," 1,495.20 "," 2,457.40 ", 2.00 ," 3,452.60 "," 4,887.80 "," 3,136.00 ", 76.40 , 101.10 
12/1/2004,DoD,DEMIL-NEWPORT,1994,PdE, 424.90 , 494.70 ," 1,269.00 "," 1,140.90 "," 1,416.30 ", - ," 1,565.80 "," 1,911.00 "," 1,269.00 ", 268.50 , 286.30 
12/1/2004,DoD,JSF (F-35),2002,DE/PdE," 75,600.00 "," 231,000.00 "," 2,866.00 "," 16,919.00 "," 25,617.60 ", (408.00)," 192,519.00 "," 256,617.60 "," 2,458.00 ", 20.80 , 24.80 
12/1/2004,DoD,JTRS WAVEFORM (RDT&E),2002,DE, 812.90 , 914.40 , - , 359.50 , 407.10 , - ," 1,172.40 "," 1,321.50 ", - , 44.20 , 44.50 
12/1/2004,DoD,DoD Subtotal,,," 234,624.10 "," 294,441.80 ",," 65,606.50 "," 83,323.70 ",," 300,230.60 "," 377,765.50 ",, 37.40 , 30.80 
12/1/2004,Total,Grand Total,,," 980,748.50 "," 1,229,223.90 ",," 198,571.80 "," 242,960.40 ",," 1,179,320.30 "," 1,472,184.30 ",, 23.10 , 19.30 
