SARdate,Component,SARprogram,BaselineYear,BaseLineType,BaselineEstimateBaselineYear,BaselineEstimateThenYear,BaselineEstimateQuantity,ChangesToDateBaselineYear,ChangesToDateThenYear,ChangesToDateQuantity,CurrentEstimateBaselineYear,CurrentEstimateThenYear,CurrentEstimateQuantity,PrecntChangeToDateAdjustedForQuantityConstant,PrecntChangeToDateAdjustedForQuantityThenYear
12/1/2007,NAVY,LPD 17,1996,DE," 9,018.10 "," 10,761.80 ", 12.00 ," 2,489.90 "," 3,479.90 ", (3.00)," 11,508.00 "," 14,241.70 ", 9.00 , 92.00 , 111.80 
12/1/2007,NAVY,MH-60R,2006,PdE," 10,627.00 "," 11,424.70 ", 254.00 , 652.30 , 714.70 , - ," 11,279.30 "," 12,139.40 ", 254.00 , 6.10 , 6.30 
12/1/2007,NAVY,MH-60S,1998,PdE," 5,270.10 "," 6,093.80 ", 237.00 ," 1,234.10 "," 1,749.20 ", 34.00 ," 6,504.20 "," 7,843.00 ", 271.00 , 12.40 , 15.60 
12/1/2007,NAVY,MUOS,2004,DE/PdE," 5,738.00 "," 6,481.10 ", 6.00 , (71.00), 200.60 , - ," 5,667.00 "," 6,681.70 ", 6.00 , (1.20), 3.10 
12/1/2007,NAVY,NMT,2002,DE," 1,923.40 "," 2,321.10 ", 333.00 , (246.60), (217.80), (28.00)," 1,676.80 "," 2,103.30 ", 305.00 , (12.80), (9.20)
12/1/2007,NAVY,P-8A (MMA),2004,DE," 26,494.00 "," 31,428.60 ", 115.00 , (311.20)," 1,424.30 ", (2.00)," 26,182.80 "," 32,852.90 ", 113.00 , (0.50), 5.20 
12/1/2007,NAVY,RMS,2006,PdE," 1,304.60 "," 1,399.40 ", 108.00 , 74.90 , 150.30 , - ," 1,379.50 "," 1,549.70 ", 108.00 , 6.00 , 9.90 
12/1/2007,NAVY,SM-6,2004,DE," 4,866.30 "," 5,983.30 "," 1,200.00 ", (173.80), (28.90), - ," 4,692.50 "," 5,954.40 "," 1,200.00 ", (3.60), (0.50)
12/1/2007,NAVY,SSDS,2004,PdE, 510.10 , 550.30 , 18.00 , 46.50 , 118.60 , 24.00 , 556.60 , 668.90 , 42.00 , (36.10), (33.10)
12/1/2007,NAVY,SSGN,2002,PdE," 3,869.10 "," 4,051.90 ", 4.00 , (1.70), 56.60 , - ," 3,867.40 "," 4,108.50 ", 4.00 , -   , 1.40 
12/1/2007,NAVY,SSN 774 (VIRGINIA CLASS),1995,DE," 45,633.10 "," 71,080.80 ", 30.00 ," 18,118.70 "," 20,884.40 ", - ," 63,751.80 "," 91,965.20 ", 30.00 , 39.70 , 29.40 
12/1/2007,NAVY,T-45TS,1995,PdE," 5,528.10 "," 5,599.50 ", 176.00 ," 1,207.30 "," 1,228.70 ", 47.00 ," 6,735.40 "," 6,828.20 ", 223.00 , 5.70 , 4.70 
12/1/2007,NAVY,TACTICAL TOMAHAWK,1999,PdE," 2,977.30 "," 3,290.30 "," 2,790.00 ", 728.30 ," 1,085.00 ", 502.00 ," 3,705.60 "," 4,375.30 "," 3,292.00 ", 15.30 , 20.80 
12/1/2007,NAVY,T-AKE,2000,PdE," 4,262.60 "," 4,890.20 ", 12.00 , 355.60 , 825.00 , - ," 4,618.20 "," 5,715.20 ", 12.00 , 7.90 , 15.20 
12/1/2007,NAVY,TRIDENT II MISSILE,1983,PdE," 26,556.30 "," 35,518.50 ", 845.00 , (174.50)," 3,298.90 ", (284.00)," 26,381.80 "," 38,817.40 ", 561.00 , 16.80 , 34.80 
12/1/2007,NAVY,V-22,2005,PdE," 50,250.40 "," 53,253.40 ", 458.00 , 222.40 , 973.50 , - ," 50,472.80 "," 54,226.90 ", 458.00 , 0.40 , 1.80 
12/1/2007,NAVY,VH-71,2003,DE," 5,653.60 "," 6,547.30 ", 23.00 , 77.90 , 202.90 , 5.00 ," 5,731.50 "," 6,750.20 ", 28.00 , (3.30), (2.20)
12/1/2007,NAVY,VTUAV,2006,DE/PdE," 2,366.40 "," 2,787.10 ", 177.00 , (491.60), (628.80), - ," 1,874.80 "," 2,158.30 ", 177.00 , (20.80), (22.60)
12/1/2007,NAVY,Navy Subtotal,,," 400,981.50 "," 483,401.40 ",," 57,065.10 "," 88,439.70 ",," 458,046.60 "," 571,841.10 ",, 11.40 , 14.60 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2007,AIR FORCE,AEHF,2002,DE/PdE," 5,279.20 "," 5,645.30 ", 5.00 ," 1,459.10 "," 1,716.70 ", (1.00)," 6,738.30 "," 7,362.00 ", 4.00 , 29.20 , 30.90 
12/1/2007,AIR FORCE,AMRAAM,1992,PdE," 12,278.20 "," 13,112.40 "," 15,450.00 ", 878.10 ," 1,768.20 "," (1,497.00)"," 13,156.30 "," 14,880.60 "," 13,953.00 ", 17.30 , 30.90 
12/1/2007,AIR FORCE,B-2 EHF INCREMENT 1,2007,DE, 659.70 , 706.10 , 21.00 , (23.30), (25.10), - , 636.40 , 681.00 , 21.00 , (3.50), (3.60)
12/1/2007,AIR FORCE,B-2 RMP,2004,DE," 1,148.40 "," 1,220.00 ", 21.00 , (54.70), 5.40 , - ," 1,093.70 "," 1,225.40 ", 21.00 , (4.80), 0.40 
12/1/2007,AIR FORCE,C-130 AMP,2000,DE," 3,333.90 "," 3,965.40 ", 519.00 ," 1,187.10 "," 1,834.80 ", (297.00)," 4,521.00 "," 5,800.20 ", 222.00 , 76.90 , 102.80 
12/1/2007,AIR FORCE,C-130J,1996,PdE, 730.70 , 839.70 , 11.00 ," 9,074.00 "," 11,189.60 ", 123.00 ," 9,804.70 "," 12,029.30 ", 134.00 , 31.40 , 30.30 
12/1/2007,AIR FORCE,C-17A,1996,PdE," 41,250.90 "," 41,811.90 ", 210.00 ," 17,413.90 "," 20,494.80 ", (20.00)," 58,664.80 "," 62,306.70 ", 190.00 , 45.10 , 55.10 
12/1/2007,AIR FORCE,C-5 AMP,2006,PdE, 888.40 , 856.30 , 61.00 , 488.60 , 549.00 , 51.00 ," 1,377.00 "," 1,405.30 ", 112.00 , 20.10 , 22.40 
12/1/2007,AIR FORCE,C-5 RERP,2000,DE," 8,798.00 "," 11,093.90 ", 126.00 , (320.00), 37.00 , (15.00)," 8,478.00 "," 11,130.90 ", 111.00 , 2.40 , 6.80 
12/1/2007,AIR FORCE,F-22,2005,PdE," 64,281.70 "," 61,323.70 ", 181.00 ," 2,710.10 "," 3,216.20 ", 3.00 ," 66,991.80 "," 64,539.90 ", 184.00 , 3.70 , 4.60 
12/1/2007,AIR FORCE,FAB-T,2002,DE," 2,642.30 "," 3,167.40 ", 216.00 , 320.40 , 454.80 , 6.00 ," 2,962.70 "," 3,622.20 ", 222.00 , 10.70 , 12.80 
12/1/2007,AIR FORCE,GBS,1997,DE, 451.40 , 497.10 , 346.00 , 275.60 , 308.40 , 775.00 , 727.00 , 805.50 ," 1,121.00 ", 6.50 , 5.60 
12/1/2007,AIR FORCE,GLOBAL HAWK (RQ-4A/B),2000,DE," 4,350.30 "," 5,394.00 ", 63.00 ," 3,751.60 "," 4,346.70 ", (9.00)," 8,101.90 "," 9,740.70 ", 54.00 , 101.10 , 98.50 
12/1/2007,AIR FORCE,JASSM,1995,PdE," 4,016.40 "," 4,981.10 "," 5,447.00 ", 449.70 ," 1,084.70 ", (441.00)," 4,466.10 "," 6,065.80 "," 5,006.00 ", 18.00 , 30.20 
12/1/2007,AIR FORCE,JDAM,1995,PdE," 2,300.30 "," 2,606.70 "," 89,065.00 "," 2,221.80 "," 2,653.40 "," 112,928.00 "," 4,522.10 "," 5,260.10 "," 201,993.00 ", 28.30 , 29.60 
12/1/2007,AIR FORCE,JPATS,2002,PdE," 4,529.00 "," 5,041.10 ", 783.00 , 385.50 , 493.20 , (15.00)," 4,914.50 "," 5,534.30 ", 768.00 , 9.90 , 11.50 
12/1/2007,AIR FORCE,MINUTEMAN III GRP,1993,PdE," 2,012.50 "," 2,400.10 ", 652.00 , 82.90 , 27.60 , - ," 2,095.40 "," 2,427.70 ", 652.00 , 5.90 , 2.80 
12/1/2007,AIR FORCE,MINUTEMAN III PRP,1994,PdE," 2,086.80 "," 2,600.80 ", 607.00 , 103.00 , 1.00 , (6.00)," 2,189.80 "," 2,601.80 ", 601.00 , 5.50 , 0.50 
12/1/2007,AIR FORCE,MP RTIP,2000,DE," 1,449.30 "," 1,568.40 ", - , (334.60), (343.40), - ," 1,114.70 "," 1,225.00 ", - , (23.10), (21.90)
12/1/2007,AIR FORCE,MPS,2004,DE," 1,545.80 "," 1,690.70 ", 1.00 , (152.20), (108.20), - ," 1,393.60 "," 1,582.50 ", 1.00 , (9.80), (6.40)
12/1/2007,AIR FORCE,NAS,2005,PdE," 1,373.20 "," 1,421.10 ", 93.00 , 50.30 , 69.60 , (2.00)," 1,423.50 "," 1,490.70 ", 91.00 , 4.80 , 6.30 
12/1/2007,AIR FORCE,NAVSTAR GPS - SPACE & CONTROL,2000,PdE," 5,015.60 "," 5,120.90 ", 33.00 , 947.50 ," 1,185.20 ", - ," 5,963.10 "," 6,306.10 ", 33.00 , 18.40 , 23.20 
12/1/2007,AIR FORCE,NAVSTAR GPS - USER EQUIPMENT,2000,PdE, 797.80 , 874.40 , - , 992.80 ," 1,219.30 ", - ," 1,790.60 "," 2,093.70 ", - , 124.40 , 139.40 
12/1/2007,AIR FORCE,NPOESS,2002,PdE," 5,538.00 "," 6,117.60 ", 6.00 ," 3,825.00 "," 5,022.60 ", (2.00)," 9,363.00 "," 11,140.20 ", 4.00 , 83.40 , 101.70 
12/1/2007,AIR FORCE,SBIRS HIGH,1995,DE," 3,679.50 "," 4,147.30 ", 5.00 ," 5,879.20 "," 7,407.20 ", (1.00)," 9,558.70 "," 11,554.50 ", 4.00 , 178.20 , 200.20 
12/1/2007,AIR FORCE,SDB I,2001,PdE," 1,526.00 "," 1,786.30 "," 24,070.00 ", (274.00), (309.40), - ," 1,252.00 "," 1,476.90 "," 24,070.00 ", (18.00), (17.30)
12/1/2007,AIR FORCE,WGS,2001,PdE, 980.40 ," 1,042.50 ", 3.00 , 784.00 , 908.00 , 2.00 ," 1,764.40 "," 1,950.50 ", 5.00 , 14.50 , 16.30 
12/1/2007,AIR FORCE,Air Force Subtotal,,," 182,943.70 "," 191,032.20 ",," 52,121.40 "," 65,207.30 ",," 235,065.10 "," 256,239.50 ",, 25.20 , 31.10 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2007,DoD,BMDS,2002,PE," 44,740.10 "," 47,217.10 ", - ," 44,658.20 "," 55,695.30 ", - ," 89,398.30 "," 102,912.40 ", - , 99.80 , 118.00 
12/1/2007,DoD,CHEM DEMIL-ACWA,1994,PdE," 1,957.40 "," 2,430.40 "," 3,134.00 "," 3,541.40 "," 5,561.50 ", 2.00 ," 5,498.80 "," 7,991.90 "," 3,136.00 ", 180.90 , 228.80 
12/1/2007,DoD,CHEM DEMIL-CMA,1994,PdE," 11,513.70 "," 12,879.90 "," 29,060.00 "," 10,945.60 "," 14,542.70 ", - ," 22,459.30 "," 27,422.60 "," 29,060.00 ", 95.10 , 112.90 
12/1/2007,DoD,DIMHRS,2007,DE, 947.50 , 922.30 , - , (97.30), (103.40), 1.00 , 850.20 , 818.90 , 1.00 , (10.30), (11.20)
12/1/2007,DoD,F-35 (JSF),2002,DE," 177,100.00 "," 233,000.00 "," 2,866.00 "," 32,914.50 "," 65,842.80 ", (410.00)," 210,014.50 "," 298,842.80 "," 2,456.00 ", 30.60 , 44.00 
12/1/2007,DoD,JTRS GMR,2002,DE," 14,437.20 "," 19,112.90 "," 108,388.00 ", (194.10)," 1,423.50 "," (21,736.00)"," 14,243.10 "," 20,536.40 "," 86,652.00 ", 13.30 , 27.60 
12/1/2007,DoD,JTRS HMS,2004,DE," 8,569.00 "," 10,717.00 "," 328,674.00 "," (5,897.20)"," (7,350.10)"," (232,713.00)"," 2,671.80 "," 3,366.90 "," 95,961.00 ", (42.70), (36.10)
12/1/2007,DoD,JTRS NED,2002,DE, 812.90 , 914.40 , - , 930.30 ," 1,047.40 ", - ," 1,743.20 "," 1,961.80 ", - , 114.40 , 114.50 
12/1/2007,DoD,MIDS,2003,PdE," 1,824.80 "," 1,818.90 "," 2,964.00 ", 464.30 , 553.80 , 843.00 ," 2,289.10 "," 2,372.70 "," 3,807.00 ", 11.70 , 14.00 
12/1/2007,DoD,DoD Subtotal,,," 261,902.60 "," 329,012.90 ",," 87,265.70 "," 137,213.50 ",," 349,168.30 "," 466,226.40 ",, 45.40 , 57.80 
12/1/2007,Total,Grand Total,,," 1,060,522.90 "," 1,262,048.40 ",," 252,424.10 "," 380,925.10 ",," 1,312,947.00 "," 1,642,973.50 ",, 24.10 , 31.30 
