SARdate,Component,SARprogram,BaselineYear,BaseLineType,BaselineEstimateBaselineYear,BaselineEstimateThenYear,BaselineEstimateQuantity,ChangesToDateBaselineYear,ChangesToDateThenYear,ChangesToDateQuantity,CurrentEstimateBaselineYear,CurrentEstimateThenYear,CurrentEstimateQuantity,PrecntChangeToDateAdjustedForQuantityConstant,PrecntChangeToDateAdjustedForQuantityThenYear
12/1/2005,ARMY,GMLRS,2003,PdE," 9,780.20 "," 11,848.90 "," 140,239.00 "," 1,694.20 "," 4,185.80 ", - ," 11,474.40 "," 16,034.70 "," 140,239.00 ", 17.30 , 35.30 
12/1/2005,ARMY,HIMARS,2003,PdE," 3,711.60 "," 4,388.40 ", 894.00 , (935.40)," (1,050.30)", (303.00)," 2,776.20 "," 3,338.10 ", 591.00 , 1.90 , 12.00 
12/1/2005,ARMY,JAVELIN,1997,PdE," 3,791.10 "," 3,926.00 "," 28,501.00 ", 526.90 , 515.90 ," (3,677.00)"," 4,318.00 "," 4,441.90 "," 24,824.00 ", 8.70 , 8.70 
12/1/2005,ARMY,JLENS,2005,DE," 5,850.00 "," 7,151.00 ", 16.00 , 128.50 , 189.90 , - ," 5,978.50 "," 7,340.90 ", 16.00 , 2.20 , 2.70 
12/1/2005,ARMY,LAND WARRIOR,2003,DE," 2,451.50 "," 2,844.40 "," 15,985.00 ", 738.50 ," 1,209.80 "," 8,864.00 "," 3,190.00 "," 4,054.20 "," 24,849.00 ", (53.40), (57.10)
12/1/2005,ARMY,LONGBOW APACHE,1996,PdE," 5,690.60 "," 7,027.80 ", 758.00 ," 2,745.30 "," 2,377.40 ", (145.00)," 8,435.90 "," 9,405.20 ", 613.00 , 74.30 , 58.60 
12/1/2005,ARMY,PAT/MEADS CAP,2004,DE," 22,751.40 "," 29,895.40 "," 1,576.00 ", (622.50), 635.70 , - ," 22,128.90 "," 30,531.10 "," 1,576.00 ", (2.70), 2.10 
12/1/2005,ARMY,PATRIOT PAC-3,2002,PdE," 9,084.00 "," 9,205.80 "," 1,159.00 ", (673.00), (678.10), (198.00)," 8,411.00 "," 8,527.70 ", 961.00 , (2.40), (1.40)
12/1/2005,ARMY,STRYKER,2004,PdE," 8,276.90 "," 8,534.70 "," 2,096.00 "," 2,269.80 "," 2,826.10 ", 545.00 ," 10,546.70 "," 11,360.80 "," 2,641.00 ", 10.40 , 14.20 
12/1/2005,ARMY,WIN-T,2003,DE," 9,864.90 "," 12,040.50 ", 1.00 , 697.10 ," 2,130.00 ", - ," 10,562.00 "," 14,170.50 ", 1.00 , 7.10 , 17.70 
12/1/2005,ARMY,Army Subtotal,,," 217,166.50 "," 262,549.20 ",," 54,338.70 "," 89,454.70 ",," 271,505.20 "," 352,003.90 ",, 22.70 , 23.60 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2005,NAVY,AESA,2000,PE," 1,899.80 ", 525.20 , - , 56.10 , 54.70 , - ," 1,955.90 ", 579.90 , - , 3.00 , 10.40 
12/1/2005,NAVY,AGM-88E (AARGM),2003,," 1,339.80 "," 1,510.90 "," 1,790.00 ", (21.00), 44.90 , - ," 1,318.80 "," 1,555.80 "," 1,790.00 ", (1.60), 3.00 
12/1/2005,NAVY,AIM-9X,1997,PdE," 2,464.00 "," 3,232.90 "," 10,049.00 ", 149.50 , 122.70 , 93.00 ," 2,613.50 "," 3,355.60 "," 10,142.00 ", 5.50 , 3.20 
12/1/2005,NAVY,ASDS,2003,DE," 1,837.90 "," 1,969.30 ", 6.00 ," (1,094.80)"," (1,231.60)", (5.00), 743.10 , 737.70 , 1.00 , 2.80 , 10.00 
12/1/2005,NAVY,CEC,2002,PdE," 4,123.30 "," 4,310.70 ", 272.00 , 90.00 , 179.40 , 51.00 ," 4,213.30 "," 4,490.10 ", 323.00 , (1.50), (1.00)
12/1/2005,NAVY,COBRA JUDY,2003,DE," 1,365.00 "," 1,464.00 ", 1.00 , (8.90), 39.70 , - ," 1,356.10 "," 1,503.70 ", 1.00 , (0.70), 2.70 
12/1/2005,NAVY,CVN 21,2000,DE," 28,701.20 "," 36,082.10 ", 3.00 ," (2,321.30)", (189.60), - ," 26,379.90 "," 35,892.50 ", 3.00 , (8.10), (0.50)
12/1/2005,NAVY,CVN-68,1995,PdE," 4,557.10 "," 5,540.80 ", 1.00 , 824.10 , 777.00 , - ," 5,381.20 "," 6,317.80 ", 1.00 , 18.10 , 14.00 
12/1/2005,NAVY,DD(X),2005,PE/DE," 25,216.50 "," 29,902.30 ", - ," 6,380.50 "," 6,668.50 ", 10.00 ," 31,597.00 "," 36,570.80 ", 10.00 , 26.10 , 23.10 
12/1/2005,NAVY,DDG 51,1987,PdE," 16,953.70 "," 20,117.50 ", 23.00 ," 29,590.00 "," 42,497.40 ", 39.00 ," 46,543.70 "," 62,614.90 ", 62.00 , 11.80 , 9.80 
12/1/2005,NAVY,E-2 ADV HAWKEYE,2002,DE," 12,225.00 "," 14,982.00 ", 75.00 , 38.50 , 739.50 , - ," 12,263.50 "," 15,721.50 ", 75.00 , 0.30 , 4.90 
12/1/2005,NAVY,E-2C REPRODUCTION,1994,PdE," 2,627.70 "," 3,187.90 ", 36.00 ," 1,238.00 "," 1,163.10 ", 8.00 ," 3,865.70 "," 4,351.00 ", 44.00 , 24.50 , 15.50 
12/1/2005,NAVY,EA-18G,2004,," 7,662.60 "," 8,421.60 ", 90.00 , 277.80 , 623.40 , - ," 7,940.40 "," 9,045.00 ", 90.00 , 3.60 , 7.40 
12/1/2005,NAVY,EFV (AAAV),1993,DE," 6,650.40 "," 8,725.20 "," 1,025.00 "," 2,240.40 "," 3,894.50 ", - ," 8,890.80 "," 12,619.70 "," 1,025.00 ", 33.70 , 44.60 
12/1/2005,NAVY,F/A-18E/F,2000,PdE," 38,884.70 "," 41,637.30 ", 458.00 ," 2,563.60 "," 2,393.20 ", 4.00 ," 41,448.30 "," 44,030.50 ", 462.00 , 6.00 , 5.20 
12/1/2005,NAVY,H-1 UPGRADES,1996,DE," 2,792.50 "," 3,547.50 ", 284.00 ," 3,425.40 "," 4,467.80 ", - ," 6,217.90 "," 8,015.30 ", 284.00 , 122.70 , 125.90 
12/1/2005,NAVY,JSOW,1990,PdE," 5,544.10 "," 7,873.50 "," 23,124.00 "," (2,204.60)"," (3,126.50)"," (12,790.00)"," 3,339.50 "," 4,747.00 "," 10,334.00 ", (4.20), 1.70 
12/1/2005,NAVY,LCS (RDT&E),2004,PE," 1,172.70 "," 1,211.70 ", 2.00 , 423.20 , 490.20 , - ," 1,595.90 "," 1,701.90 ", 2.00 , 36.10 , 40.50 
12/1/2005,NAVY,LPD 17,1996,DE," 9,018.10 "," 10,761.80 ", 12.00 ," 1,393.50 "," 1,724.80 ", (3.00)," 10,411.60 "," 12,486.60 ", 9.00 , 73.70 , 85.70 
12/1/2005,NAVY,MH-60R,1993,DE," 4,020.50 "," 5,636.40 ", 188.00 ," 4,575.40 "," 5,759.60 ", 66.00 ," 8,595.90 "," 11,396.00 ", 254.00 , 77.00 , 68.10 
12/1/2005,NAVY,MH-60S,1998,PdE," 5,270.10 "," 6,093.80 ", 237.00 ," 1,230.80 "," 1,631.80 ", 34.00 ," 6,500.90 "," 7,725.60 ", 271.00 , 12.50 , 14.00 
12/1/2005,NAVY,MIDS-LVT,2003,PdE," 1,824.80 "," 1,818.90 "," 2,964.00 ", 289.80 , 324.00 , 331.00 ," 2,114.60 "," 2,142.90 "," 3,295.00 ", 10.60 , 12.00 
12/1/2005,NAVY,MMA,2004,DE," 26,494.00 "," 31,428.60 ", 115.00 , (604.00), 705.50 , (1.00)," 25,890.00 "," 32,134.10 ", 114.00 , (2.30), 2.20 
12/1/2005,NAVY,MUOS,2004,DE," 5,738.00 "," 6,481.10 ", 6.00 , (668.60), (547.20), - ," 5,069.40 "," 5,933.90 ", 6.00 , (11.70), (8.40)
12/1/2005,NAVY,SM-6,2004,DE," 4,866.30 "," 5,983.30 "," 1,200.00 ", (141.10), 109.00 , - ," 4,725.20 "," 6,092.30 "," 1,200.00 ", (2.90), 1.80 
12/1/2005,NAVY,SSDS,2004,DE/PdE," 1,059.00 "," 1,098.20 ", 29.00 , (22.90), 39.70 , 25.00 ," 1,036.10 "," 1,137.90 ", 54.00 , (18.00), (16.30)
12/1/2005,NAVY,SSGN,2002,PdE," 3,869.10 "," 4,051.90 ", 4.00 , (0.70), 44.10 , - ," 3,868.40 "," 4,096.00 ", 4.00 , -   , 1.10 
12/1/2005,NAVY,SSN 774 (VA CLASS),1995,DE," 45,633.10 "," 71,080.80 ", 30.00 ," 21,637.60 "," 24,740.90 ", - ," 67,270.70 "," 95,821.70 ", 30.00 , 47.40 , 34.80 
12/1/2005,NAVY,T-45TS,1995,PdE," 5,528.10 "," 5,599.50 ", 176.00 ," 1,220.10 "," 1,242.60 ", 49.00 ," 6,748.20 "," 6,842.10 ", 225.00 , 5.60 , 4.50 
12/1/2005,NAVY,T-AKE,2000,PdE," 4,262.60 "," 4,890.20 ", 12.00 , (372.60), (304.30), (1.00)," 3,890.00 "," 4,585.90 ", 11.00 , (1.20), 2.10 
12/1/2005,NAVY,TACTICAL TOMAHAWK,1999,PdE," 2,977.30 "," 3,290.30 "," 2,790.00 ", 592.10 , 858.80 , 527.00 ," 3,569.40 "," 4,149.10 "," 3,317.00 ", 10.60 , 14.00 
12/1/2005,NAVY,TRIDENT II MSL,1983,PdE," 26,556.30 "," 35,518.50 ", 845.00 , (496.30)," 2,483.40 ", (284.00)," 26,060.00 "," 38,001.90 ", 561.00 , 15.40 , 32.00 
12/1/2005,NAVY,V-22,2005,DE/PdE," 34,884.00 "," 29,662.30 ", 919.00 ," 12,821.30 "," 20,834.80 ", (461.00)," 47,705.30 "," 50,497.10 ", 458.00 , 39.60 , 21.70 
12/1/2005,NAVY,Navy Subtotal,,," 348,019.30 "," 417,638.00 ",," 83,100.90 "," 119,255.80 ",," 431,120.20 "," 536,893.80 ",, 18.10 , 14.20 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2005,AIR FORCE,AEHF,2002,DE," 5,279.20 "," 5,645.30 ", 5.00 , 369.60 , 390.90 , (2.00)," 5,648.80 "," 6,036.20 ", 3.00 , 27.50 , 29.10 
12/1/2005,AIR FORCE,AMRAAM,1992,PdE," 12,278.20 "," 13,112.40 "," 15,450.00 ", (180.70), 76.30 ," (1,213.00)"," 12,097.50 "," 13,188.70 "," 14,237.00 ", 6.80 , 14.30 
12/1/2005,AIR FORCE,B-2 RMP,2004,DE," 1,148.40 "," 1,220.00 ", 21.00 , (77.40), (44.30), - ," 1,071.00 "," 1,175.70 ", 21.00 , (6.70), (3.60)
12/1/2005,AIR FORCE,C-130 AMP,2000,DE," 3,333.90 "," 3,965.40 ", 519.00 , 648.40 , 967.80 , (85.00)," 3,982.30 "," 4,933.20 ", 434.00 , 27.90 , 35.00 
12/1/2005,AIR FORCE,C-130J,1996,PdE, 730.70 , 839.70 , 11.00 ," 5,873.80 "," 6,772.60 ", 68.00 ," 6,604.50 "," 7,612.30 ", 79.00 , 28.70 , 26.10 
12/1/2005,AIR FORCE,C-17A,1996,PdE," 41,250.90 "," 41,811.90 ", 210.00 ," 15,359.00 "," 17,740.80 ", (30.00)," 56,609.90 "," 59,552.70 ", 180.00 , 46.10 , 56.40 
12/1/2005,AIR FORCE,C-5 RERP,2000,DE," 8,798.00 "," 11,093.90 ", 126.00 , (303.90), (39.80), (14.00)," 8,494.10 "," 11,054.10 ", 112.00 , 2.10 , 5.40 
12/1/2005,AIR FORCE,EELV,1995,DE," 13,116.60 "," 17,347.80 ", 181.00 ," 10,350.40 "," 14,555.20 ", (43.00)," 23,467.00 "," 31,903.00 ", 138.00 , 163.90 , 180.60 
12/1/2005,AIR FORCE,F/A-22,2005,PdE," 64,281.70 "," 61,323.70 ", 181.00 ," 1,170.50 "," 1,276.30 ", 4.00 ," 65,452.20 "," 62,600.00 ", 185.00 , 1.10 , 1.20 
12/1/2005,AIR FORCE,GBS,1997,DE, 451.40 , 497.10 , 346.00 , 228.70 , 246.90 , 694.00 , 680.10 , 744.00 ," 1,040.00 ", 1.40 , (0.50)
12/1/2005,AIR FORCE,GLOBAL HAWK,2000,DE," 4,350.30 "," 5,394.00 ", 63.00 ," 2,351.20 "," 2,421.70 ", (9.00)," 6,701.50 "," 7,815.70 ", 54.00 , 66.30 , 59.30 
12/1/2005,AIR FORCE,JASSM,1995,PdE," 4,016.40 "," 4,981.10 "," 5,447.00 ", (233.70), (67.10), (453.00)," 3,782.70 "," 4,914.00 "," 4,994.00 ", 0.40 , 6.00 
12/1/2005,AIR FORCE,JDAM,1995,PdE," 2,300.30 "," 2,606.70 "," 89,065.00 "," 2,148.70 "," 2,530.30 "," 110,929.00 "," 4,449.00 "," 5,137.00 "," 199,994.00 ", 27.50 , 28.20 
12/1/2005,AIR FORCE,JPATS,2002,PdE," 4,529.00 "," 5,041.10 ", 783.00 , 229.70 , 210.60 , (1.00)," 4,758.70 "," 5,251.70 ", 782.00 , 5.20 , 4.30 
12/1/2005,AIR FORCE,MINUTEMAN III GRP,1993,PdE," 2,012.50 "," 2,400.10 ", 652.00 , 100.30 , 44.90 , - ," 2,112.80 "," 2,445.00 ", 652.00 , 6.80 , 3.50 
12/1/2005,AIR FORCE,MINUTEMAN III PRP,1994,PdE," 2,086.80 "," 2,600.80 ", 607.00 , 91.20 , (58.40), (10.00)," 2,178.00 "," 2,542.40 ", 597.00 , 5.40 , (1.30)
12/1/2005,AIR FORCE,MP RTIP,2000,DE," 1,449.30 "," 1,568.40 ", - , (51.10), (8.70), - ," 1,398.20 "," 1,559.70 ", - , (3.50), (0.60)
12/1/2005,AIR FORCE,MPS,2004,DE," 1,545.80 "," 1,690.70 ", 1.00 , 117.50 , 97.80 , - ," 1,663.30 "," 1,788.50 ", 1.00 , 7.60 , 5.80 
12/1/2005,AIR FORCE,NAS,2005,PdE," 1,373.20 "," 1,421.10 ", 93.00 , 4.10 , 7.80 , (2.00)," 1,377.30 "," 1,428.90 ", 91.00 , 1.40 , 1.90 
12/1/2005,AIR FORCE,NAVSTAR GPS,2000,PdE," 5,813.40 "," 5,995.30 ", 33.00 ," 1,517.40 "," 1,827.00 ", 7.00 ," 7,330.80 "," 7,822.30 ", 40.00 , 16.80 , 19.90 
12/1/2005,AIR FORCE,NPOESS,2002,PdE," 5,538.00 "," 6,117.60 ", 6.00 ," 5,910.20 "," 7,692.60 ", - ," 11,448.20 "," 13,810.20 ", 6.00 , 106.70 , 125.70 
12/1/2005,AIR FORCE,SBIRS HIGH,1995,DE," 3,679.50 "," 4,147.30 ", 5.00 ," 4,889.80 "," 6,011.30 ", (2.00)," 8,569.30 "," 10,158.60 ", 3.00 , 202.70 , 235.60 
12/1/2005,AIR FORCE,SDB,2001,PdE," 1,526.00 "," 1,786.30 "," 24,070.00 ", (195.30), (206.20), - ," 1,330.70 "," 1,580.10 "," 24,070.00 ", (12.80), (11.50)
12/1/2005,AIR FORCE,WIDEBAND GAPFILLER,2001,PdE, 980.40 ," 1,042.50 ", 3.00 , 819.80 , 936.70 , 2.00 ," 1,800.20 "," 1,979.20 ", 5.00 , 16.80 , 18.00 
12/1/2005,AIR FORCE,Air Force Subtotal,,," 191,869.90 "," 203,650.20 ",," 51,138.20 "," 63,383.00 ",," 243,008.10 "," 267,033.20 ",, 28.90 , 26.90 
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
12/1/2005,DoD,BMDS,2002,PE," 44,740.10 "," 47,217.10 ", - ," 32,097.30 "," 38,693.60 ", - ," 76,837.40 "," 85,910.70 ", - , 71.70 , 81.90 
12/1/2005,DoD,CHEM DEMIL--CMA,1994,PdE," 11,088.80 "," 12,385.20 "," 27,791.00 "," 10,207.60 "," 13,668.10 ", - ," 21,296.40 "," 26,053.30 "," 27,791.00 ", 92.10 , 110.40 
12/1/2005,DoD,CHEM DEMIL-ACWA,1994,DE/PdE," 1,957.40 "," 2,430.40 "," 3,134.00 "," 1,495.40 "," 2,181.20 ", 2.00 ," 3,452.80 "," 4,611.60 "," 3,136.00 ", 76.40 , 89.70 
12/1/2005,DoD,CHEM DEMIL-NEWPORT,1994,PdE, 424.90 , 494.70 ," 1,269.00 "," 1,128.90 "," 1,420.20 ", - ," 1,553.80 "," 1,914.90 "," 1,269.00 ", 265.70 , 287.10 
12/1/2005,DoD,JSF (F-35),2002,DE," 75,600.00 "," 231,000.00 "," 2,866.00 "," 26,129.40 "," 45,458.90 ", (408.00)," 201,729.40 "," 276,458.90 "," 2,458.00 ", 26.60 , 34.50 
12/1/2005,DoD,JTRS GMR (CLUSTER 1),2002,DE," 14,437.20 "," 19,112.90 "," 108,388.00 ", (910.00)," 1,339.80 "," (3,963.00)"," 13,527.20 "," 20,452.70 "," 104,425.00 ", (3.70), 10.50 
12/1/2005,DoD,JTRS HMS (CLUSTER 5),2004,DE," 8,569.00 "," 10,717.00 "," 329,574.00 ", 160.20 , 882.10 , - ," 8,729.20 "," 11,599.10 "," 329,574.00 ", 1.90 , 8.20 
12/1/2005,DoD,JTRS WAVEFORM,2002,DE, 812.90 , 914.40 , - , 786.20 , 872.20 , - ," 1,599.10 "," 1,786.60 ", - , 96.70 , 95.40 
12/1/2005,DoD,DoD Subtotal,,," 257,630.30 "," 324,271.70 ",," 71,095.00 "," 104,516.10 ",," 328,725.30 "," 428,787.80 ",, 36.40 , 32.40 
12/1/2005,Total,Grand Total,,," 1,014,686.00 "," 1,208,109.10 ",," 259,672.80 "," 376,609.60 ",," 1,274,358.80 "," 1,584,718.70 ",, 25.40 , 23.00 
